,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.134445658275317,0,0.111009206616505,0,0.069946567798917,0,0,0.335548688550865,0.0501811707940247,0,0,0,0,0,0,0,0,0,0.122929265314134,0,-0.0724646031595559,0,0,0,0,0,0,0,0,0.196598769639367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.294916953603755,0,0,0.0204735360369729,0.188056161258242,0,-0.0951447897459351,0,0,0,0,0,0.379229852348904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528328367139002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13340951702591,0,0,-0.00603512023522907
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0
X601288.CH.EQUITY,0.343606618070733,0.0712906764561369,0,0,0.380460593745677,0,0,-0.0185005452132651,0,0,0.0798644299011561,0,0,0,0,0.107765113745944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00105485839841382,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.388142132221126,0,0,0,0.0171496065795515,0,0,0.170992927418559,0,0,0.114190402473638,0,0,0,0.0201691356760763,0,0.186814927391727,0,0,0,0,0.0828371257172788,0,-0.0383846923817607,0.0300813460084231,0,0,0,0,0,0,0,-0.0416756663825357,0,0,0,0,0.0593391264411812,0,0,0,0,0,0,0,0,0.0329392402233252,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.146657732499018,0,0,0.00218304317874895,0,0.475226092759975,0,0,0,0,0,0,0,0,0,0.0168386728040996,0,0,0,0,0,0.139363250871756,0,0.132887494635279,0,0,0.0201178290988642,0,0,0,6.93889390390723e-18,0,0.182461521149687,0,0,0,0,0,0,0,0,0,0.0105756778921945,0,0,0
X1299.HK.EQUITY,0,0,0,0.0534250716241794,0.030404406066388,0,0,0,0,0,0,0,0,0,0,0,0,0.187517965607208,0,0.0201799086744351,0,0.065020522260362,0,0,0,0.102086475853251,0,0,0,0,0,0.263464004508084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298505801890902,0,0,0
X5.HK.EQUITY,0,0,0,-0.0775710148001994,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.328667781744739,0,0,0,-0.433046767396017,0,0.967174858725976,0,-0.869929054417628,0,0,0.54792451494342,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259818247855956,0,0,0,0,0,0,0,0.195599621127111,0.0695892761368219,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0
X601658.CH.Equity,0,0.0912949131636091,0,0.221911630919809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537602997039645,0,0.362012116149405,0.514856356198717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268777150304948,0,0,-0.638815242803149,0,0
