,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.147598089362373,0,0.0876082657819576,0,0,0,-0.0853515296164997,0,0,0,0.459339986695268,0,0,0,-0.0951204057891459,0,0,0,0,0,0,0,0,0,0,0,0,0.0776533057136626,0,0,0,0,0,0,0,0,0,0.106263069855178,0,0,0,0.204468951067126,0,0,0,0.00279446490012164,0,0,0,0,-0.0318168267851245
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.218837015366938,-0.00417021771376006,0,0.279202147799318,0,0.095532278173743,0,-0.0699626127573392,0,0,0,0,0,0,0.0960634442979316,0,0,-0.0226378219081365,0,0,0,0.0608833225974741,0,0,0,-0.0481210220973225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588649123891,0,-0.0226481478193609,0,0.0236249744497269,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.4119740160204,0,0.208629379055896,0,0.126942339521437,0.12230068278558,0,0,0,0,0,0,0,0,-0.0507513581042214,0,0.0109563165167147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170788245105078,0,0,0,0,0,0,0,0,0.0556854678324649,0.0351800570370188,0,0.12344711124333
X5.HK.EQUITY,0,-0.0899915780586851,0.013828670986776,0.286637313162449,0,0,0,-0.239485409466312,0,0,0,0,0.115894624425675,0,0,0,0,0,0,0,0.597818317475243,0,0,0,0,0.236556162525587,0,-0.0199773632010904,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.215949907975902,0,-0.0837466828269508,0,0,-3.46944695195361e-18
X601988.CH.EQUITY,0.182139562053391,0,0.241199425515286,0.03293566774728,0,0,0,0,0.0728498452428752,0,0.125252404214464,0,0,-0.262988811163172,0,0,0,0,0,0,0,0,0,0.0558676385968033,0.217817022866444,1.73472347597681e-18,0,0.0709600649878721,0,-0.0513151495191822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985187061387225,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0210964844394295,-0.0286436591065534,0,0.202387998797457,0,-0.0185939182151426,0.0184503312748336,0,0.392391615647731,0,0.221504312208122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12713100043758,0,0,0,0,0.0797117655833337,0,0,0,0,0.156677836229898,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0,0
X601628.CH.EQUITY,0.0527336648491258,0.351204910146001,0,0,0,0,0,0,0,0.0376011830448806,0,0,0,0,0,0,0,0,0,0.0820215978204599,-0.0540556826491392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179896499827044,0,0,0,0.227198239174561,0,-0.0313256291448245,0,0.156870369382363,0,0,0,0,0.126759309855881
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043989115191495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
