,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.007360840360175,0,0,0,0,0,-0.0290195267772413,0,0,0,0,0,0,0,0,0,0,0,0,-0.116848438205255,0.499454948995012,0.737766457812498,0.0386266571545618,0,0,0,0,0.160736727290297,-0.218443535460849,0,0,-0.29765610620731,0,0,0,0,0,-0.0104441127723774,0,0,0,0,0,0,0,0,0,0,-0.013778545810307
X601318.CH.EQUITY,0,0,0,0,0,0.127779910225425,0,0,0,0,0,0,0,0,0.0118589703405891,0,0,0,0,0.217927131247214,0,0,0,0,0,0,0,0,0.117845302599005,0.0830559659758006,0,0,0,0,0,0,0.390112394246216,0,0,0,0,0,0,0,0,0.0554751801550531,0,0,0,0,-0.0167660150443589,0
X601939.CH.EQUITY,0,0,0,0.820323786915649,0,0,0.0330610633155424,0,0,0.0235557564910044,0,0,-0.0638073129893152,0,0,0.0597212410761407,0,0.0721266750921618,0,0,0,0.000864843644433429,0,0,0,0,0,0.0602917417627502,0,0,0.0216757003773176,0,0,0,0,0,0,0,0,0,0,0,0.0218399500064169,0,0,0,0,0,0,0.0305457945657951,0,0
X601288.CH.EQUITY,0.00681218681707609,0,0.890415334853523,0,-0.0814255734253355,0,0,0,0,0,0,0,0,0,0.0175610794339574,0,0.035729499286276,0.105146841033552,0,0,0,0,0,0,0,0,0,0.0458865849636158,0,0,0,0,0,0,0,0,0,0,0,0,-0.145907093245657,0,0,0,0,0,0,0,0,0,-0.0392108321071387,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.190020202760862,0,0.484724778893356,0,0,0,0,0,0,0,0,0,0.00358994738953939,0,-0.0154460803266188,0,0,0,0,0,0,0,-0.0785067342853843,0,0,-0.0609892706082908,0,0.464253951862635,0,0,0,0,0,0.234367866232449,0,0,0,0.041735454272141,0,0,0,0.136444609863319,0
X600036.CH.EQUITY,0,0,0.410282387730067,0,0,0,0,0,0.0237344585978233,-0.00642595201828274,0,0,0,0,0,0.10638586165517,0,0,0,0.00489517597301919,0.0125926584017356,0,0,0,0,0,0,0.186941590680578,0,0,0.120225092023096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0296113724022307,0,0,0,-0.03975179827902,0,0,0,0,0.893488694476683,0,-0.00807123376161453,0,-0.268092784186944,0,0,0,0,0,0,0.321383544758567,0,0,0,0,0,-0.0283214861477838,0,-0.00166087323454034,0,0,0,0,0,0,0,0,0,0,0.0877750451573266,0,0,0,0,0.00982717645510349,0,0.0840137045777605,0
X1299.HK.EQUITY,0,0.0641871032334837,0,0,0.149654072763425,0,0,0,0,0.255777502419095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214579939841,0,0,0.341353469154249,0.2253210118266,0.128502701797996,0,0.12264381784641,0,0,0,0,0.0367432261203824,0,0,0,0,0.129101359477711,0,0,-0.0947859713454997,0,0,0,0,0,0.105946402037647,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149108141055491,0,0,0,0,0,0,0.0752903590939004,0,0,0.391302421659917,0.219709954025896,0,0,0,0,0,0,0,0,0,0.0518541535334599,-0.267106890486382,0,0,0,-0.0904738334883365,0.0503010526986657,1.73472347597681e-18,0,0,0,0,0,0.14675363244704,0
X388.HK.EQUITY,0,0,0,0,0.327618662120623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213452458578056,0,0,0,0,0,0,0.465323548795343,0,0,0,0,0,0,0,0,0,0,0,0.00445298736587823,0,-0.081860546769611,0,0,0.263597836542589,-0.114227914837474,-0.0768137585330532,0,0.0219104834335618,0,0,0,-0.141489101565089,0
