,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.279560783085468,0.115039844256691,0,0.245571086838967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199725343451129,0,0,0,0,0,0,0.0147222562791566,0,2.16840434497101e-19,0.0185898550588835,0.0962345274426106,0,0,0,0.0891624971509035,0,0,0,0,0,0,0,0,-0.000885203492942799,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0843919131467713,0,0,0,0,0.119516542686993,0,0,0,0.0766214999418368,0.0101610760829447,0.168129736771963,0.258270047304627,0,0.0992608098278366,0,0,0,0.198242997899782,0,0.0429215082233312,0,0,0,0,0,0,0,0.0242223832880247,0,0,0,0,0,0,0.0781501093551565,0,-0.0461245486833987,0,0,0,0,0,0,0,0,0,0,-0.0114061601785147
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0
X601939.CH.EQUITY,0.544805010516627,0.0152400419733379,0,0,0,0,0,0,0.132612948468731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130368100665361,0,0,0,0,0,0,0.0121707985699856,0,0,0.0856067903832165,0,0,0.137643569466639,0,0,0,0,0,0,0,0,0,0.138043102419595,0.193553152495354,0.0449617586025524,0
X601288.CH.EQUITY,0,0,0,0.158935468424971,0,0,0.489070433063415,0,0,0,0.0507799870405154,0,0,0,0,0,0.0886604014208935,0,0,0.0414771290298611,0,0,0.078994111696146,0,0,0.0473089091519372,0,0,0,0,0,0,0.0851040035002925,0,0,-0.0315627858368426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333586507790442
X1299.HK.EQUITY,0,0,0.0213902961323639,0,0,0,0,0,0.0637368320396792,0.267688393611694,0,0,0,0.135234333076442,0,0,0,0,0,0,0.186998196820076,-0.239918187003045,0,0,0,0,0,0,0,0.114577100369384,0,0,0,-1.0842021724855e-19,0,0,0,0.0403567089519802,0,0.154182800679894,0,0,0,0,0,0,0.221821283560753,0,0,0.0170497047577935,0,0.0120734095239544
X601988.CH.EQUITY,0.205887519131919,0,0,0,0.419253611981275,0,0,0,0,-0.0215156637844838,0,0,-0.0847813427737364,0,0,0.085728976328473,0,0,0.254899449986747,-0.023274034984445,0,0,0.041954382160081,0,0,0,0,0,0,0,0,0,-0.183381768989517,0,0,0,0,0,-0.0429082249019518,0.0265084522596271,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164376384730754,0,0,0.214498868050121,0,0,0,0,0,0.0876864221101949,0,0.0170666209769451,0,0,-0.0534199572297478,0,0.0466684750261939,0,0.0655138501510453,0.298846388954277,0.0289304387215684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224101471299871
X5.HK.EQUITY,0,0.138444714433554,0,0.0916351986448016,0,0,0,0,0,-0.146063409659455,0.0816727372669588,0.0694120804905835,0,0,0,0,0,0,-0.00776137213495574,0,0,0,0,0,0.257360908826421,0,0,0.13485923091634,0,0,0,0,0.0523572071314318,0,0,0,0,0,0.20375614190214,0,0,0,0.0992404380843207,0,0.132005857261922,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382598095095853,-0.142158243591187,0,0,0,0,0,0,0,0,-0.247056005802203,0,-0.176401072037349,0,0.193579685341113,0,0.231570180169073,0,-0.176676950262349,0,0,0.164848966098118,0,0,0.493802884892407,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0710663416811108,0,0,0.247045456474534,0,3.46944695195361e-18,0,0,0,0,0,-0.0597717979128856,0,0,0,0,0.237607456553805,0,0,-0.0673529399930585,0,0.0830725720635102,0.0326051901775707,0.049701609222079,0,0,0.0899607531984809,0,0,0,0,0,0,0,0,0.0072158333811961,0,0,0,0,0.270597480589019,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.250047944488984,0.00763799503216867,0,0,0,0,0,0,0,0,0,0,0,-0.0247644636305901,0,0,0.331805272864207,0,0,0.288301903325364,0,0.145506285059794,0,0,0,0,-0.0903895520228472,0,0,-0.134895186695775,0,0,0,0.119251698343261,0,0,0,-0.0642553574631084,0,0,0,0,0,0,0.193433737151868,0
X000001.CH.EQUITY,0,0.179597117733128,0.0745016616088635,0,0,0,0,0,0,0,0.353722929299361,0,0,0,0,0.185574596519729,0,0,0,0,0.0276433699526023,0.189431403760036,0,-0.0714525647445658,0,0.0413340482490124,0,0.0850922869723948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252036943359734,-0.179589578139052,0,0,0,0,0.040311150329748,-0.10076170337955,-0.00856366191565764
X601601.CH.EQUITY,0,0.471868473416135,0,0,0,0.174642145647474,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0250119729971731,0,0,0,0,0,0,0.00769369855253356,0,0,-0.129149504398546,0,0.170790102418726,0,0,0,0,0,0,0.235263355789144,0,0,0.203686872751516,0,0,-0.00750958916192788,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.082075977546542,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0360496567201856,0,0.0813234884851015,0,-0.100737779510917,0.207200016657571,0.196117494033174,0,0,-0.110772418842596,0,-0.0779434496541937,0,0.135061323840312,0.45268527641577,0,0.0180599011987728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052323793827547,0.0558726473181987
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0650658976287371,0,0,0,0,0.0652836903686618,0,0,0,0.227964274562732,0,0,0,0,0,0,0,0,0,-0.0246081700210043,0,0,0.417581578218406,0,0,0,0,0,0,0,0,0.138748194243983,0,0.105680420995679,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0492648239908855,0,0,0,-4.33680868994202e-19,0,0.120405687622123,0.119746304651524,0,0,0,0,0,0.0453355094250915,0,0,0,0,0,0,0,0,0,0,0,0,0.0115603697035992,0,0.0650168968075862,0,0,0.22837010859853,0,0,0,0.0313700625135935,0,0,0,0,0,0,0,0.228527359371953,0,-0.197867729899335,0
