,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.42646503455512,0,0,0,0,0,0,0,0,0,0,0,0.0695676621638421,0,0.138467129187331,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0681677560399849,0,0,0,0,0,0,0,0,0,0.0777904022204903,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791,0,0
X601939.CH.EQUITY,4.33680868994202e-19,0,0,0.725099874634214,0.0318650738923179,0.0537862145364173,0,0,0,0.234247717430999,0,0,0,0,0,0,0,0,0,0,0.0502152435473977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233079979333136,0,0.0230719789493977,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.180381219679801,0.0847063617741935,0,0.635216712683816,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366480033948561,0.0523561138328446,0.0458463138514825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119325763974043
X5.HK.EQUITY,0,0.0653727319641108,0,0,0,0.146614250060463,0,0.313355506239748,0,0,0,0,0,0,0.0102625110329186,0,0,0,0,0,0,0,0,0,0,0.0110354134930371,0,-0.181634090792916,0,0,0,0,0,0,0,0,0.116735019289341,0,0,0.287746507327625,0,0,0,0,0,-0.0867444270265397,0,0,0.054316793603321,0,0
X601988.CH.EQUITY,0,0,0,0,0.364835818806136,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0832911241827066,-0.108006411063723,0,-0.0881725591825009,0,0,0,0.290689778268795,0,0,0,0,0,0,-0.247797446472374,0,0,0,0,0,0,0,0,0.130956159812724,0,0,0,0,0.0363758767933427,0,0,-0.0285568655105028,0.14014703022007,0
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.191335375135987,0,0,0,0,0,0,0,0.0897952033610878,0,0,0,0,0.19372872816916,0,0,0,0,0,0,0,0.0316627175590368,0,0.0849497080226125,-0.209885832756459,0,0.0697829276272448,0,0.0582164071004521,0,0,0,0.409093829658334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586732191920344
X601628.CH.EQUITY,0,0.109962488371514,0,0.00633581332406963,-0.0905909473721756,0,0,0,0,0,0,0.0298294592779568,0,0,0,0,0.18030864403178,0,0,0,0,0,0,0,0,0,0,0.0153110487826951,0,0,0,0,0,0,0.425343300369352,0,0,0,0,0,0,0.202365392217117,0,0.0851513830100491,0.0701417781026745,-0.0203551227922111,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.085876000894244,0,0,0,0.3977398481301,0,0,0,0,0,0.434575024369276,0,0,0,0,0,0,0,0.151513002114751,0,0.237591728689461,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.113930300389881,0,0,0,-0.0666473512512405,0,-0.125882982288897,0,0,0,0,0,0,0,-0.139551527673414,0,0,0,0
X601166.CH.EQUITY,0.110011206106437,0,0,0.213183133825541,0,0,0,0,0,0,0,-0.0292827914997845,0.316601126379044,0,0,0,0,0,0,0.018418911680208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399666557187614,0,0,0,0,0.059944371368526,0,0,0,0,0,0,0,0,0.107257372670414,0
X601319.CH.EQUITY,0,0.0502287068753454,0,0,-0.16206141828552,0,0,0,0,0,0,0,0,0,0,0.00501032544073122,0,0,0,6.93889390390723e-18,0.0163185759023892,0,0,0,0,0,-0.0600765369991565,0,0,0,-0.00513425088955827,-0.00224490610729843,0,0,0,0.0357983952542502,-0.0600259445388398,0,0.131801170969009,0,0,0,0.380042583315756,0,0,0.110755313765691,0,0,0,0,-0.222655962145357
X600000.CH.EQUITY,0,0,0.273358416266748,0,0.0533820541892989,0,0,0,0,0.193477295737691,0.249442999909821,0,0,0,0,0,0,0,0,0,0.125285444431981,0,0,0,0,0,0.197766034923462,0,0,-0.154607049373376,0,0,0,-0.0496004476718922,0,0,0,-0.141775906667166,0,0.0473030374097787,0,0,0,0,0,0,0,0,0,0,0
