,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0351097299798665,0,0.630652989288367,0,0.0726590033694201,-1.35525271560688e-20,0,-0.0554006335767987,0,0,0,0,0,0,0,0,0.0880267055524543,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.048369613405986,-0.0477335052776865,0,0,0,0,0,0,0,0,0,0,0,-0.0140521346710087,0,0,0,0,0,0.173093075543582,0,2.16840434497101e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0.00735921672691142,0,0,0.0208674803901149,0,0,0,0,0.160760790521398,0,0,0,0,0,0.457462980907268,0,0,0,0,0,0,0,0,0,0,0,0.0515432074160213,0,0,0,0,0,0.0611098430495281,0,0,0,0,0,0,0.130213284312842,0,0,0,0.00567528893607476,0,0,-0.157434590316177
X601939.CH.EQUITY,0,0,0,0,0.519992105288574,0,0,0,0,0,0.204730291667017,0,-0.0710305588477148,0,0,0,0,0,0,0,0.0244984318908279,6.93889390390723e-18,0,0,0.44966202624916,0,0,0,0,0,0.0197095144537927,0,0,0,0,0,0,0,0,-0.177566039402658,0,0,0,-0.0529173405244566,0,0,0,0,0,0,0,0.059596678565727
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0526451048981728,0,0.106276637599639,0,0,0,0.233390696975414,0,0,0.0489808231925625,0,0,0,0.0596419560189853,0,0,0.0846337372045272,0,0,0,0,0,0,0,0.178482295573992,0,0,0,0,0,0,0,0,0,0,0,0.252831059753167,-0.00102511428814331,0,0,0,0,-0.0835170102826558,0,0,0,0,0,0,-0.0542915567289537,0,0
X600036.CH.EQUITY,0.0111567602604773,0.243255473993252,0,0,0.0804286653258228,0,0,0.128911930923939,0,0,0,0,0,0.280415233398189,0,0,0,0,0.116918261939724,0,0,0,0,0,0,0.254451778168043,0,0.0659477882345942,0,0.0166320704225572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662426096671,0,0,-0.0231787737883475,0,0
X601988.CH.EQUITY,0,0,0,0,0.260349364005136,0.306899183284134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205494536325132,0,0,-0.0303195066671792,0,0.115531854102517,0,0,0,0,0,0.208884198049947,-0.0547150553127389,0,0,0,0,0,0,0,0,0,-0.0287068235193407,0,0.112799005086841,0,0,0,0,0,0,0.078333190999692
X1299.HK.EQUITY,0,0,-0.0130311536278481,0,-0.111343367748665,0,0,0,0,0.318030287048709,0,0,0,0,0.0206735774142661,0,0,0,0,0,-0.0724637926401923,0,0,0.105640117382787,0,0,0.32804982266622,0.0742606869917904,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0693697635538745,0,0,0,0,0.0709654961815977,0.0773783867020884,0.136063314298426,0,0,0,0,0,0,0,-0.144295635016812
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178814870424205,0,0,0,0,0,-0.159630259788902,0,0,0,0,0.205568628759436,0,0,0,0.0692792831998127,0,0,0.3998796793119,0.0599797456869405,-0.0492451165546645,0,0,0,-0.0386817617726912,0,0,0,0,0,0,0.215324321741035,0.181169328933863,0,0,0,0,0,0.125326429202227,0,0
X388.HK.EQUITY,0,0.0922056755403023,0,0.122421858472268,0,0,0,0.0472799206502572,0,0,0,0,0.0104644540574438,0,0,0,0,0,0,0,0.0683182028479438,0.135226300718493,0,0.0617554770035082,0,0,0,0,0,0,0.150855053208603,0,0,-2.77555756156289e-17,0,0,0.144132474905315,0.0929138289205083,0,0,-0.244550841344168,0,0,0.0279714633921912,0,0,0.281668651921201,0,0,0,0,0
