,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0886513119101911,0,0.415659411161968,0,0,0.0463239659415294,0,0.240228921308557,0,0,0.147186313622243,0,0,0,0,0,0.0264956244842374,0,0.00821457754214184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059957459727781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369684293038531,0,0,0.155636627194157,0,0,0,-0.0620793724055943,0,0.0276730667944619,0,0,0.366836768864147,-0.0548258522801838,0,0,0,0,0,0,0,0,0,-0.0187430914268787,0,-0.115209340196893,0,0,0,0,0,0,0.14923462703003,0,0,0,0,0.0401381567574861,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0100192846348849,-0.0158365564528869,0
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.393428410129819,0,0,0,0.345957388340034,0,0,0,0,0,0.0998771497579441,0,0,0,0.0564463265786048,0,0,0.065111565849117,0,0,0,0,0,0,0,0,0,0,0,0,0.0136770470810614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364245169852874
X601988.CH.EQUITY,0,0,0,0.279235676962176,0,0,0,0,0,0.00145472922799337,0,0,0,0,0,0,0,0.136290308989654,0.135525939533491,0,0,0,0,0,0,0,0,0,0.00149827419052276,0.0667842632503719,0,0,0,0.0118988700752712,0,0,0.0472334033968432,0,0,0,0,0,0,0.165945373732387,0,0,0.147626130676815,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.11891515333082,0,0,0,0.0460993655343931,0.14681912142721,0,0,0,0,0,0.520481744957983,0,0,0,0,0,0.408365323181214,-0.330598441556905,0,0,0,0,0,0,0,0,0,0,0,0,0.349767470741152,0,0,0,0,0,0,0,0,-0.161351170838825,0.0946991494958807,0
X600036.CH.EQUITY,0,0,0.0292321436587126,0,0,0.0196283039001268,0,0,0,0,0,0.446205437946768,0,0,0,0,0,0,0,0,0,0,0,0.0301826718669012,0,0.116527878805163,0,0,0,0,0,0,0,0,0.089694946416686,0,0,0,0.0145308892852691,0,0,0.0499148735487239,0,0,0,0,0,0,0,0.239578814613989,-0.0156447918040442,0.0141479176012012
X1299.HK.EQUITY,0.000858454029074731,0,0,0,0,0,0.104344843032229,0,0,0,0,0,0,0,0.107423821232491,0,0,0,0,0,0.228746019295498,0,0,0.0996030065212585,0,0,0,0.103638926440047,0,0,0,0,0,0,0,0,0.178981402174608,0,0,0,0.18508819753596,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.277835070886421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430473983391382,0,0,0,0,0,0.499917672635358,0,0,0,0,0,0,0,0,0,0.26882577513499,-0.267176057817057,0.0142030155046014,-0.426994477558922,0,0,0,0.652768965105547,0,0,0,-0.173642346016095,-0.234469216678999
