,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.531988439855358,0.05426375413757,0.0478757366599291,0.0366708192706195,0.0781978744524384,0,0,0,0,0,0,0.0372088282120371,0,0,0,0.000976258910668101,0.0719308784003825,0,0,0,0,0,0.0648890602866718,0,0,0,0,0,0,0,0,0,0,0,0,0.00168558255904875,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0
X601939.CH.EQUITY,0.466724440959017,0,0,0.183141277858232,0,0.111298232960641,0,0,0,0.0167496897550552,0.134336695171173,0,0,0,0,0,0,0,0,0,0,0,0.00112127929649267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507009843472994,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0646469858461558,0,0.421389968014368,0,0,0.0494683407523281,0,-0.0917063656967379,0,0.0533705368738668,0,0,0,0,0,0,0,0.254060625305992,0,0,0.0705269422337676,0,0,0,0,0,0,0,0.0495439887564275,0.0389803869869269,0.0020306462362188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103461167154208
X5.HK.EQUITY,0,0,0,0,0,0.314934810927768,0,0,-0.129752261294435,0,0,0,0,0,0,-2.77555756156289e-17,0.729482708699332,-0.14212134185557,-0.059730911144573,0,0,0,0.21309510642168,-0.0496970158675253,0,0.235744499096453,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0183328599597653,0,0.0589381811414383,0,0,0,0,0,0,0,0,-0.629452783098537,0,0,0,0.126287202380764,0
X601988.CH.EQUITY,0.0934893989267116,0,0.167477369366378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581437528037745,0,0,0,0.343174289885215,0,0.0785910250911358,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0147498321342848,0,0,0,0,0,0.219456102277156,0,0,0,0,0,0,0,0.0510655789192253,0
X600036.CH.EQUITY,0.0460342343065045,0.171054965411158,0,0,0,0,0,0,0.0422481501537126,0,0.0684260926914087,0,0.222586606889675,0,0,0,-0.0490412494381914,0,0.0731772856575862,0,0,0,0,0,0.310966523155865,0,0,0,0,0.126190568676897,0,0,0,0,-0.0296964167604094,0,0,0,0,0,0,0,0,0.00653851407049546,0,0,0,0,-0.0423824896654133,0,-0.0268199544371366
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102825655619647,0,-0.0641892310801201,0,0,0,0.24453063936527,0,0,0.0835097275965222,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.32100997402879,0,0,0
X601628.CH.EQUITY,0,0.0306458942895797,0,0,0,0,0,0,0,0,0.054696291370582,0,0.0873674354872215,0,0,0.0115465116138983,0,0,0,0,0,0,0,0,0.045485959476096,0,0.106698013936298,0,0,0,0,0.237629588099892,0,0,0,0,0,0,0,0,0.080361136183267,0.195058925356175,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679021505540451,0,0,0,0,0.0898713315018462,0.0089267788703894,0,0,0,0,0.0928862966272356,0,0,0.0124097423464468,0,0,0,0,0.167113027292224,0.025181615845453,0,0,0,0,0,0,0,0,0.0688456188574021,0,0,0,0,0,0.000485574286787036,0,0,0.190280667610941,0.238194013281775,0,0,0,0,0,0,0,0,0,0
