,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147010380410692,-0.045457547636269,0,0,0,0,-0.314951841819059,0,0,0,0.503136896291617,-0.231839830357754,0.142384794133737,0.114655269790692,0,0,0,0,0,0,0,0.308651382094784
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.17952603861475,0.0391069533646249,0.0229590219914566,0,0,-0.0408847244162081,0.0742085130337299,0,0,0,0,0,0,0,0,0,0,0.188752316940716,0,0,0,0,0,0,0,0,0.0297790590923931,0,0,0,0.414760025603848,0,-0.00291789627711209,-0.0559046783333229,0,0.0317399579791478,0,0,0,0,-0.0106275542107071,0.160392443628216,0,0
X601939.CH.EQUITY,0.394442999742736,-0.148797656993123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200365293076475,0,0,0,0,0,0.0216988657537922,0,0,0,0,0.0843291297456549,0,0.111935180182016,0,0,0,-0.0489659545549917,-0.229141740627281,0,0,0.552965911108736,0,0,0,0,0,0.0757723789359676,-8.67361737988404e-19,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.197489308111452,-0.159865790621766,0,0.245691745037834,0,0.279420710642639,0,0,0,0,0.0392989516630309,0,0,0,0,-0.0194836992270975,0,0,0,0,0,0,0.0420606442069015,0,-0.368869183034484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270263511173375,0,0,0
X5.HK.EQUITY,-0.190393937837466,-0.0666670456563327,0,0,0,0,0,0,0,0,0.0365804914481478,0.0229224772700487,0,0,0.116617201215235,0,0.260570469454318,0,0,0.234336935518251,0,0,0,0.403935715018818,0,0,0,0,0,0,0,0,0,-0.151051147612027,0,0,0,0,0,0,-0.0778845294063164,0,0.263966215767349,0,-0.00226901804985504,0,0,-0.143762857798559,-0.0783706084694731,0,0.0522143511103616
X601988.CH.EQUITY,0.198605648086797,0,0.00295626544847309,0.602738798265406,0,0,0,0,0,0,0.11410372328183,0,0.0254312669937116,0,0.143436771695773,0,0,0,0,0,0,0.0194322722594072,0,0,0,0,0,0,0,0,0,0,-0.0239002509236687,0,0,0,0,0,0.161845965284726,0,0,0,0,0,0,0,0,0,0.0666921847159059,0,0
X1299.HK.EQUITY,0,0.089352404810143,0,0,0.0140233524485787,0,0,0,0,0,0,0,-0.0101689960827403,0.13059817033641,0,0.228702715132147,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.00786705135275067,0.0446233184287308,0,0,0,0.0598750985767667,0.282453581174299,0,0,0,0,0,0,0,-0.0937369698278596,0,0,0,0,0,0.0818715598994318,0,0.0398527086466474,0,0,0
X600036.CH.EQUITY,0.0116960424213601,0.544433345492741,-0.0354251083201085,0,0,0,0,0,0,0.376820129738432,0,0,0,0,0,0,-0.0436158542882435,0.20050520866398,0,0,0,0,-0.021092193306765,0,0,0,0.0911940763293635,0.0416689669063937,0,0,0,0,0,0.248222054392217,0,-0.320226326271379,0,0,0,0,0,0,0.222261510257682,0,0,0,0,0,0,0,-0.217814416688322
X601628.CH.EQUITY,0,0.0395466641883533,0,0.0555538491976412,0,0,0,0,0,0,0,0,0,0.329175596905727,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0971295562337961,0,0,0,0,0,0,0,0,0,0,-0.0521054198627816,0,0,0.0471480218554721,0.223045314912325,0.0146159635089057,0,0,0,0,0,0,0.133820112901233,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.615375230602144,0,0,0,0,0,0,0,0,0,0,0,0,0.317220323285767,0,0,0,0,0,0.0731855566981935,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514571575257273,0,0,0,0.0325998328134561,0,-0.062004752958645,0,0,0,0,0
