,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.102262295372151,0,0.388142159541083,0.0970072156962909,0.0999514581446257,0,0,0,0,0,0,0,0,0,0,0.264437748613012,0,0,0,-0.0089742773443073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400740846354844,0,0.0502779323992171,0,0.0591852601812546,0,0,0,0.0573612549565185,-0.0973287419189631,0
X601318.CH.EQUITY,0,0,0,0.256900980166827,0,0,0,0,0.179555102197461,0,0,0.00735932826766,0.0280274829031541,0,0,3.46944695195361e-18,1.73472347597681e-18,0.0817710364593734,0,0.0981375620447924,0,0,0,0,0,0,0,0,0.0246333693353386,0,0.0887557562556851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112939649965561
X601939.CH.EQUITY,6.93889390390723e-18,0,0,0,0.150141886577474,0,0,0,0,0,0,0.120006975311054,0,0.0642948089164331,0,0,0,0,0.0206692976825597,0,0.000587067497100135,0,-0.0836210085761192,-0.0362307536398048,0.570889136626371,0,0.173183441293348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492970000258979
X600036.CH.EQUITY,0,0.201073957102411,0,0,0,0,0.134117277763385,0.0967049364386739,0,0,0,0,0.189113659703234,0.0855229598444754,0,0,0,0,0,0,0,0,0,0,0,0.254554640009698,0,0,0,0.0610002505762649,0,0,0,0,0,0,0,0,0,0.0271489578712545,0.01054967985364,0,0,0,0,0,0,0,0,0,0,0.00291731128832567
X601288.CH.EQUITY,0.129738425875799,0.166455993452438,0.199542102329657,0,0,0.0968179668737669,0,0.139210702813895,0,0,0,0,0,-0.0514549276438136,0,0.0950800676503871,0,0,0,0,0,0,0,0,0,0,0,0.105729569361856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118849395600898,0,0,0,0,0.0723676465650552,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135974631236036,0,0,-0.0395964281945397,0,0.0565032309223182,0,0,0,0.129753762710054,0,0,-0.108940823858554,0,0,0,0.0112373626254539,-0.0200310881836744,0,0,0,0.735943895201775,-0.0720748303097283,0,0,0,0,0,0.0949876967112084,0,0,0,0,0.155243438495401,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0792165358656095,0,0,0,0,-0.0453486552016457,0,0,0.140586790426127,0,0,0,0,0,0,0,0,0,0,0,0.050016421648632,0.108490953046686,0,0,0,-0.243818261166059,0,0,0,0.0189989684466681,0,0,0,0,0,0,0,0.26560469367059,0,0.236706557108936,0.116456888992716,0.225239171633107,0.0273023208153132,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.394103738280977,0.170407566069186,0,0,0,0,0,0,0,0,0,0,0,0,0.200354187997448,0,0,0.0116091674870233,0,0,0.168938364281368,0.135807026215268,0.0397857119968835,0,0,0,0,0.0756072606111319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327607613261597
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0321604006303908,0,0,0.0103123295168704,0.0188909906554047,0,0,0,0,0,0,0,0.207639856841716,0,0.0996121011991246,0,0.128277183970452,0,0,-8.67361737988404e-19,0,0.0296137295555116,0,0,0,0,0,0,0,0.0128342992639173,0,0.243970259574474,0,-0.0669418682473056,0,0,0.191384053881747,0,0,0,0,0.0830328071741862,0,0,0
X601166.CH.EQUITY,0,0,0.0502880966008435,0.0572513971517167,0,0.0276177436074095,0,0,0,0,0,0.0193906001447671,0.106098515303502,0.0682126608617977,0,0,0,0,0,0,0,0,0,0,0,0.163805354232463,0,0.368977563560185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490668978521096,0,0,0,0
