,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192125942234221,0,0,0,0.516325509280028,0,0,0,0,0,-0.00265350211766699,0,0,0,0,0,0,0,-0.157633873157652,0.495457422743586,0,0,0,0,0,0,0,0,-0.0193356961785609,0.0994901748060357,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0,0,0
X601939.CH.EQUITY,0.676828333277655,0,0,0,0,0,0,0,0,0.0217933235695442,0,0,0,0,0,-0.00329567384283831,-0.140370942947285,0,0,0,0,0.222756753718367,0,0,0,3.46944695195361e-18,-0.342282317803232,0,0,0,0,0,-0.036501063723935,-2.77555756156289e-17,-0.266842360180948,0,0,0,0,0,0.690358557222844,0,0,0,-0.131813691580364,0,0.0823942058413434,0,0,0,-0.100617578338481
X601288.CH.EQUITY,0,0,0,0,-0.070791624026332,0,0,0,0.126269505054816,0.00514769531375309,0.304947783402693,0,0,0,0.328667285619701,-0.0858411081174423,0,0,0,0,-0.0728529585460299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,-0.0274491980647058
X5.HK.EQUITY,0,0,0,0,0,0.144494577805655,0.39185065502317,0,0,0,0,-0.0295219921817022,0,0,0.255182833184073,0.0355970660964066,0,0.030659607519709,0,0,0,0.231847661988018,0,0,0,0,0.03953113996509,-0.167603835737035,0,0,0,0,0,0,0,0,0.0103419065305435,0,0,0,0,0,0,0,0,0,-0.207558173269315,0,0.137389269341972,0,0
X601988.CH.EQUITY,0,0,0,0,0.194003898618018,0,0,0,0.149909303185939,0,0,0,0,0,0.147612701680203,0,0,0,0,0,0,0,0,0,0.0173929198032067,0,0,0,0,0,-0.152340631472055,0,0,0.153297183106399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516014853855385,0
X1299.HK.EQUITY,0,0,0,0,0.108654343100031,0,0,0,0,0,0,0,0,0,0,0.0474039333704833,0,0.134838798679566,0,0,0,0,0,0,0,0.125834028607091,0,0,-0.0018967711321846,0.0306239759783177,0,0,0.190965824683694,0,0,0,0.27340829896861,0,0,0,0.0483076911056907,0,0,-0.140533184116143,-0.023356929372455,0,0,0,0,0,0.182531804655117
X600036.CH.EQUITY,0,0.0609800650669396,0,0,0,0,0,0,0,0.537158901485245,0,0,0,0,0,0,0.0256333616038662,0,0,0,0.225598344073407,0,0,0,0,0,0,0,0.127715865492793,0,0,0,-0.150666545455958,0,0,0,-0.012242947658239,-0.138891310785698,0,-0.0197386760504719,0,0,0,0.213525969614057,0,0,-0.0560067551339831,0,0,0,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.616760082161286,0,0,0,0,0.132986014107532,0,0,0,0,0,0,0,0.14355565109239,0,0,0,0,0,0.120828684857186,0,0,0,0,0,0,0,-0.085846735692444,0,-0.0346204550452526,0,0,0,0,0.0307156839402052,0,0.036901634916801,0,0,-0.154169358217868,0,0,0.0749067453527184,0
X601166.CH.EQUITY,0.120476770745483,0,0,0.233481776882606,0,0,0,0.0995073432129955,0.0417097838660082,0.0188163279495306,0,0,0,0.252683722453797,0,0,0,0,0.0255348297907505,0,0,0,0,0,0.0555292198497096,0,0,-0.0118648170679831,0,0,0,0,0,0.1369384720212,0,0,0,0,-0.16908580315738,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105089038653422,0,0,0,0,0,0,0,-0.0295316889113265,0,0,0,0,0,0,0,0,0.219164943962823,0,0,0,0,0,0,0.504675548202534,0,0,0,0,0,0,0,-0.11859930697643
X16.HK.EQUITY,0,0,-0.123527189154182,0,0,-0.104295872557606,0,0,0,0.10530752979875,0,6.93889390390723e-18,0,0,0,0.238270365950663,-0.327751663989606,0,0,0.0094799910804869,0,0,0,0,0,0,0,0,0,0.425112333314738,0.113524238522484,0,-0.106571156787342,0.162003032298398,0.0696116930503153,0,0.517437146387366,0,0,0,0,0,0,0,0,0,0,0,-0.0311815771856608,0,0
X600000.CH.EQUITY,0,0,0.123571684136896,0,1.73472347597681e-18,0,0,0,0,0.16814497844739,0.413795936490926,0,0,0,0,0,0.117764876797826,0,0,0.0462073135356361,0.085078977245756,0,0,0,0,0,0.29727169404215,0,0,0,0,0,-0.0789295883940058,0,-0.115668192751032,0,0,-0.214742153633157,0,0.00472274855634488,0,0,0,0,-0.0262822924980351,0,-0.0288306479354191,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769773051265506,0.0228461315173928,0,0,0,0,0,0,0,0,0,0,0.0121229176332773,0,0,0,0,0.147276699450796,0.488894491494432,0,0,0.0415659409652826,0,0,-8.67361737988404e-19,0.0998545255575185,0,0,0.148835779217118,0.0556813083827853,0,0,0,0,0.123030636299926,0.0298551852543854
X11.HK.EQUITY,0.0403131725046844,0,0,0,0.0472591318943552,0.150732702112281,0,0,0,0,0,0,0,0,0,0,0,0,0.242978659744545,0,0,0,0,0,0,0,-0.00666811628870043,0,0,0,0.586202556399985,0,0,0,0,0,0,0,-0.266517172905642,0.0140364583583003,0.0787097219197232,0,0.430089767978358,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0960319814970209,0,0,0,0,0,0.0726057189769741,0.254330138572985,0,6.93889390390723e-18,0,0,0.0758996812063875,0,0,0,0,0,0,-0.0123525660738903,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00495120407542407,0,0,0.290998930974744,0,0,0,0,0.00837874578450548,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.183441255436096,0.0370698607622971,0,0.570177971263119,0,0,0,0,0,0,0,0,0.173085600413409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019677239624707
X2388.HK.EQUITY,0,0.380225333520141,0,-0.162078995195788,0.29122341263686,-0.460867851403954,0,0,0,0,0,-0.175760273431198,0,0,0,0,0,0.615908982199279,0,0.31395111459686,0,0,0,0,0,0.0143752495085697,0,-0.145134532934541,0,0,-0.212350893677755,0,-0.19326622630269,0.090913738627815,0,0,-0.108918006546328,0,-0.0846597672556776,0,0,0,0,0,0,0,0,0,-0.108664438540284,0,0
X688.HK.EQUITY,0,0,0.018820715388833,0,0,0,0.0158257416493284,0,0,0,0,0.136425228982436,0,0,0,0,0,0,0,0,0.149913102290766,0.259341149285085,0,0,0,0,0.21490992086461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213856505355864,0,0,-0.332233742151214,-0.145971487405446,0.026184992688413,0,0,0,0,0
