,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.266927096022654,0,0,0,0,0,-0.134554587771854,0,0,0,0,0,0,0,0,0,0,0.489843032580118,0,0.502364407234376,0,0,0.173161294046072,0,0,0,-0.00715681543268755,0,-0.147721596014496,0,0,-0.288895640202524,0,0,-0.830061714602618,-0.0673688928609846,-0.00254356436815753,0,0,0,0,0,0,0,0,0,0.0888688495688649,0
X601939.CH.EQUITY,0,0,0,0.252736158194914,0,0,0,0,0.0823488985318018,0,0,0.0951295850889556,0,0,0.0311488758253626,0,0,0,0.0716936149534868,0,0,0,0,0.0418298213615145,0,0,-0.0788014885241299,-0.0229760641502477,0,0,0,0,0,0,0,0,0,0,0,-0.0504680211395279,0,0,0,0,0,0,0.0816447608901911,0.443636923050742,0.061302826491565,0,-0.120587576445656,1.0842021724855e-19
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0
X601288.CH.EQUITY,0,0.354023127911644,0,0,0.276022342922421,0,0.0715173165346584,0,0,0,0,0.186068750212377,0,0,0.0360166776244965,-0.0406283080918909,0,0,0,0,0,0,0.159583920759893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457167088213202,0,0,-0.0959759933429647,0,0,0,0,0.0200577792038814
X601988.CH.EQUITY,0,0,0,0.333003272300621,0,0,0,0,0,0.203301128227459,0,0,0,0,0,0,0.253276485116574,0,0.16246109475336,0,0,0,0.0419668045208808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55020282317812,0,0,0,0.0723862158942468,0,0,0,0,0,0,0,-0.265346718991683
X600036.CH.EQUITY,0,0.071655093425109,0,0,0,0,0.0810843565282018,0.03886219087307,0,0,0,0,0.105525815425442,0,-3.46944695195361e-18,0,0,0,0,0.00103667692360014,0.141843342864611,0,0,0,0,0.0161287553151789,0,0,0,0,0,0,0,0.425231235334823,0,0,0.00594366481811255,0,0,0,0,0,0,0,0.0915689118764424,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.125818138302552,0,0,0,0.122638110893213,0,0,0,0.23659455050952,0,0,0,-0.058700281388174,0,0.0219812108539745,0,0.0802966553542041,0,0,0.0368252013994088,0,0,0,0,0,0.134091908491767,0.0696225063218915,0,0,0.0431437321171461,0,0,0,0.247530194459821,0,0,0,0,0,0.0155469183149216,0
X601628.CH.EQUITY,0,0,0,0,0,0.364528753965562,0,0,0,0,-0.142721001444227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101556553475616,0,0.059059032283951,0.234877479324923,0,0.112839576855111,0,0,-0.0674468252781352,0,0.117548788369246,0,0,0,0.0503498565915106,0,0,-0.0137554787938235
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323157749049273,0,0,0.00809441979388965,0,0,0.0354959489671318,0.871634316897634,-0.620141932526991,0,0,0.644172092589736,0.120864009207263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122316572459777,0,0
X601658.CH.Equity,0,0,0,0.0554683598230494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26829005922422,0.191349504702089,-0.19321308427465,0,-0.0736668745972598,0.0294872630502232,0,0,0,-0.170508288473491,0,0,0,0,0,0,0,0,0,0,0,0,0.0136432324277488,0.534634653956172,0,0,0,0,0,-0.0482431810333328,0,0,0,0,0
