,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109356554693882,0,0,0,0,0,0,0,0,0,0,0,0.606565239204764,0.462369938280689,-0.0834621971107413,0,0.0976651076405524,0,0,-0.00144499058931418,0,-0.11385087243833,0,0,-0.246664022248649,0,0,0,-0.434918108864954,0,0,0,0,0,0.0590553259933107,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.074406014675855,0,0,0.327457149246403,0,5.42101086242752e-20,0,0,0.0663852597183668,0,0,0,0.0398596743991229,0.167570016017863,0,0.105320583465443,0,0,0,0,0,0,0.0155092030713406,0,0,0,-0.0152601575594188,0,0,0,0,0,0,0,0,0,0,-0.0283614423955264,0,0,-0.0156405403512839,0.01332823678386,0,0,0,0,0,0,0,0.300089576740438,0,-0.105541557545305
X601288.CH.EQUITY,0,0,0.336477244413726,0,0.328371877519715,0.0531818527873979,0,0.0309281547628888,-8.67361737988404e-19,0,4.33680868994202e-19,-0.00473488825286766,0,0.10101562814927,0,0.0443404912135205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574544859198365,0,0,0,-0.00753362978483027,0,0,0,0,0,0.0327013821488952
X601988.CH.EQUITY,0,0,0,0.333345369203317,0,0,0,0,0,0.411020107761876,0,0,0,0,0.14797244885013,0,0,0,0.0567410788985655,0,0,0,0.0924137121754623,0,0.0255964141694622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351262658835104,0,0,0.0670429103576263,0,0,0,0,0,0,0,-0.151546022452948
X600036.CH.EQUITY,0,0,0.282961517385157,0,0,0,0,0.11062309279466,0.108771554508192,0,-0.00238314506206773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067786220529759,0,0,0,0,0,0,-0.0280467614741518,0,0.232054105944139,0,0,0,0,0,0,0,-0.0396861001453507,0,0,0,0,0,0.125620593263263,0,0,0,0.0188613416028406
X601628.CH.EQUITY,0,0,0,0,0,0.341786313809202,0,0,0,0,-0.0736093641411202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186291698299148,0,0,0.0814180032705081,0.0388300257519767,0.0744900817960066,0.0448651398552724,0,-0.0305331745346172,0.0482481436861603,0,0.129068948835305,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778295547887549,0,0,0,0,0,0,0,0,0,0.033417413620302,0,0,0,0,0.185358250129188,-0.0589900059201426,0,0,0,0,0,0,0.161084230915561,0,0,0,0,0,0,0.0219224390623242,0.0386186668468425,0,0,0,0.173025710394545,0.117238369228092,0,0,0,0,0.444533211922749,0,0,0.0890971975436786,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1135798299182,0,0,-0.397011490151302,0.889652735336231,0,0.0748784186887349,0,0,0.666332272422971,6.93889390390723e-18,0,0,0,0,0,-0.235811764611434,0,0,0,0,0,0.196528192423617,0.135504244382282,0,0,0,0,0,0.123273159032829,0.106330452156222
X601658.CH.Equity,0,0,0,0,0.00989761743296224,0,0,0,0,0,0,0,0,0,0,0,0,0.212193914157601,0.0385808022247502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250016435428589,0,0,0,0,-0.0132508589621664,0,0,0,0
