,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.254111786951703,0,0,0,0,0,0,0.127076550736951,0,0,0,0,-0.169648297477609,0,0,0,0,0.367897774140628,0,0,0,0,0,0,0.23321432576355,-3.46944695195361e-18,0.0815856676073183,0,0.105646758793801,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0575798409864858,0,-0.0552898665440143,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.4394972381166,0,0,0,0,0.190465680542504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569568198754591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360542559238941,0,-0.153165665144724,0,0.0862813831941833,0,0,-0.0110076571254652,0,0,0,0,0
X601288.CH.EQUITY,0.50810628496136,0.0158599674959544,0.133634109797885,0,0.12226976430675,0.0656814093686743,0,0,0.0345101236797505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752036336196167,0,0,0,0,0,0,0.0533873928312862,0,0,0,0.0780285697670242,0.185452363761564,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.222081851007864,0.0307215591186688,0,0,0,-0.11434464405773,0,0,0.0173614392763353,0.232673889780376,0,0,0,0,0,0.747127769724469,0,0,-0.0916247656761554,0,0,0.00498671769416286,0,0,-0.136164764447025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205153144940961,0,0,0,0,-0.0189641083349825
X601988.CH.EQUITY,0.0874680337256929,0.0230825217056382,0.143781066512412,0.204980286632618,0,0,0,-0.0225292731943988,0.144380985579475,0.0965009334620899,0.175467923411823,0,-0.350155939233492,0,0,0,0,0,0,0,0,0,0.138950056296792,0,0,0,0.0678653471939561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03359923406311,0,0,0,0,0.0425769073193581,0
X600036.CH.EQUITY,0,0.412469254831248,0,0,0,0,0,0.0138908675339731,-0.0280126316552439,0,0,0.0324706625236902,0,0.204567494745938,0,-3.46944695195361e-18,0.0481490985131069,0,0,0,0,0,0,0.0714584149391198,0,0,0,0,0,0,0,0.127903860549323,0,-0.0236508935632632,0,0,0,0,0,0,0.184428844323255,0.131816677550349,0,0,0,0,0.0474375899140904,0,0,0,0.0406811557643677
X1299.HK.EQUITY,0,0,0,0,0,0,0.16105021677266,0,0,0,0,-0.0488591022208029,0,-0.0494405594725038,0,0,0.274053373991129,0.273016572560454,0,0,0.143441636206234,0,0,0,0,0,0.0955150686205309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071060426337759,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.180313727262295,0.346326961989641,0,0.11574785510414,0,-0.0402144992232899,0,0,0,0,0,0,0,0,0,0,0,-0.0322102023395379,0,0.0216426467284063,0,0,0,0,0,0,0,0,0,0,0,0,-0.250442233525384,0.0159408753557336,0,0,0,0,0,0,0,0,0,0,0,0.181801900114666,0,0,0.18953223671702,0.140275033912293,0.146731045533762
X601166.CH.EQUITY,0.178339813362158,0,0,0,0,0.0901233695246545,0.220547667999468,0,0,0,0,0,0,0.13841023281004,0,0.323430610890401,0,0,0,0,0,0,0,0,0,0,0.0480685542305668,0.0767552731718977,0,0,0,0,0,0.0154413393945519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127550147280343
