,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398736993484779,0,0,0,0,0,0,0,0,-0.119041889633734,0,0,0,0,0,0,0,0,0,-0.00312169760345918,0,0.669525265716984,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0188944822831337
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.436913334225321,0,0,0,0,0,0,-0.0567609384755507,0,0.0213482588535655,0,0,0,-0.0707634067718057,0,0,0,0.0356698480247506,0,0,0,0,0.159356339216685,0,0,-0.321337920913849,0,0,0,0,0,0,-0.0815397398523378,0,-0.123831810062329,0,0,0,0,0.745536217911149,0.0768678485375051,0,0,0.015631345504432,-0.107144877640185,0,0,0,0,0,-0.0973453573317694
X601288.CH.EQUITY,0,0,0,0,-0.0252590450846616,0,8.67361737988404e-19,0,1.38777878078145e-17,0,0.879214532968813,0,0,0,0,-0.495247554295217,0,0,0,-0.205572513382004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0311956612133469,0,0,0,0,0,0,0,0,0,0.000940656738474186,0,0,-0.160224243953956
X5.HK.EQUITY,0,0,0,0,0,0.133394734637545,0.374189162355964,0,0,0,0.04718952994917,0,0,0.187884908411376,0,0,0,8.67361737988404e-19,0,0,0,0,0.0259055602403208,0,0,0.0343943945632942,0,-0.122560015142279,0,0,0,0,0,0,0,0,0,0.0785369661094607,0,0,0.131264049652159,0,0,0,0,-0.184127104386476,0,0,0.135649517373402,0,0
X601988.CH.EQUITY,0,0,0,0,0.336517230414372,0,0,0,0,0,0,0,0,0.112102821041775,0,0,0,0.179608929912462,0,-0.0568733273754955,0,0,0,0,0.186800753171574,0,0,0,0,0,-0.332340636475506,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00614863692696266,0,0,0,0,0,0.0196186719260418
X1299.HK.EQUITY,0,0,0,0,0.285414461779758,0,0,0,0,0,0,0,0,0,0,0,0,0.150364756985466,0,0,0.0475780206987944,0,0,0,0,0,0.0624026418914082,0.108652196010443,0,0.0938852103381846,0,0,0,0,0,0,0,0.315252020035381,0,0,0,0,0,-0.199124383759967,-0.0164076539992814,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.140222019898674,0,0,0,0,0,0,0,0.48417590915593,0,0,0,0,0,0,0,0,0,0.233320380049144,0,0,0,0,0,0,0,-0.00734895653875437,0.128433013758573,0,0,0,0,-0.204820897304326,0,0,-0.156155489135183,0,0,0,-0.00801098932961434,0,0,0.214167963697947,0,-0.0325940860774177,0,0,0.00107754276821,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.758639644131137,0,0,0,0,0,0,0,0,0,0,0,0.160116382515094,0,0,0,0,0,0.0519762915948787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154848548852109,0,0.0296466329750539,0,-0.199936494642351,0,-0.0325379708337224,0,0.00962499102913143,0
