,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.359257192727849,0,0.308152403603232,0,0,0,0,0,0.0475293312218813,0,0,0,0,0.0512330633270713,0,0,0,0,0,-0.0444739235681938,0,0,0,0,0,0,0.0432729629149303,0,0,0,0,0,0,0,0,0,0,0,0,0.0897220242354556,0,0,0,0,0,0.0585058684394869,0,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332382630093574,0,0.0707204236148248,0,0,0,0,0,0,0.438379025554975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0569227654210042,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.353915512463194,0,0.00622562145953947,0,0,0.49758047718009,0.00354070278018657,0,0,0,0,0.0104989811353599,0,0,0.040756633635722,0,0,0,0,0,0,-0.0321795982719484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165023481077493,0,0,0,0,0.0954993572326783,0,0,0.00717046124094552,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0943388920178015,0,0,0,0,0,0,0,0,0,0.145889908765676,0,0,0,0,0,0,0,0,0,0.0921520595424707,0.229801359568819,0,0,0.25319155161688,0,0,0.091405098017874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506918963494751,0,0
X601988.CH.EQUITY,0.411059796779985,0,0.0593323343334591,1.38777878078145e-17,0,0,0,0,0.0419190063749232,0,0,0.00822058802764781,0,0,0,0,0,0.082024237615823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16267833671902,0,0,0,0.026719031951112,0,0,0,0,0,0,0,0,0,0,0.207352594116101,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.154033097877097,0,0,0,0.0187161249777506,0,0,0,0,0.565103336524702,0,0,0,0,0,0,0,0,0,0,0.0675143764293399,0,0,0,0.0643278344986171,0,0,0,0,0.0609782232544144,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0480707656438813
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707282019593578,0,0,0.407917385328431,0,0,0.150850389600391,0,0,0.078104089468654,0,0,0,0,0,0,-0.0287522442741776,0.399834681647181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290086248273019,0,-0.0343080886777078,0,0,0,0,0,0,0,0,0,0,0,-0.0751067121649169,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0449380654871659,0,-0.00242681838905425,0,-0.7997905869429,0.391023760520093,0,0,0.711371547374171,0.542308015623113,-0.519235169688813,0,-0.172535416159776,0,0,-0.437626559769101
