,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0846424858427857,0,0.415487574710779,0.109383342219282,0.10292328208364,0,0,0,0,0,0,0,0,0,0,0.212525386789394,0,0,0,-0.0504982588784193,0,0,0,0,0,0,0,0,0,0,0,0,0.0707142434067542,0,0,0,0,0,0,0.0360128271378913,0,0,0,0,0.0655621454665555,0,0,0.0829249088935386,-0.0967943143300907,0
X601318.CH.EQUITY,0,0,0,0.27305426106839,0,0,0,0,0.188304480725706,0,0,0.0132192606731736,0,0,0,0,0,0.0676667135318813,0,0,0.0666994446171301,0,0,0,0,0,0,0,0,0.0139551141201444,0.0634088409816644,0,0,0,0.00696636260940217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113124933548076
X601939.CH.EQUITY,0,0,0,0,0.1531389711331,0,0,0,0,0,0,0.122252687187305,0,0.0658426118418518,0,0,0,0,0.0211877069775091,0.000591387295002446,0,0,-0.0370904133528987,-0.0870320337595635,0.572892206882535,0,0.175902322650267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508117822448442
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.193869103598548,0,0.107454405837627,0,0,0.0175203305926417,0,0.195438213847286,0,0,0,0.138797444336737,0,-0.0358669787295807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903243134976261,0,0,0.00880433922225361,0,0,0,0,0,0,0,0,0,0,0,0,0.240526187620275,0,0,0.0607239479797892,0,0,0,0
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145262831276229,0,0,0,0,0,0,0,0,0,0,0,0,0.103742453829767,0,0,0,0,0,-0.267779924448134,0,0,0.00125878509938075,0,0,0,0,0,0,0.0780105312804861,0.301272502580524,0,0.160631275568739,0.0689694317265209,0.106964710976024,0,0.052152758374711,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0288983076591335,0.097723246188464,0.314558417529423,0,0,0,0,0,0,0,0.106526139336036,0,0,0,0,0.232664461174595,0,0.0195820657643826,0,0,0.196131982937413,0,0,0.217420569974252,0,-0.0244574085361224,0,-0.093131652207891,0.255093816960509,0,-0.089990856315637,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.034126499934264,0,0,0,0.092086898088222,0,0,0.040245684341644
X5.HK.EQUITY,0,0,0,0,0,0.0158751805993252,0,0.040664064072865,0,0.0184262065416676,0,0,0,0,0,0,0,0,0,0,0.20389058402972,0.107843908684801,0.157795327336488,0,0,0,0,0,0,0.0311272432960989,0,0,0,0,0.00374774809023272,0,0,0,0.245033046146252,0,-0.0700339923851466,0,0,0.189365028457036,0,0,0,0.0594099953217645,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.114092533345558,0,-0.0713106133429779,0.166906210229952,0,0,0,0,0,0,0,0.388958116510087,-0.141925075819429,0,0,0,-0.135620311669321,0,0,0.168345438722663,0.233785216987136,0,0,0,0,0,0.0321323839754483,0,0,0.187993833684134,0,0,0,0,0,0,0,0.00740200709550375,0,0,0,0,0,-0.163974310792586,-0.0373210602426476,0,0,0.158644153605148,-0.0323481652163873
