,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.368642303970066,0,0.297495885395356,0.0031548401406861,0,0.172793325664925,0,0.12837179749455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107702893616281,0,0,0,0,0,0,0,0,0,0,0,0.104500166346596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212741816402968,0,0,0
X601939.CH.EQUITY,0.369710594228319,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.07575018864021,0.307432880895944,0,0,0,0,0.102143104284892,0.0709059293091675,0,0,0,0,0,0,0,-0.10672426011652,-0.0122671507868216,0,0,0,0,0,0,0,0,0.0130941293075636,0,0,0,0,0,0,0,0,0,0.0298832979914963,0,0,0.0326434431031366,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386952456368756,0.0536650868427086,0,0,0.354496935496907,0,0,0,0,0,0.113289460425463,0,0,0,0,0,0.0602145188164769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318130921261281
X601988.CH.EQUITY,0,0,0,0.264736341910141,0,0,0,0,0,0,0,0,0,0.019842931750725,0,0,0,0,0.165393413835289,0.170936665310383,0,0,0,0,0,0,0,0,0,0,0.0668807842298412,0,0,0.0240465806499063,0,0,0,0,0,0,0,0,0,0.180944223715204,0,0,0.0979388661512772,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0559351300813925,0,0,0,0,0,0.026602948975289,0,0,0,0,0,0,0,0,0,0,0,0.547779854454557,0.178988559512595,0,0,0,0,0,0,0,0,0,0.0736441087935131,0,0,0,0,0,0,0,0,0,0,0,0,0.458451492700763,0.0569858787206134,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280716409123277,0,0,0,0,0.0399667117194898,0.0707797973432878,0,0.0709015163693161,0,0,0,0,0,0,0,0.347540954824081,0,0,0,0.222795672727339,0,0.193692292423691,0,0,0,0,0.0911769424479511,0,0,0.140273362695184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108119541637007,0,0,0,0,0,0,0,0,0,0,0,0,0.311016808344707,0,0,0.244557723400966,0,0,0,0,-0.019154562973903,-0.361302692881774,0.454524930168284,0,-0.11822433074782,0,0,0,-0.177671150557049,0.534603008876535,0,0,0,0,0
X601328.CH.EQUITY,0.22575320378601,0,0,0.217156715121892,0,-0.0182440172118871,0,0,0,0,0,0,0.139237142676203,0,0,0,0,0,0,0.0372733756197735,0,0,0,0,0,0,0,0,0,0,0,0,0.159551344535632,0,0.0845802164785194,0,0,0,0,0,0,0.103672587704498,0,0,0,0,0,0.0167926321687931,0,0.117559557073418,-0.00808301952050068,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.141028444807822,0,0,0,0,0,0.0549140291151871,0,-0.0570811685753668,0,0,0,0.117544116105681,0,0.0944239050666513,0,0,0,0,0,0,0,0.308691917088881,0,0,0,0,0,0,0,0,0.0413254605318415,0,0,0,0,0,0,0.133623151627971,0,0.154981472580683,0,0,0,0.00372483936836384,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235684149774299,0,0,0,0,0.092535065642057,0,0,0,0.237134428625326,0,0,0,0,0,0.0402779887671509,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.008412323639018,0,0.271640579404951,0,0,0,0,0.0252135323945525,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118618117538657,0,0.0428060864893238,0,6.93889390390723e-18,0,0,0.0944591550306911,0,0.535457239701693,0,0,0,0,0,0,0,0,0.244406565951956,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124514355241797,0.322424976006035,0,0,0.0081642196675893,0,0,0,0,0.00379345715909428,0,0.249509656353006,0,0,0.111692508301136,0,0.071372749727947,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0428708375128589,-0.0150014879583539,0,0,0,0,0,0,0,0,0,0.0424002803491564,0,0,0,0.0720327736028229,0,0,0,0,0,0,0,0,0,0.0499059379209043,0,0.0432625862140807,0,0.290870996117468,0.52770308252712,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0601996844025998
