,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0327483072245164,0,0,0,0,0,0,0,0,0,0,-0.0505432030655926,0.565220306453231,0,0.859040214372845,0.0697889950458417,0,0,-0.121679054328777,0,0,-0.195039141720999,0,0,0,0,0,-0.00298942192772559,0,0,-0.314358303559398,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0843054440481124,0,0,-0.0106043504289133,0,0,0,0,0.0451830772508351,0,0,0,0,0.302692150968258,0,0,0,0,0,0,0,0,0,0.0986389078076635,0,0,0,0,0,0.618800641685765,0,0,0,0,0,0,0,0,0,0,0.0122478098551141,0,0,0,-0.0489942327457412,0
X601939.CH.EQUITY,0,0,0,0.80890329332145,0,0,0.065353781019923,0,0,0,0,0,0.0305568325753554,0,0,0,0.0248180239217801,0,0,0,0,0,0.0107420909918114,0.0071708994885029,0,0,0,0,0,0,0,0.0416303311909619,0,0,0,0.00978695681575296,0,0,0,0,0,0,-0.0132939385108945,0.0250901670894118,0,0,0,0,0,0.0499558489357319,0,0
X601288.CH.EQUITY,0,0,0.910940050237379,0,-0.0667971812106659,0,0,0,0,0,0,0,0,0,0,0,0,0.114350689975023,0,0,0,0,0,0,-0.0145035895610294,0,0.0597307480112719,0,0,0,0,0,0,0,0,0,-0.0929164744750656,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485922733596785,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.135174699754041,0.849066624145821,0,0,0,-5.55111512312578e-17,0,0,0,0,0,0,0.116914844783956,0,0,0,0,0,0,0,-0.0651801098559708,0,0,0,0,0.188237290450726,0,0.0350783222111442,0,-0.112840314495844,0,0,0,0.037346724850707,0,0,0,0,0,0.0931608588923716,0.00476586756339367,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21235377804642,0,0,0,0,0,0,-0.248911818164872,-0.211838199025474,0,0,0,0,0,0.0198407668974169,0,-0.0910858813303015,0,0,0,-0.0531462227048197,0,0,0,0,0,0,0,0,0,0,0,0.0392326400424878,0,0,0,0.00873423724172652,0,0,0
X600036.CH.EQUITY,0,0,0.388438996504836,0,0,0,0,0,0.0387881139408957,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0668993248193282,0,0.0665891213471034,0,0,0,0.400298858695011,0,0,0,0,0.0112612835551263,0,0,0,0,0,-0.00395139917348121,0.0521330641315933,0.0274327805666748,0,0,0,0,0,0.0660264682140584
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.319641568214223,0.037652657113949,0,0.0721980035743765,0,0,0,0,0,0,0,0,0,0,0,-0.204404472475559,0,0,0,0,0.0209741332463223,0,0.215786160468224,0,0,0.0601532556879314,0,0,0,0,0.0366241036845984,0,0,0.0682714809848806,0,0,0,0.427366723685204,0,0,0,0.0337752541107524,0.123396197481428,0
X5.HK.EQUITY,0,0,0,0,-0.168201083163169,0,0,0,0,0,0,0,0,0,0,0,0.269303365924927,0,0,0,0,0.167249903564259,0,0,0,0.307471465890916,0.0690517478735885,0,0,0.13958989656537,0,0,0,0,0,0,0,0,0,0,0,0,0.178701925941357,-0.0132822122744558,0,0,0,0,0,0,0.141559070638208,0.222410544834444
X388.HK.EQUITY,0,0,0,0,0.17234277123587,0,0,0,0,0,-0.0424665202589124,0,0,0,0.0820067047945393,0,0.0400249776027441,-0.127475229711468,0,0,0.0561522511671132,0.00497934089718809,0,0,0,0,0,0.517796873899202,0,0,0,0,0,0,0,0,0.274209222797173,0,0,0,0,0,0,0,-0.206819932868285,0.0202013933594661,0,0,0,0,0,0
