,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0248110631829752,0,0.297811567353031,0,0,0,0,0,0,0,0,0,-0.168580026898227,0,0,0,-0.143805251571685,0,-0.154167180672803,0,0,-0.194715196506862,0.0460265728762408,0,0,0,0,0.704458066507762,0,0,0.126984526213145,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454,0,0
X601939.CH.EQUITY,0.149391239882976,0,0,0,0,0,0,0,0,0.242588323246127,0,0,0,-0.00972256626045287,0,0,0,0.131517913105704,0,0,0,0,0,0,0,0,0,0,0.00462572137099504,0.115348930470514,0,0,-0.196889598492241,0,-0.148424795999172,0,0,0.480891306756488,0.118750837634739,0,0,0,0,0.0796336050992482,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.60256637105085,0.271183125213051,0.0290714925210448,0.668432649141866,0,0,0,0.17072222862871,0.414993837315169,-0.251314068890247,0,0,0,0,0,0,0,-0.263227361993532,0,0,0,0,0,0,0,0,-0.545826440391,0,0,0,-0.185939403647821,-0.179320558069403,0,0,0.0598480228418347,0,0,0,0,0.5456300214979,0,0,0,0
X5.HK.EQUITY,-0.0762041438222849,-0.0241137635262504,0,0,0,0,0,0,0,0,0,0,0,0,0.461250887504663,0,0,0,0.448940720174233,0,0,0,0,0.0649028614147176,0.0124167675823235,0,0,0,-0.129131650568442,0,-0.135972323932326,0,0,0,0,0.128557081590655,0,0,0,0,-0.1002468988397,0,0.180541432081787,0,0,0,0,0,-0.127022131764174,0,0
X601988.CH.EQUITY,-0.121638787063124,0,0,0,0.265735283525875,0,0,0,0,0,0,0,0,0,0,0,0,0.253931453006193,0,0,0.474626882311051,0,0,0,0,0,0.0408836900398914,0,0,-0.357940476757541,0,0,0,0,0,0,0,0.0504254865947095,0,0,0,0,0,0.0343642590715278,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,-0.0945903992665848,0,0,0,0,0,0,0.380496238105404,0,0.37668782162733,0,0,0,0,0,0,0,0,0,-0.00353706302670508,0,0,0.079016836326722,0,0,0.0275196650712118,0,0,0,0,-0.132911699612676,0,0,0,0,0,0,0,0,0.0783151127333636,0.148911357872444,0,0,0,0,0,0,0,-0.28286493710169
X1299.HK.EQUITY,0,0.0794962325988594,0,0,0.172368682682047,0.0041965706708247,0,0,0,0,0,-0.0160463253893842,0.0172066775137479,0,0,0.113811631148901,0,0,0,0,0,0,0,0,0,0.187026475116421,0,0,0,0,0,0.148262581923489,0,0,0,0,0,0,-0.0184962104880156,0,0,0,0,0.0105676453526228,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.163680505035472,0.06976341695309,0.128428037639483,0,0,0,0,0,0,0.0144003063349691,0,0.37690589274708,0,0,0,0,0,-0.00682412448775704,0,0.00551246050646117,0.0896883871271494,0,0,0,0,0,0,0,0.0065040272859433,-0.0445090368541506,0.025498371758835,0,0,0,0.0936361721552788,0.204073092710824,0,0,0,0,0,0.0642901458871343,0.065543106965521,0,-0.247258051560631,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624526807527163,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0175052617804676,0,0.0216817544559377,0,0,0,0,0,0,0.146921413210594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179276370370341,0,0,0,0,0,0,0,0,0,0,0
