,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239056949964313,0,0,0,0,0,-0.206478855304642,0,0,0,0,0,0,0,0,0,0,0,0.459745090231153,0.45552131381384,0,0,0.111305696721603,0,0,0,0,0,-0.0830383420410853,0,-0.180458651852669,0,0,0,-0.617185617456087,0,0,-0.0895772815317559,0,0.0320229364923572,0,0,0.0317385526038946,0,0,0,0.00784569628309968,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0682646092849391,0,0,0.166308140017545,0,2.77555756156289e-17,0,0,0.0600625291577875,0,0,0.382810128739588,0.136442672970005,0,0,0,0,0,0,0,0,0,0,0.0125446073945275,0,0,-0.00448910230535693,0,0,0,-0.054363476249895,0,0,0,0,0,-0.0377892572600485,0,0,-0.0246844125044435,0,0,0,0,0,0,0.0506499526397226,0.298126118537716,0,0,-0.0281611522037368,-0.0751096861865418
X601288.CH.EQUITY,0,0,0.219258599212712,0,0.401077014898583,0,0,0.0620154782251894,0,0,0.0169924972695471,0,0.140323669360217,0,0.0540094860533189,-0.015078511367436,0,0,0.0593151472415929,0,0,0.01832593406925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735667842241178,0,0,0,0,0.0263651281263351
X601988.CH.EQUITY,0,-6.93889390390723e-18,0.352956689416601,0,0,0,0,0,0,0.221648422137152,0,0,0,0,0,0,0.205898947751878,0,0.0616228993752049,0,0,0.0439773168265941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40740813039,0,0,0.0374280102451722,0,0,0,0,0,0,0,0,-0.139557017362106
X600036.CH.EQUITY,0,0.00729760060103462,0.0910851925825255,0,0,0,0.0312551639935493,0.062287571769961,0,0,0,0.105338174134602,0,0,0,0,0,0,0,0.127920980514337,0,0,0,0,0.00977281658630652,0,-1.0842021724855e-19,0,0,0,0,0,0,0.390292461754733,0,0,0,0,0,0,0,0,0,0,0,0.07823891100208,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.293151498115181,0,0,0,0,-0.0677914587230955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698852678785,0,0,0,0,0,0,0,0,0,0,0.0820835418789768,0.189207089174859,0,0,0.140728198191716,0.0510234826338215,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380664254270932,0,0,-0.0528163189941201,0.0409433811197997,0.0407753587275687,0,0,0,0,0.186398069902739,0,0,0,0,0,0.155862417257756,0.139915326271624,0,0,0,0.186372138520033,0,0,0,0.317113791294449,0,0,0,0,0.135418577517553,0
X5.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405325448480421,0,0,0,0,-0.452890767849952,0.652318309644521,0,0,0.121502389095493,0.61441036680776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497943115456418,0,0,0,0,0,0.181873934365432,0,0
X601658.CH.Equity,0,0,0,0.0168219956850988,0.0445585200759439,0,0,0,0,0,0,0,0,0,0,0,0,0.221108346408917,0.150956101204499,0,-0.12946676454835,0,-0.00637867652911125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264082962308114,0,0.29086415463466,0,0,0,-0.0258689902398836,0,0,1.73472347597681e-18,0,0,0
X388.HK.EQUITY,0,0.336390633704078,0,0,0,0,0,0,0,0,0,0,0,-0.127462694659448,0.095006503070038,0,0,0,-0.167478159181155,0,0,0,0.272931923804281,0,0,0,0,0,0,0,0,-0.00412912173111524,0,0.00769932367386374,0,0,0.39505216465953,0,0,0,0,-0.143811288066608,0,-0.0700079035908506,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.144608096151685,0.033306718530315,0,0.134851308573945,0,0,0,0.0271922087127497,0.00340645301140015,0,0,0,0.40336466848196,0.114751083420114,0,0,-3.46944695195361e-18,0,0,0,0,0.0243117955158705,0,0,0,0,0,0,0,0,0.0134893957318602,0,0,0,0,0,0,0,0.0971866556988727,0,0,0,0,0,-0.00717120970945884,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.215335140201543,0.104274038126194,0,0,0,0.00579241730247079,0,0,0,0,0,0,0.1257976545219,0.0674392379494611,0,0,0,0,0,0,0,0.0842462275354731,0,0,0,0,0,0,0.123139848829588,0,0,0,0,0,0,0,0,0,0,0,0,0.0366596227717416,0,0,0,0,0,0.0258529740691557,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00561332936953507,0,0,0,0,0,0.234807544454705,0,0.00137338635798732,0,0,0,0,0,0.0295632286005488,0,0,0,0,0,0,0.372096125591005,0.0389075356094261,0,0,0.0743121669487002,-3.46944695195361e-18,0.013238212376204,0,0,0.0532028371997128,0,0,0,0,0,0,0,0,0,0.0447161971240761,0
X600000.CH.EQUITY,0,0,0,0.0451908188278501,0,0.0208225801731235,0,0.0256820778172211,0.0553143421341142,0,0,0.603943392693386,0,0,0,0,0,0,0,0,0,0.0639608285815888,0,0,0,0,0,1.73472347597681e-18,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0194577828304997,0,0,0,0,0,0,0,0,0,0.0822864621203995,0,0,0,0,0.0455842785362532,0,0,0,0,0,0,0,0.0888606433950864,0,0.132209681481639,0,0,0,0.0287733514073995,0,0,0,0,0,0.224739891496552,0,0,0,0,0,0.0267870331824784,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.207424335201865,0,0,0,0,0,0,0.446211738805852,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.119723874465894,0,0,0,0,0,0,0.211398859888651,-0.0220775744826154,0,0.203715574066595,0.00787975651177345,0.0587314097132674,0,-0.0190918807962422,0,0,0,0,0,0,0,0,0.00317955665857435,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0562868189404726,0,0,0,0,0,-0.0500189815222994,0,0,0,0,0.0350807631452339,0,0,0,0.0335649414006037,0,0,0,0,0,0,0,0,0,0,0,0.171380605741846,0,0,0,0,0,0,0.355561730915068,0.179640504089932,0.0061651649218953,0,0.140201965089111,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0121793572577902,0,0,0.0976537778480172,0,0,0.006319482631111,0,0,0,0,0,0,0,0,0,0,0,0.207940468310365,0.0579184131728141,0,0,0.138068584054408,0,0,0.0131746078231524,0,0,0,0,0,0,0.250040867089813,0,0,0,0,0,0,0.0789307718233165,0,0,0,0,0,0,0,0,0,0.162369178006265,0
X601601.CH.EQUITY,0,0.869791730409702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172150253926846,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0289729888057452,0,0,0,0,0,0,0,0,0,0.170138102192731,0.00181180117531247,0,-0.279780210216559,0.231995012684927,0,0,-0.103118894354449,0,0,0,0,0.0297944534716906
X16.HK.EQUITY,0,0,0,0,0,0,0,0.146397634584937,-0.0493280737531596,0,0,0,0,0,0,0,0,0,0,0,0,0.11733885961361,0,0,0,0,0,0,0,0.0324578481553785,0.1696208803612,0.0645823114286724,0,0,0,0,0.00374432972157951,0.000875942064808573,0,0,-0.256522984868234,0.493236510897988,0,0,0,0.322670284798205,0,0,0,0,-0.0946967772515905,-0.0159596127778032
X600016.CH.EQUITY,0,0,0,0.109098406085258,0.0995390825729036,0,0,0,0.00745588674078137,0,0,0,0.212519048714698,0,0.075329742499496,0,0,0,0,0,0.210816337159391,0,0,0,0,0,0,0,0,0,0.0194710177656729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362835305435405,0,0,0,0
X688.HK.EQUITY,0.0819219102373268,0,0,0,0,0,0,0.166600761878011,0,0,0,0,0,0,0.191655805760194,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.189803377836734,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812945197712072,0.37133859943184,0,0.0234118843598969,0,0,0,0,0,0,0.139576141640832,0
X601998.CH.EQUITY,0.216458847403776,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.101641174576573,0.113258654077448,0,0.143703548974338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528055229454888,0,0,0.0400925275661353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387537841244106,0,0,0,0
