,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.313809185242403,0,0.000439560218905479,0,0,0.354258682646957,0,0,0,0,0,0,0,0.0209624138320939,0,0,0,0,0,0,0,0,0.174001539306685,0,0.02260336719601,0,0,0,0,0,0,0,0,0,0,0.105801814852251,0,0,0,0,0,0,0,0,0,0,0,-0.0308063646824256,0,0
X601318.CH.EQUITY,0,0,0.223303504085222,0,0,0,0,0,0.174969097735216,0,0,0,0.0152154501109733,0,0.0942244923337374,0,0,0.0871339947546291,0,0,0.136506332757414,0,0,0,0,0,0,0,0,0,0.0216527500819897,0,0,0,0,0,0,0.0671772740458438,0,0,0,0.00547914433877953,0,0,0,0,0,0,0,0,0,-0.145925250978557
X601939.CH.EQUITY,0.413342669906803,0.297504510742293,0,0,0,0,0,0.425296036834569,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0930856341157008,0,0,0,0,0,0,0.103053099661988,-0.00652754899361604,0,0,0,0,0,0,0,0,0,-0.0297820728202735,0,0,0,0,0,0,0,0,0,0,0.151971790330641,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0,0.532997000527993,0,0,-0.0771723375027086,0.0508751657114626,0,0,0,0,0,0.00420861889211805,0,0,0,0,0.0652389443654689,0,0.15857737589599,0,0,0,0.100880563088656,0,0,0,0.0511282101858478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407023051391697,0,0.0136325699880548,0.0137667365594349,0
X600036.CH.EQUITY,0,0.0242655046253471,0,0,0,0,0.130992987439784,0,0,0,0,-0.050189640186503,0.0861151289674768,0,0,0.181927845927467,0,0.264590643786868,0,0,0,0,0,0.20720200805152,0,0.128964048859909,0.0375557022023511,0,0.0736208010686504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900126366354485,0,0,-0.199810705195689,-0.0289995148972788
X601628.CH.EQUITY,0.0567479428245049,0,0,0,0,0,0,0,0,0,0.00473977982332801,0,-0.0566309010827511,0,0,-0.247097788456223,0,0,1.73472347597681e-18,0,0,0.211509126722456,0,0.0540372406353199,0,0,-0.0911372228802569,0,0,0,0,0,0,0.0297141970774748,0.616020550163474,0,0,0,0,0,0,0,-0.0254237911353595,0,0,0.0531282734671904,0,0,0,0.0481299166478811,0.0318399202423506,0
X1299.HK.EQUITY,0,0,-0.0225172613792067,0,0,0,0,-0.0858429757200209,0,0,0.10595949417141,-0.0160509016397348,0,0,0,0,0,0,0,0,0,0,0.13388846301565,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0582755285647711,0,0,0,0,0.114944726300124,0,0.101862566551708,0.142321829029735,0.0848890378795749,0.122176456272148,0,0,0,0,0,0,0.298525479799709,0,-3.46944695195361e-18
X601988.CH.EQUITY,0.171847129266053,0,0.0906778173834677,0.37866584805757,0,0,0,0,2.71050543121376e-20,0,0,0,0.24436879176702,0,0,0,0.0704895511387448,0,0,0,0,0,0.0324986228308103,0,0,0,-8.67361737988404e-19,0,0,1.73472347597681e-18,0.11903378556327,0,0,0,0,0,0.0170979565504056,0,0,0,0,0,0.0181152724904962,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124601984390473,0,0,0,0,0,0,0,0,0,0,0,-0.0884792997162846,0,0,0,0,0,0,0.238585356307722,0,0.186823853168438,0,0,0.142666382495883,0,0,0,0,0,0,0.0545272061444341,0,0,0,0,0,-0.0669801168700309,0.0530508605357265,0.197491921647071,0,0.270967751645822,0,0,0,0,0,0,0,0,-1.0842021724855e-19
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0698076136563018,0.144772605858929,0,0,0.105742054205413,0,0,0,0,0,0,0,0,0,0,0.142025175028841,0,0.436833570547926,0,0,0,0,0,0.0472899639836945,0,0.00586348647931459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254230907858924
X388.HK.EQUITY,0,0,0,0,-0.120288727536875,0,0.279138480173766,0,0,0,0,0,0.0563531253481966,0,-0.0504327624312713,0,0,0,0,-0.121947149098113,0,0.468644668634983,4.33680868994202e-19,0,0,0,0,0.0788671605981993,0,0,0,0,0,0,0,0,0,0,0.158140723612333,0.00744921579565932,0,-0.0739261187642937,0,0.142439458672408,0,-0.363869630512839,0,0.0627311090714891,-0.0377733851325252,0,0.176471663090293,0
X601658.CH.Equity,0,0,0,0.504847306952646,-0.358580328319033,0.0715996220098503,0,0,0,0.275021974747005,0,0,0.0484657651316909,0,0,0.0637666665318429,0.312593088184125,0,-0.00211204600873686,0,0,0.222765980809674,0,0,0,0,0,0,0,0,0,-0.258495602453199,0,0,0,0,0,0,0,0,0,0,0.107924791646635,0,0,0,0,0,0,0,0,-0.0578752138991774
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744104,0.0487965350778727,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359084,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0289451790436095,0.0413970039129034,0,0,0,0,0,0,0,0.263799693776471,0,0,0,0,0,0,0,0,0,0,0,0,0.0320509523572868,0,0.0336469322638916,0.0369924170296827,0.258149681089276,0.182465313491677,0.00580518124838812,0,0,0,0,0,0.199633217042991,0,0.0529779189657416,0,0,0.0662793167385644,0,0,0
