,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0981775438349891,0.0348204080519269,0,-1.38777878078145e-17,0,0,0,-0.235350567602349,0,0,0,0,0,0,0,0,0,0,-0.0163284824906677,0.0968341780918387,0,0.270273214592405,0.450255600670947,0,0,-0.0217153931148153,0,0.139953847231864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0666717850415715,0,0,0.0601535132690473,0,0,0,0.178906947209574,0,0.0840840099369801,0.205554223862162,0,0,0,0,0,0,0.10176926879721,0,0,0,0.169271908052083,0,0,0,0,0.109486585767911,0.0172554327454751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543353681358486
X601939.CH.EQUITY,0,0,0,0.772418855548942,0,0,0,0,0,0.00162093392412102,0.0997911224657844,0,0,0,0,0,0.108957635476529,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0126558726614373,0.0679387689303276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606489401386417
X601288.CH.EQUITY,0,0,0.977115945544943,0,-0.0195691062212936,0.0267290684265541,0,-0.0595136642372864,0,0.0179788248197649,0,0,0,0,0,0,0,0,0,0,0.00287899849503436,0,0,0,0,0,0,0,0.0354247685586677,0,0,0,0,0,0,0,0,0,0.0206649919670533,0,-0.0463044566396196,0,0,0,0,0.0651672799379158,0,0,0,0,-0.114308303584481,0
X601628.CH.EQUITY,0,0.110759306138031,0,0,0,0,0,0,-0.0370772484773118,0.281201114575436,0,0.258668193424687,0,0,0,0,0,0,0.280954820317003,0,0,0,-1.35525271560688e-20,0,0,0,0,0.0104048331627396,-0.129619667497036,0,0,0,0,0,0,0,0.164313084875682,0,0,0,0,0,0,0,0,0.129126946053316,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626855341341767,0,0.0133087603764071,0,0,-0.0572292870137191,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731010585488199,0,0,0,0,0,-0.0256659844953527,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000468851384403874,-0.134223432368749,0,0.999764705780354,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.148890684300473,0,0,0,0,0,0,0,0,0,0,0,0.301549285415587,0,0,0,0.046610322295019,0,0,0,0,0,0,0,0.115841176903213,0,0,0,0.0706820121701135,0.182619636539207,0,0,0,0.02454152550918,0.0524965130148551,0,-0.0229358045591791,0,0,0,0.141002565677564,0,-0.0532284370434778
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0315164058251223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17285037815767,0.375167371530225,-0.116845031638412,0,0,0,0,0,0,0,0,0,0,0,0.025049573117403,0,0,0,0,0.229020181801751,0,0,0,0.0272675930331519,0,-0.314577101424737,0.22671367442535,0.0596180070093566
X388.HK.EQUITY,0,0,0,0,0.250484656678919,0,0,0.0369819374246226,0,0,0,0,0,0,0,0.185191570521787,-0.0808047048330314,0,0,0,0.23086436049871,0.275560625817476,0,0,0,0,0,0.335982981300806,-0.100545670148805,0,0,0,0,0.121735931880621,0,0,0,0,0,0,-0.0413914313263226,-0.0721213701739347,0.164129945075685,-0.116473973863442,-0.259321115743369,0,0,-0.0851761394186322,0,0,0,0
