,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.563652080681753,0.0480822662519367,0.0303034025061771,0,0.066490426038285,0,0,0,0,0,0,0.046746904222597,0,0,0,0.0178651971382331,0.0620544303981953,0,0,0,0,0,0.0686150220086859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0
X601939.CH.EQUITY,0.468136341416677,0,0,0.183435527975584,0,0.111249270385193,0,0,0,0.0171100317427987,0.134317538379022,0,0,0,0,0,0,0,0,0,0,0.000818401761424396,0,0,0,0,0.0012013496892075,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00445084931324435,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.440267489157608,0,0,0,0,0,0,0,0,0.0727767860198307,0,0,0,0,0,0,0,0.119684445628294,0,0,0.126093677426033,0,0,0,0.0575322830575733,0.0217025392330814,0,0,0.0937372563551526,0.0632407091518743,0,0,0,0,0,0,0,0,0,0.00608616186840051,0,0,0,0,0,0,0,0,0,0,-0.065540161253876
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0933013906453137,0,0,0,0,0,0,0,0,0.247458556500745,0,0,0,0,3.46944695195361e-18,0,0,0,0.470990169725497,0,0,0,0.0982937294328442,-0.288968274901783,0,0,0,0,-0.124845786414004,0.413943956373287,0,0,0,0,0,0,-0.186797483788309,0,-0.306115642216202,0,0,0,0.266038352318255,0
X601988.CH.EQUITY,0,0,0.28403467119052,0,0,0,0,0,0.0103603463213975,0,0,0,0.0796137544578667,0.0871625239897574,0,0,0,0.0425496772063277,0,0,0,0,0,0.40202678603384,0,0,0,0,0,0.00725854874979882,0,0,0,0.135758660590697,0,0,0,0,0,0.0556988590958041,0,-1.38777878078145e-17,0,0,0,0,0.00150706712196536,0,0,0.0394844264072222,0
X600036.CH.EQUITY,0,0.186768721494769,0,0,0,0,0,0,0.109223785356799,1.38777878078145e-17,0.0988034335601647,0,0.178644188650625,0,0,0,-0.0377545421908545,0,0.0232517400255974,0,0,0,0,0,0.334083066635071,0,0,0,0,0.04928618697528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265925431906263,0,-0.0362826220457024
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.011500176146236,0,0,0,0,0,0,0.107958065555936,0,-0.0644653388170065,0,0,0.249584716791836,0,0,0,0.0922973376857223,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.33936430108825,0,0,0,0
X601628.CH.EQUITY,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.000279122642578153,0.192323194901088,0,0,0.0376870741279849,0,0,0,0,0,0,0,0,0,0,0.196659641361898,0,0,0,0,0,0,0.245307176656973,0,0,0,0,0,0,0.00746310582041618,0.176264215566403,0,0,0,0,0,0,0,0,-0.00917602262038792
X601328.CH.EQUITY,0,0.141863533347514,0,0,0,0,0.0096176983843933,0.000938699903663087,0,0,0,0,0.112402131442787,0,0,0,0,0,0,0.032602378497457,0.101818303451763,0.0188476434618987,0,0.0219080297188998,0,0,0.0784666735881784,0,0,0,0,0.112537416208499,0,0,0,0,0,-0.0217961605972172,0,0.164897682149168,0.22480936989192,0,0,0,0,0,0,0,0,0,0
