,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.61448052125929,0,0.00946117642182952,0,0,0,0,0.00823609620675615,0.0919702674496755,0.0824566046312448,0,0,0,0,0,0.0214898321903314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103005727058534,0,0,0,0,0.0258970895114834,0,0,-0.0275890537729067,0,0,0
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0,0
X601939.CH.EQUITY,0.168626720467576,0,0,0.287459872884717,0,0.264799691404913,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865218821118289,0,-0.0112717735298252,0,0.0864419724829315,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0447360169166155,0,0,0,0
X601288.CH.EQUITY,0.208076694272699,0,0.197737550147178,0,0,0.0532216102025344,0,0,0,0,0,0,0,0,0,0,0,0.134469028824378,0,0,0,0,0,0,0,0.0989560707743979,0.109759561980474,0,0,0.0115220812397937,0,0,0,0,0,0,0,0,0,0.103725053777392,0,0.0421486294785863,0,0,0,0,0,0,0,0,-0.0942717459791119
X5.HK.EQUITY,0,0,0,0,0,0,0,0.461074339680973,0,0,0,0,0,0,-0.0054301659265857,0.123163043864346,0.210797682692517,0,0.170811638930559,-0.0922334312477524,0,0,0,0,0.310534432013503,0,0,-1.38777878078145e-17,0,0.0290640794429634,0,0,0,0.00398184801361128,0,0,0,0,0,0,0,0.0363598560268722,0,0,0,-0.72094909054412,0,-0.158448699598569,0,0.140525138675438,0
X601988.CH.EQUITY,0,0,0.108556239401108,0,0.035294125103646,0,0,0,0,0,-3.46944695195361e-18,0.0629688151966633,0,0.0570022954202536,0,0,0,0.00582439242711702,0,0,0,0,0.608763256107799,0.0148717060971628,0,0,0,0,0,0.102363951066042,0,0,0,0,0,0,0,0,0,0.0453548226730997,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0842880777078314,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0290083012567301,0,0,0,-0.0208161631088599,0,0,0,0,0.0741492025442314,0,0,0,0,0,0,0,0.681864507645588,0,0,0.0267976311185504,0.093673515428346,0,0,0,0,0,0,0,0,0,0,0,0,0.0705843726898484,0,0.0490549488683048,0,0,0,0,0,-0.00665446213996729
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422433378606075,0,0,0,0,0.25737267770459,0,0,0,0.168582765076145,0,0,0,0.0707206848050034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.214201862299114,0,0,0,0,0.0313275115769172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570803666745062,0,0,0,0,0,0,0,0,0,0,0.399895066206211,0,0,0,0.230824158294506,0,0.027847689114463,0,0.00139754442677811,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616411505959158,0,0,0,0.144686975936487,0,0,0,0,0,0,0.203232111276,0,0,0,0,0,0,0,0.243311171534651,0,0,0,0,0,0,0.077859342349226,0,0,0,0.0445741317784937,-0.007110616440515,0,0,0.00778026837623389,0,0,0.239751049201895,0,0,0,0,0.0361749910659095,0,0,0,0.0161449813425994,0,0
X601166.CH.EQUITY,0.124640961744563,0,0.175487168254842,0,0,0,0.156246367271247,0,0,0.0591204456140051,0,0.0318269440428816,0,0.182620687618493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506657100437754,0,0,0,0,0,0,0,0,0.0978520926530066,0,0,0,0,0,0,0,0.0332026743959534,-0.0245666840287859
X11.HK.EQUITY,0,0,0,0,0,0,0,0.253946347937182,0,0,0,0,0,0,0,0,0.184005256088379,0.14061642744633,0.209611410124997,0.0785050913111523,0,0,0,0,0,0,0,0.153136315723863,-0.159836686667198,0,0.00695393343269713,0,0,0.212954750844937,0,0,0,0,0,0,0,-0.037908062009772,0,0,0.0566389734463378,0,0,0,0.0449587190094621,0,0.0164039368994736
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.164286817905127,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.203064709957213,0,0,0,0,0,0.133491475116019,0,0.149330967213834,0.136721733151165,0.300526852491609,0,0.248835257600622,-0.0325959134981405,1.0842021724855e-19,0,0,0.0452175411552804,0,0,0.0843936798716392,0,0,0,0.177220038046552,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0314271187910233,0,0.213195500709398,0.0477827392055324,0,0,0.278038798313368,0.0947260558659209,0,0,0,0,0.0589290358335514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224459907726899,0,0.0189888316924035,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.328083490130407,0,0,0,0,0.132613250604437,0.139925705867087,0,0,0,0,0,0,0,0,0,0.292822131362139,0,0,0,-0.252719337787021,0,0.201382809389463,0,0,0,0.16767609850461,0.553752899724661,0.00698247951681198,0,0,0.00538839959804178,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0768604820439474,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.00776037809415631,4.33680868994202e-19,-0.0156521357825128,0,0,0,0,0.0558506729930022,0.0528881204072878,0,0,0.107787194619202,0,0,0.0319995777264266,0,0.609869368735703,0,0,0,0,0,0.0903812570046365,0,0,0,0,0,0,0,0,0,0.0340220664026573,0.0720908397867348,0
X2388.HK.EQUITY,0,0,0,0,0.0924759658508749,0,0,0.00724722481486386,0,0,0,0.355030651413882,0,0,0,0,0,0,0,0.111574850067639,0.202452306118387,0,0,0,-3.46944695195361e-18,0,0.0060355307171061,0,0,0,0.111788951346306,0,0,0,0,0,0,0,0,0,0,0.101884768977043,0,0,0,0,0,0,0,0,0.0775930990091285
X601601.CH.EQUITY,0,0.126623488864778,0.0114735567045402,0,0,0,0.0942149817191952,0,0,0,0,0,0,0,0,0,0,0,0,0.0201233173845601,0,0,0,0,0,0.0958837178661315,0,0,0,0,0,0,0.088382960791247,0,0,0,0,0,0.00545649601877411,0,0,0.0200694521107577,0,0,0,0,0.191195865214667,0,0,0.0278057482452884,0
X267.HK.EQUITY,0,0,0,0,0.285811837190159,0,-0.464286605358364,0,0,0,0,-0.040221650632494,0,0,0,0,0.435130099992326,-0.207259586261158,0,0.31381987114679,0,0,0,0,0,0,0,0.0817298702847304,0,0.340342509470463,0.0525297235512951,0,0,0,0.0212540955652475,0,0,0,0,0,0,0,0,0,0,0.0295769056426291,0,0,0,0.0391305524932733,0.0851566621325847
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0423997250715761,0,0,0,0.251615475184032,0,0.28636702099688,8.67361737988404e-19,0,0.0156181095194808,0.137073611816396,0,0,0,0,0,0,0.0710062443168931,-1.73472347597681e-18,0.25923849823751,0,0,0,0.0513931158890369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587502151439882,0,0,0,0,0
