,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.00107367987079506,0,0,0,0,0,-0.0404195870506892,0,0,0,0,0,0,0,0,0,0,0,0,0.515389594699657,-0.114113141521553,0.660599829629959,0.00755489220939587,0,0,0,-0.196293882702462,0,0,0,0.243033105997915,-0.309768084567573,0,0,0,0,0,-0.054693583607614,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0.0117198559299371,0,0,0.195524765385621,0,0,0,0,0,0,0.113518230596168,0,0,0,0,0,0.132776727492638,0,0,0,0,0,0,0,0,0.133666733648386,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.228553956007991,0,0,0,0,0,0,0,0,0,0,0,-0.0156678780482717,0
X601939.CH.EQUITY,0,0,0,0.831721985710283,0,0.0207979944939207,0.0104817169288048,0,0,0,0,0,0.00454603242671281,0,0,0,0,0,0.0667303529403275,0,0,0,0,0,0,0,0,0,0,0,0,0.0144954442178784,0,0.0439625412862255,0,0,0,0,0,0,0,0.0718590884935502,0,0,0,0,0,0,0.0223282939457852,0,0,0
X601288.CH.EQUITY,0.0117776185558418,0,0.884411988660581,0,-0.0868686313157095,0,0,0,0,0,0,0,0,0,0.00641912192240224,0.0550426522783722,0,0.128374017654259,0,0,0,0,0,0,0,-0.0258843560771548,0,0.0519771084930146,0,0,0,0,0,0,0,0,0,0,0,0,-0.115774075178571,0,0,0,0,0,0,0,0,0,-0.0423857042264258,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.912725587314496,0,0,0,0,0,0,0,0,0,0.0983041733921553,0,0,0,0,0,0,0,-0.112378249506549,0,0,0,0,-0.0826366708923534,0,0,0,0.0791284950053556,0,0,0,0,-0.0565936681193625,0,0.0161420389317329,0,0,0.03442065422357,0,0.0568331752682956,0
X601988.CH.EQUITY,0,0,0,0,-0.0461523243909179,0,0,0,0,0,0,0,1.10204438854922,0,0,-0.0138948157332215,-0.0382965499272851,-0.200684369324108,0,0,0,-0.0625990361460131,0,0,0.226986080822283,0,0,0,0,-0.0287662130141322,0,0,0,-0.0695320129451719,0,0,0,0,0,0,0,0,0,0.0663543381112901,0,0,0,0,0,0.0069955152726658,0.118391419142911,0
X600036.CH.EQUITY,0,0.0497651907679072,0.38212041778689,0,0,0,0,0,0.00838348168235401,-0.00551537342458023,0,0,0,0,0,0,0.138236923122058,0,0,0.000197558748296342,0,0,0,0,0,0,0,0.209420311531894,4.33680868994202e-19,0,0,0,0,0.172759511761095,0,0,0,0,0.00147907130383433,0,0,0,0,0,0.0355335331750191,0,0,0,0,0,0,0.0512941739936287
X1299.HK.EQUITY,0,0.0553296878329534,0,0,0.0789689881166201,0,0,0,0,0.159952279743453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132761329184239,0,-1.73472347597681e-18,0.243105965563133,0.346834275035583,0.134761872090712,0.118036023697519,0,0,0,0,0.0819377131972617,0,0,0,0,0,0,0.162594672426756,0,-0.21836506196678,0,0,0,0,0,0.168216816535833,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263556421647976,0,0,-0.317729630960853,0,0,0,0.0160189915258977,0,0,0.105571665879136,0.383954108772334,0.332424594302103,0,0,0,0,0,0,0,0,0,-0.133904171274052,0,0,0,-0.070835479727112,0,0.140257959683909,0,0,0,0,0,0,0.119093079553737,0.0903950982117239
X388.HK.EQUITY,0,0,0,0,0.252995757552038,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247884389698544,0,0,0,0,0,0,0.492012127933002,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0758898722367029,0,0,0,0,0,0,0.215219471352734,0,-0.0974986432673498,0,0,0,0,0,0,-0.0855393253216825,0
