,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0.413753729276417,0.106691513454915,0.0768569479878989,0,0,0,0,0,0,0,0,0,0,0,0.0919710902792427,0,0,-0.0376937157864459,0,0,0,0.0291432031673539,0,0.0790210563864996,0,0,0,0,0,0,0,0.027450306153204,0,0,0,0,0,0.101415394364376,0.0379131575348945,0,0,0,0,0,0.21764716851458,0,-0.100858389752429,0
X601318.CH.EQUITY,0,0,0,0.137989319984059,0,0,0,0,0.152954415852339,0,0.100745603688927,0,0.0142809383922463,0,0,0,0.0258042619407459,0,0.133278529649135,0,0.275384179399452,0,0,0,0,0,0,0,0.10024237420726,0,0,0,0,0,0.0147181620233253,0,0,0,0,0,0,0,0,0,0.0130996103177599,0,0,0,0,0,0,-0.148680103193635
X601939.CH.EQUITY,0.264860838269103,0,0,0,0.138083695634422,0,0,0,0,-0.0363709387093104,0.10552159484553,0,0,0,0.0653245785269887,0,0,0,0,0.0977108297541313,0,0,0,0.269521569285513,0.220904926430353,0,0,0,0.00376897845186281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.112021356963477,0,0.105183947636813,0,0,0.0583786345894902,0,0.393402953711169,0,0,0.0236649694380079,0,0,0,-0.0320449780659085,0.054061802715446,0,0,0,0,0,0,0.00680054822848063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20273713491817,0,0,0,0,0,0.107378939486942,0
X601628.CH.EQUITY,0.0848910356985467,0,0,0,0,0,0,0,0,0.0223750997410903,0,0,0,0,0,0,0.196784945495165,0,0,0,0,0,0.136009270278226,0,0,0,-0.0670775286737188,-0.0985724614606592,0,0,0,0,0.0695498145278318,0,0,0,0.655405298158458,0,0,0,-0.040265969333293,0.17883083196696,0,0,0,0,0,0,0,-0.0213859118946061,0,-0.0524070114021209
X1299.HK.EQUITY,0,0,0,0,-0.0746496608739657,0,0,0,0,0.0710821687050246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213712809919633,0,0,0,0,0,0,0,0.0138021530944789,0,0,0,0.026694622255073,0,0.33912733897108,0.282398904931147,0,0.217552956449551,0,0,0,0,0,0.305471951057614,0,0
X601988.CH.EQUITY,0,0,0.0862130803966514,0.168678287043747,0.148376474633409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327540389615828,0.0268414666216733,0,0,0,0,0,0,0.261278040846994,0.119441794077113,0.165755353952239,0,0,0,-0.0462800738871241,0,0.00735185523700078,0,0,0,-0.0858471558201227,0,0,0,0,0,0.0469915225386147,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0303080718591506,0,0,0,0,0,0.177707910669122,0,0,0,0,0,-0.203119041067665,0.043345758747023,0,-0.0435251983229891,0,0,0,0,0.0454859889035896,0.218713413412345,0,0.0598720260597137,0,0.350989573112094,0,0,0,0,0,0,0,0.0498483946905243,0,0,0,0.207767764585355,-0.0452544944317199,0,0.375001762960324,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.188495867376983,0,0,0.18645123655273,0,0,0,0,0,0,0.210173907170543,0.0087609284075016,0,0,0,0,-0.138916407197786,0,0,0.257978796266561,0,0,0,0,0,0,0,0,-0.00976370756770124,0.122195554433277,0,0,0,0,0,0,0.29098017852055,0,0.065449652437201,0,0,0,0,-0.179526199134398,0,0,0.154882383566372,0.0909702013125934,0
