,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.398738610066736,-0.00679703714241783,0.153283832644565,0.0236009081894198,0,0,-0.0296468602014303,0,0,0,0,0,0,0,0.0453988789949172,0,0,-0.058692973639276,0,0,0,0,0,0,0,0.0463809723131722,0,0,0,0,0,0,0,0.0286975024070336,0,0,0,0,0,0,0.0142972165953491,0.319125215149883,-0.0267774342388655,0,0,0,0,-0.011510456767244,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0629347621118818,0,0,0.0800215618932955,0,0.021558578230302,0.25216651218913,0,0,0,0,0,0,0,0,0,0,0.0246453328401197,0,0,0,0,0.31258306367072,0,0.0335113117142982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135849302921871
X601939.CH.EQUITY,0,0,0,0.776141211114526,0,0,0,0,0,0,0.101646174194119,0,0,0,0,0,0.112290190913551,0,0,0,0,0,0,0,0.00971931606941153,0,0,0,0.0674953303862043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579420021866564
X601288.CH.EQUITY,0.105630814811299,0,0.894531176525413,0,0,0.0415245381835325,0,-0.0468538577202073,0,0.0436248114749185,0,0,0,-0.00104497731728229,0,0.0263776403859229,0,0,0,0,0.0302188234698072,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00258609471444566,-0.0432185736768052,0,0,-0.126753394493205,0,0,0,0.00475542003448609,0,0,0,0,-0.111930944693132,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.223831050286642,0,0.225148713317473,0,0,0,0,0,0,0.162195922517268,0,0,0.0461110668164376,0,0,-1.38777878078145e-17,0,0,0,-0.031309825225492,-0.154648571981464,0,0,0,0,0.164053181784631,0.354098937594314,0,0,0,0,0,0,0,0,0,0,0,0.101282783216775,0,0,0,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879683,0.309078639144365,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565385e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0744564660943511,0,0,0,-0.112455777993672,0,0,0.034254981397549,0,0,0,0,0,0,0,0,0,0,0,0,0.0180734724852958,0,0,0,0,0,0,0,-0.0331633468960625,0,0,0,0,0,0,0,-0.0403647657903836,0,0,0,0,-0.053692439748247,0,0.970247504136849,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.183704047512736,0,0,0,0.170117522949784,0,0,0,0,0,0,0,0,0.309523024116194,0,0,0,0,0,0,-0.049813194987547,0.0451902433052163,0,0,0,0,0,0.0913857782650194,0.0863462574756077,0,0,0,0,0.160549754503531,0,0,0,0,0.00554327412540414,0,0,0,-0.0105792393903635
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.132379044723063,0,0,0,0,0,-0.157097743652503,0,0,0,0,0,0,0,0.328069571187342,0,0.0614627457002183,0.0703779768396659,0,0,0,0,-0.0559936771577851,0,0,0.189032782561102,0,0,0.0569977103158878,0,0,0.129029385901065,0.187883981909014,0.0860295470074068,0,0,0,0.319285199172331,0,0
X388.HK.EQUITY,0,0,0,0,0.396451746779921,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.00784870542162115,0,0,0,0.156877952806271,0,0,0,0,0,0,0,0,0,0,0,0,0.341039462872888,0,-0.231707221283152,0,-0.114526187508416,0,0,0,0.284072287051789,0,0,0,-0.0243135305377705,0,0
X601658.CH.Equity,0,0.0516032888015521,0.041522773151866,0.22409978924511,0,0,0,0,0,0,0,0,0,0,0,0,0.138644010618902,0.00928205523491138,0,0.0250402541344679,0,0,0,0,0,0,0,0.0324676473669152,0,0,0,0.199634900200935,0,0,0,3.46944695195361e-18,0.0174065257493275,0,0,0.0858341682658821,-0.027511946216242,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0462748731239401,0,0,0,0,0.0765279646091437,0,0,0,0.355417194568896,0,0.004945960555925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580693686541855,0,0,0,0,0,0.187161322448376,0,0,0,-0.0347052920522734,0.144755026813726,0,0,0,0.237676041862582,0,0,0,0.0354674377185285
X601166.CH.EQUITY,0,0,0.0342825692698194,0,0,0.0284790491698074,0.191008872992515,0,0,0,0,0,0,0,0,0,0.0549968575857321,0,0,0,0,0.0589768950987658,0.0662179842696807,0.365152504774784,0,0,0,-8.67361737988404e-19,0,0,0,0.0365338628051853,0,0,0,0,0.055143457925126,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.183534847839969,0,0.0102194037619456,0
