,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.103400318085199,0,0.178326983153037,0,0,0,0,0,0,0,0.127214066559615,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168793733107882,0,0,0,0.149227794496533,0,0,0,0,0,0,1.73472347597681e-18,0,0.162643787303848,0,0.130817070452956,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0
X601939.CH.EQUITY,0.521072562696768,0,0,0,0.00555530096202301,0,0,-0.0369513005986198,0,0,0,0.130885066832107,0,0,0.109135534941223,-0.0436751424325845,0,0,0,0,0,0,0,0.0377656995227088,0,0.2171558962171,-0.12793682765179,0,0,0,0,0,0,0,0,0,0,0.101672501582617,0,0,0.305836661762616,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311665582686462,0,0.121198102434339,0,0,0.339982447059378,0,0,0,0,0,0,0,0,0,0,0.0892473621545695,0,0,-0.0481953522441116,0.0202395573752511,0,0,0,0,-0.0752372733092703,0,0,0,0,0,0,0,0,-0.0497117231659984,0,0,0,0,0,0.218804868122284,0,0,0,0,0,0,0.0791900551398041,0,0,0,-0.0416505249839665
X5.HK.EQUITY,0,-0.0648149347317153,0.0182709889969749,0.206083940107649,0,0.0222706752368275,0,0,0,0,0,0,0.0601497771956965,0,0,0,0,0,0,0,0,0.435316552191435,0,0,0,0,0,0,0,0,0.417430474428497,0,0,0,0,0,0,0,0,0,0.00619977997712736,0,0,0,0,0,0,0.117722662264623,-0.128693372549157,0,0.0883392455064223,0
X601988.CH.EQUITY,0.255428428244733,0.0835264646984806,0.0899054645032571,0,0,0,0,0,0.192984239330159,0,0,0.273077126322352,0,-0.114178857085777,0,0,0,0,0,0,0,0.0118292511780462,0,0,0,0.0506506618594518,0,0,0,0,0,0,0,0.192717893073271,0,0,0,0,0,0,-0.0401552337603497,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996680859828855,0,0,0,0.115788056573435,0,0,-0.106878711484955,0,0.018300295523079,0.244242043920266,0,0,0,0,0.0391980199193962,0,0,0.0623807415177168,0.0505908924385419,0.0796587539346135,0,0,0,0,0,0.0250847330608748,0.220524522955247,0,0.0239969790198169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105361783616073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29366576461542,0,0,0,0.17568228836213,0,0,0,0,0,0,0,0,0.592411685863899,0,0,0,-0.492401970662827,0.345894925536915,0,0,0,0,0.0510763104637521,0,-0.127978856656497,0,-0.276140212063764,0,-0.326763965374764
X601166.CH.EQUITY,0,0,0.0260038574881153,0,0,0,0.427670190654315,0.0424366202079961,0,0,0,0,0,0,0,0,0.0106818975705985,0,0,0,0,0,0,0,0,0.089713613088573,0,0,0.390495445249027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
