,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.143010460106552,0,0.0165187898752103,0,0,0,0,0,0,0.280910214347252,0.241903508009674,0,0,0,-0.0939041880904156,0,0,0,0,0,0,0.018553656851612,0,0,0,0,0,0,0,0,0.262715913520089,0.024731602189764,0,0,0,0,0,0.0399691414096265,0,0,0.0608924073025927,0,0,0,0.0206399070166061,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0905623481694166,0,0,0.265850585736174,0,0,0.315542650965544,0,0,0,0.106826547430724,0,0,-0.0614620951673302,0,0,-0.0314525055647104,0.0474271751469423,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.109509909013848,0,0,0,0,0,-0.26966967065253,0.136169318993625,0,0.00946897027301059,0.124040069881646,0,0,0,0,0.0325290331486169,0,0,0
X601939.CH.EQUITY,0.477455390229291,0,0,0,0,0.184474097473337,0,0,0,0,0,0,0,0.0591368211080066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365355373446003,0,-0.117496616689619,0,0.0488066382664049,0,0,-0.0455972882880408,0,0,0,0,0
X601288.CH.EQUITY,0.562023805525862,0,0.0926432839684829,0,0.116757883511833,0.0609421667855522,0,0,0,0,0,0,0,0,0,-0.0314382974768741,0,0,0,0,0,0,-0.0357033719158267,0,0,0,0.0403086740886258,0,0,0,0,0,0,0.00961520648818547,0,0.0197422924381363,0,0.0575068640778435,0.231676777373468,0,0,0,0,0,0,0.0135262285923301,0,0,0,0,0
X5.HK.EQUITY,0,0,0.235575996406914,0.00567539323662316,0,0.135656684809298,0,-0.0675922527700001,0,0,0,0.282378956120743,0,0,0,0,0,0.643529807347934,0,0,-0.127265466742453,0,0,0,0,0,-0.202605823497866,0,0,0,0,0,0,0,0,0.0266929743763236,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.134833939677611,0,0,0,0,0
X601988.CH.EQUITY,0.0281406817721524,0,0.144387092121836,0.181049422788685,0,0,0,0,0.115242894282586,0.151688413161501,0.0324431208737068,0,-0.285637357641907,0,0,0,0,0,0,0.352920037225062,0,0,0.00118414419544496,0,0,0,0.0488259870895424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.275374772423917,0,0,0,0,0,0,0,0,0,0.0844145481548824,0,0.172366119061072,0,0.104021652580565,0,0,0,0,0,0,0,0.0782664082780882,0,0,0,0,0,0,0,0,0.167869414612341,0,0,0,0,0,0,0,0.0863402694813203,0,0,0,0,0,0.0648060764518281,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00906185232735626,0.171687497577107,0,0,0.0478036661955513,0,-0.0729731946721296,0,-0.0833775318687541,0,0,0.335544239121502,0.27850014561451,0,0,0,0,0.108513186807536,0,0,0,0.0547804534023238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774644572200019,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114915124080627,0.38041473365209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844688156689877,0,0,0,0,0,0,0,-0.0356256029806359,0,-0.244891888895284,0,0.0839037258213461,0,0,0,0,0,0,0,0.243601381729551,0,0,-0.0909385804221354,0.111373288179701,0,0,0,0,0.150661731522556
X601166.CH.EQUITY,0.167609669798728,0,0,0,0,0.142780407125254,0.105587394879506,0,0,0,0,0,0,0.151676611806598,0,0.555995210613542,0,0,0,0,0,0,0,0,0.073844953051442,0,0.0155707462898926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358466396751075
X601328.CH.EQUITY,0,0.0452034817316965,0,0,0.0832331970362329,0.0710642231121744,0,0,0,0,0,0.224016580785508,0,0,0,0,0,0,0.187937702491068,0.148286201898999,0,0.0518377161605919,-0.144870743872336,0.0194134950354046,0.0792516341986038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169200572194684,0,0,0,0,0,0,0.0343497234859276,0
X600000.CH.EQUITY,0,0.0254452794378711,0,0,0,0.037171185082464,0.186022674224793,0,0,0,0.320811478588593,0,0,0.111874067880474,0,-0.0670214169538791,0,0,0,0.0771746238682089,0,0,0,0,0,0,0,0.155384732544218,-0.0234356934712015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2026077225463,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0792054901623777,0,0,0,0,0,0,0,0,0,0,0.27659412468056,0,0,0,0.04521395440965,0,-0.0224174717712573,0,0,0.0189326704992178,0.0390312946870817,0,0,0.3642710288496,0,0,0,0.263816284201995,0,0,0,-0.00825238956372264,0,0,0,0.0323606118211791,0,0,0.076909335346674,0,0,0.100700296382452,0,0,-0.0383613570536834
X000001.CH.EQUITY,0,0,0.0918900165677992,0,0,0,0.223474023231391,0,0,0.00571186288113771,0,0,0,0,0,0.123670307283721,0,0,0,0,0,0,0,0,0,0.144537424690388,0,0,0,0,0,-0.243773815538806,0,0,0,0,0,0,0,0,0,0,0,0.0229591795813636,0,0,0.151497811105891,0,0,-0.0549547229777744,0.126111704134417
X16.HK.EQUITY,0,0,0,0.17826439177456,0,0,0,0.195146590291549,0,0,0,0,0,0,0,0,0.166279580678029,0.181349254158303,0,0,0,0.00285911063398865,0,0.184373838546581,0,0,0,0,0,0.0278250922316312,0.148099867738109,0,-0.0649312575229422,8.67361737988404e-19,0,0,0,0,0,0,0,0.185218799091596,0,0,0,0,0,0,0,0,0.0783906783328899
X601601.CH.EQUITY,-0.0989502112726368,0,0,0,0,-0.248166017114803,0.0739957142058931,0,0.250428667068905,0.389809615728765,0,0,0,0.0686021601000193,0,0,0.236481327616818,0,0,0.0764146649018973,0,0,0.188080526003981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427036978427386,0,0.240821972691204,0,0,0,0,0,-0.0600481896754784,-0.0981017109876806,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.283494092279619,0,0,0,0,0,0,0.00125770217988572,0,0,0,0,0,-0.00824771957665392,0,-0.0484392759631598,0,0,0,0,0,0,0,0.125300820341814,0,0,-0.0574198366135274,0,0,0,-0.350586584551072,0,0,0,0.482314276681503,0,0.201620506100908,0,-0.0650723859956196,0,-6.93889390390723e-18,0,-0.069012964982918,0
X11.HK.EQUITY,0,0,0,0,0.28632686629715,0,0,0.343388962598276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184305336026197,0,-0.0930519057141713,0,0,0,0,0,0.163429351415626,0,0,0,0,0,0,-0.102864285105673,0,-0.133722139925907,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.024691531122512,0,0,0,0,0,0,0,0,0.0884903444529265,0,0,0,0,0,0,0,0.179992459684774,0,0,0,0,0,0,0,0.0927668095865586,0,0.132067275520747,0.0963446744228344,0,0,-0.0793660191822934,0,0,0,0,0,0,0.02513338584461,0,0.0276753782949284,0.299385979311443,0,0,-0.020604567703049,-0.0632547837693665,0.0682720404385493,-0.100811053340382,0
X600016.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.22673637789048,0.00830396527908652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811386172585999,0,0,0,0.237143773549994,0,0.14663341587421,0,0.271551563706744,0,0,0,0
