,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,1.73472347597681e-18,0.0358419538356414,0,0.094650368544129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953694979618653,0.453019423796898,0,0.684579237843098,-0.0684377792684369,0,0.151997015143534,0,0,0,0,0,0,0.0173470908711282,-0.250843559798626,0,0,0,0,0,0,0,0,0,0,-0.282923445837983,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.106317976872097,0.00899791201157825,0.098176788338724,0,0,0.047230500726304,0,0,0,0,0,0,0,0,0,0.267693146627556,0,0,0,0,0,0,0,0,0.140733449031376,0.037215145526778,0,0,0,0,0,0,0,0,0,0.197635306553529,0,0,0,0,0,0,0.0524293418339303,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.841506752267763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858923259194494,0.0690982863621522,0,0,0,0,0.0934464377902513,0,-0.00978714604085357,0,0,0,0,0,0,0.0562254572874047,0,0.0273451371381958,0,0,0,-0.0582551506139018,0,0,0,0,0,0,0,-0.0639467230592298
X601288.CH.EQUITY,0,0,0.881524178152234,0,-0.0746106875647965,0,0,0,0,0,0,0,0,0,0.0206335522281516,0,0.0636800952570721,0.118207984146633,0,0,0,0,0,0,0,0,-0.0312881050243827,0.0527302442767624,0,0,0,0,0,-0.0176081693484158,0,0,0,0,0,0,-0.109334482098497,0,0,0,0,0,0,0,0,0,-0.0356488265001835,0
X601628.CH.EQUITY,0,0.0437500013494387,1.73472347597681e-18,0,0,0,0.290315439320308,0,0,-0.0125667326361485,0,0,0,0,0,0,0,0,0,0,0,0,0.0213778817548092,0,0,0,0,0.0227836345616047,0,0,0,0,0,0,0,0,0,0.161641789781228,0,0.17094539332696,0,0,0,-0.0261002697159601,0,0.0796544340299994,0,0.118371712592071,0,0.0778871158550864,0.102358530661275,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19677049927517,0,0,0,0,0,-0.237454465433652,-0.203675796729752,0,0,0.0275379796646118,0,0,0,0,0,-0.0619135456392919,0,0,0,-0.0682191677456418,0,0,0,0,0,0,0,0,0,0,0.0347357310211739,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.391014743671847,0,0,0,0.0641585310035116,0.0336894591857435,-0.0147779005801211,0,0,0,0,0,0.0730837984113736,0,0,0,0.0237029860852574,0,0,0,0,0,0,0,0.134098948129316,0,0,0,0,0,0.249691214599485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481453472103308,0,0,0.0533759004799091,0.0503028475648285
X1299.HK.EQUITY,0,0,0,0,0.104389282933292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151008571659942,0,0,-0.0542503142801518,0,0,0,0,0,0,0.169471499466968,0,0,0,0,0,0.111239522930929,0.0852407351774346,0.0705662071537655,0,0,0,0.122508249027144,0,0,0,0,0.378737227734849,0,0,0.0780474103048046,0
X5.HK.EQUITY,0,0,0,0,-0.0711190308462014,0,0,0,0,0.0361761856629581,0,0,0,0,0,0,0.198207441845232,0,0,0,0,0.266938010577911,0,0,0,0.212132395803738,0,0.131381684945688,0,0,0,0,0,0,0,0,0,-0.0218930591333988,0,0,0,0,0,0.182557311612709,0.035173363479968,0,0,0,0,0,0.196268083136052,0.187752905745488
X388.HK.EQUITY,0,0.306379967366072,0,0,0,0,0,0,0,0,0,0,0,0,0.0283206053750499,0,0,0,0,0,0.549375307521088,0.245150892011789,0,0,0,0,0,0.222635735917877,0,-0.194235895613614,0,0,0,0,0,0,0.00351562656787225,0,0,0,0.0337136412709347,0,-0.505269468865159,-0.00404562393240362,-0.144556094308699,0,0.0225711112190382,-2.77555756156289e-17,0,0,0,0
