,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.284717687751372,0,0,0,0,0,0,0,0,0.219523741932829,-0.122996357895703,0,0,0,0,0,0,0,0,0,0,0,0,0.204224724956409,0,0,0,0,0,0,0.172141276289942,0,0.225563044506574,0,0,-0.266939687686283,0.0951443323349226,0,0,0,0,-0.0140809440737769,-0.0973222981449662,0,-0.0754194254579372,0,0,-0.104245119207685
X002142.CH.EQUITY,0.213476684103042,0,0,0,0,0,0,0.0534703301114796,0.0897436769285988,0,0,0,0,0,0,0,0.0725662084013948,0,0.0218457978470767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154254262093982,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0848875441316058,0,0,0,0.102848217029183,0.166709478255078,0,0,0,0,0,0,0.440504597159511,0,0.0391982376499421,0,0,0,0,0,0,0,0.00563213653850476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327091203254236,0,0,0,0,0,0.0871819506686467,0,0,0.0807528288829919
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287575597939452,0.0408060780813062,0,0,0,0.352902443229953,0.00817368695606307,0,0,0,0.0289549210365762,6.93889390390723e-18,0.201584379913529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163959462582674,0,0,0,0.0250766590642187,0,0,0
X600016.CH.EQUITY,0,0,0,0.411777438413132,0,0,0,0,0,0,0.111857467390526,0,0.0437707107668393,0,0,0,0.23261196513704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102693585839037,0,0,0,0,0,0,0,0.149022439316571,0.0255864871248639,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.238578462835296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685929297916513,0,0.211157379231198,0,-0.0525054367818684,0,0.0630238069352182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893053090667439,0.450736913865742,0,0.00187843328730355,0,0,0,0,0.116531525113831,0,0
X600919.CH.EQUITY,0,0.0144256065760283,0,0,0.0597761554280884,0,0,0,0,0.363330972768629,0,0,0,0.252216291174399,0,0,0.0767806009268974,0,-0.0154380649656993,0,0,0,0,0,0,0,0,0,0.0820948335470001,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945925757824161,0,0,0,0,0,0,0.0727479746894182
X601009.CH.EQUITY,0.377754388017251,0,0,0,0,0,0,0,0,0,0,0,0,0.214182819658388,0.0384012979169858,0.265288386037591,0,0,-0.0569081423619611,0,0,0,0,0,0.0455390830230176,0.0354095113768179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.507118455561965,0,0,0,0,0,0,0,-0.166874418338394,0,0,0,0.00284905610098118,0,0,0.157949621504263,0,0,0,0,0,-0.00890598404194099,0,0,0,0,-0.12978291430122,0,0,0,0,0,0,0.191699687757892,0,0,0,0,0,0,0.253860388636414,0.204129612754286,0.108609454625532,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.189141449529349,0.599777664880697,0,0,0,0,0,0,0,0,0,-0.0488697306283086,0.0117537118658218,0,0.220813142738195,0,0,0,0,0.0750692178870328,0,0.112843922656161,0.0383554604173133,0.0877243492410923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580114866711205,0,0,0,0,0,0,0,0,0.0186840907645631
