,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0
X002142.CH.EQUITY,0,0,0,0.196426936733862,0,0,0,0.228180963752041,0,0,0.21882726281861,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0185379972572905,0.161249529776829,0,0,0,0,0,0,0,0,0,0,0,0.0677501194252441,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353325435543065,0,0,0,0.139130218531832,0.218781526124162,0,0,0,0,0,0,0.15702066620966,0,0,0,0,0,0,0,0.0216072225471136,0,0,0,0,0.00726972471495037,0,0,0,0,0,0,0,0,0,0,0,0,0.0222420275973627,0,0.0768296520186351,0,0,0.115786730599051,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607622376581287,0.0660667672649568,0,0,0.100459485847861,0,0,0,0.0507655286137279,0.0516295286154153,0,0,0,0,0,0,0,0,0.0527764319196048,0,0,0,0.00183759806369638,0,0,0,0,0,0,0.0212868202022622,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.112731972280887,0.258334140069843,0,0,0,0,0.328863338206675,0,-1.38777878078145e-17,0,0.00623764804897934,0,0,0,0.105257384222957,0.0606387197852954,0,0,0,0,0,0.104239699262796,0,0,0,0,0,-0.0282234348253347,0,0,0,0,0,0,0,0,0,0,0.0362529122001742,0,0,0,0,0,0,0,0.00810760113957193
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264108190640405,0,0,0,0,0,0,0,0,0,0,0,0,0.274044388833828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875649867998781,0,0.202200297677076,0,0,0.034123648968905,0,0,0.0515818384718665,0,0,0.0142973825046571,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0
X601166.CH.EQUITY,0,0.0106016151155607,0,0,0.0472403485635892,0.170522936172434,0,0.0620356565075923,0,0,0,0,0.125967025366082,0,0,0.143247023871848,0.0705031862035465,0,0,0,0,-0.0527964593653446,0,0,0,0,-0.000720575788259099,0,0,0,0,0,0,0,0,0,0,0,0.0574897976819568,0,0,-4.33680868994202e-19,0.155504102533646,0,0,0,0.0972543732190613,0,0
X601169.CH.EQUITY,0,0,0,0.0357050862100402,0,0.0544122821567404,0,0,0,0,0,0,0.0124866176281345,0,0,0,0.200254989242929,0.153437050636244,0,0,0,0,0,0,0,0.0996051543016463,0,0,0.0512252801411922,0,0.0976419054381477,0,0,0,0,0,0,0.0746002812868135,0,0,0.0672286088307193,0,0,0.0675018712492441,0,0,0,0,0
X601229.CH.EQUITY,0,0.0780111956700598,0.104082302989298,0,0,0,0,0.0404813270143525,0,0,0,0,0,0,0.186349010115976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00438266496649395,0,0,0,0.444365736596382,0,0,0,0,0.195890867301452,0,0,0,0,0,0,0.0377481189761688
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.152981486599194,0.164910447788903,0,0.373102056463485,0,0.183395817246531,0,0,0,0.000796755548243116,0.0198297128753517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0996499614183884,0,0.0739986480180627,0,0,0,0.023638317085302,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0457845175241148,0,0,0,0.00837820234808781,0,0,0,0.326046221671362,0.062669998242494,0.064703819747857,0,0,0.032869028393571,0.0420957637046373,0,0.142604161287395,0,0,0,0,0,0.0517674755862838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214215931262315,-0.00674957268278342,0,0,0,0,0,0,0.0162966499214074,0,0
X601398.CH.EQUITY,0.139936362777733,0,0,0,0,0,0,0.0233000585962511,0,0,0,0.143795302538807,0,0,0,0.383316502255891,0.000196122335743372,0,0.0168221471682866,0,0.0309783275988724,0.0638569129503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03652789038272,0,0,0,0.0767495381372158,0,0,0,0,0.0330418890925265,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.290391348722142,0,0,0,0,0.0665233673344306,0,0.156467378806431,0,0,0.0766900560564915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985410679479914,0,-0.0153763151238698,0,0,0.150341734598324,0,0.0635524054369887,0,0,0,0.0305888565044503,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0.131216263527368,0.00367937163441859,0,0.183055261756074,0.0183135880602373,0.469937998192458,0.00495888829702313,0,0.107805920731401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146555320335728,0,0
X601988.CH.EQUITY,0,0,0,3.46944695195361e-18,0.260717696445001,0,0,0,0,0,0.00578314228449556,0,1.0842021724855e-19,0,0,0.284761295299826,0,0,0,0,0.0962066226965989,0,0,0,0,0,0,0,0,0,0,0.0449016307226834,0,0,0,0,0,0,0,0,0,0.109485250121464,0.278877112709316,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.31456086938438,0,0,0,0,0,0.0120547455316496,0,0,0.38783697958922,0,0,0,0.0631237497528255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.111276857571263,0,-0.359647665783767,0,0,0,0,0.366548055988276,0.0483629402648661,0,0.181480422612848,0.0567141463020864,0,0,0,0,0,0.107045458345619,0,0,0.0194341804936643,0,0,0,0,0.315275238341128,0,0,0,0.0364247946300721,0,0.0601300456335397,0,0.162168621501782,0,0.217271783396269,0.0160171225842002
X2388.HK.EQUITY,0,0,-0.0818001741595954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193717360172672,0,0,0.0714222056314074,0,0.0449352783488399,-0.00102013413189422,0.146476384616737,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359276427120356,0,0.0358003150142813,0,0.0291252264249944,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.266984522129187,0,0,0,0,0.123572525855737,0,0,0,0.385534021251221,0,0,0.195526963056758,0,0.370297018701605,0,0,0,0,0,0,0,0,-0.678562910278491,0,0,0,0,0.106551721288456,0,-0.216949069226401,0,0,0.0740038543024689,-0.240435516286164,0,0.1695234839212,0,0,0,0,-0.246542813765212
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218663539108991,0,0,0,0,0,0.180166314598514,0,0,0.252342581643459,0,0,0,0,0,0,0,0,0.198341511639448,0,0.1949158226466,0,0,0.21051597532956,0,0,0,0,0,0,0.207646359752307,0.0489197802778659,0,-0.0609245983406085,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608392023663305,0.022558519809395,0,0,0,0,0,0,0,0.157194896981883,-4.33680868994202e-19,0,0.0838259671526607,0,-3.46944695195361e-18,-0.151186470918759,0,0,0,0.0847633268474966,-0.00481273762153477,0,-0.0747995245642074,0,0,0,-0.120629146803041,0.364615304994613,0,0.0631148989690185,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0853108877470691,0,0,0,0,0,-0.0339787939198484,0,0,0,0,0,0,0,0,0,0,0.0564007227805831,0,0,-0.33057617033876,0.139453349780541,-0.222022525573669,0,0,0,0.241640370993596,0,0.0518097540455663,0,0,0,0,0,0,0.265161656534495,0.159404716266488,0,0.144497812582474,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0356960445087977,0.00615162264591874,0,0.467061694136641,0,0,0.15698375080697,0,0.0104146163175219,0,0,0.239865910604419,0.116001633909068,0,0.0379065275375853,-0.0743779672590921,0,0,0,0,0,0,0,0,0,0,-0.0374113067012536
X000776.CH.EQUITY,0,0,0,0.0621601026769565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338771073535445,0,0,0,0.388096546417783,0,0,0,0,0,0,0.106821268281566,0,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105663269914463,0,0.00886792292106725,0,0,0,0.111731791642749,0.0968210436393078,0.229013866360016,0.195050624583263,0,0,0.183946605837058,0,0.0844104869009823,0.0761035041406352,0,-0.00873515250285948,0.154071392699827,0,0,0,-0.0763403720516711,0,0,0,0.040113346659611,-0.0703767089250023
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.000277120661802167,0,0,0,0,0.0303673881504629,0,0,0,0.0577102672211671,0,0,0,0,0,0,0,0,0,0.531030809330188,0,0,0,0,0,0,0,0,0.118163617145609,0,0,0,0,-2.16840434497101e-19,0.0363744621512027,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0283991718545324,0,0,-0.0345129035702366,0,0,0,0,0,0,0,0,0,0,0.0485294549418474,0,0,0.122994288170473,0,0,0.218980773730222,0,0,0,0,0,0.0498453641567443,0.477237247463437,0.0706452290164293,0,0,0,0.0702480263394843,0,0,0,0,0,0.00463835734638577,0,0.021860237948315,0
X600837.CH.EQUITY,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388912342668853,0,0,0.112177935968795,0,0.105857469682712,0,0.335569299442922,0.216728351329668,0,0,0,0,0,0,0,0,0,0.0388782723034142,0,0,0,0,0.0372908324675184,0,-0.0193860772879133
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.132563215904608,0,0,0,0,0,0,0,0,0,0.0127363401028991,0,0,-0.0847149589249902,0,0.232411772892557,0,0,0.098396018451152,0,0,0,0.122900150390006,0,0.214585257035046,0,0.0947730252216845,0,0,0,0,0,0,0,0,0,0,0,0.0319729292939024,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,-0.0122711572969871,0,0,0,0,0,0,0,0,0,0,-0.0108423070193683,0,0,-0.0585407130955935,0,0,0.16041399816636,0.0893737323362339,0.0370352970685017,0,0.40891479572334,0,0.0463870637569051,0,-0.0723544663914878,0.248691234699532,0.0275465053249038,0,0.0315682146878372,0.0184283842794656,0,0,0,0,0,0,0,0,0,0,-0.0224671690539816
X601066.CH.EQUITY,0,0,0.071108417788107,0,0,0,0,0,0,0,0.0652693990052182,0,0,0,0,0,0,0,0,0,0,-0.170487253832797,-0.117328325574517,-0.132835014431574,0,0.251934594626216,0,0.141803762337159,0,0.190650555704203,0,0,0,0,0,0,0,0,0,0.386862928034658,0,0,0,0,0.012979175121239,0,-0.114617582090077,0,0.2463385060812
X601211.CH.EQUITY,0,0.0260924457500552,0,0,0,0,0.0480239156326887,0,0,0,0,0,0,0.0124100547614244,0,0,0,0,0,0,0,0,0,0,0.31605017516667,0,0.0895721770462779,0,0.0768217641222966,0.0787177922079533,0,0.32044779421613,0,0,0,0.0428327104652274,0,0,0,0,0,0.114052983203308,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0.0982971817256815,0,0,0,0,0,0,0,0,0.00774613534116146,0.0312017869313488,0,0,0,0,0.0486549543013919,0.0310445347326628,0,0.0277166493848644,0,0,0.0869970585671944,0,0,0,0.515560953931205,0,0,0.104291008888011,0,0,0,0,0,0,0,0,0,0,0.041340902951882,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.069614735718828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172255821785748,0,0.311102102607995,0.0436449493779407,0,0.0526387341120868,0,0,0,0.165791434384564,0,0,0,0,0,0,0.0901465474056491,0,0,0.14306002128316,0,-0.0369446930928667
