,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.288216522127646,0,0,0.297310438962199,0,0.0406310708431554,0,0.257088630090699,0,0.0460692294520296,0,0,0,0,0,0,-0.00805682264551303,0,0,0,0,0,0,-0.168968604285053,0,0,0,0,0,0,0,0,0,0,0.13648502031999,0.0530726501809185,0,0,-0.0730357640832808,0,0,0,-0.103754835817301,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.288789354031427,0,0.322198916005724,0,0,0,0.204059689032708,-0.0864392975475578,0,0,0,0,-0.265794096336918,0.0152359780667668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160901112472458,0,0,0,0,0,0,0,0,0,0.0961941476262596,0,0,0,0,0,0.0141364109314501
X600000.CH.EQUITY,0.194654231248039,0,0,0.049447745545088,0,0.202892931518386,0.0393721754385069,-1.73472347597681e-18,0,0,0.0766710861600314,0,0,-0.0284447434094788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458032676361468,0,0.0791045448162466,0,0,0,0,0,0,0,0,0.250869024495424,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0990839807391105,0,0.187599286701014,0,0,0,0.239833065849209,-0.142296113685495,0,0,0.173962407845773,0.0757760098096164,0,0,0,0.0637651398868665,0,0,-0.00634022141930703,0,0,0.166215492306362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782225892326563,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.137567306015214,0.11185687826025,0,0.0525350203766516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167437755666227,0,0,0.563214314476765,0,0,0,0,0,0.232608292979589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.142105387430423,0,0,0,0,0,0.0396763572578521,0.209426434134818,0,0.0156624319741364,0,0,0,0,0,0,0,0,0.252171326598834,3.46944695195361e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0341598605817968,0.0337024093991419,0,0,0,0,0,0,0.00140156030897507,0,0.0785344356196581,0.229948719808733,0,0,0,0,0
X600919.CH.EQUITY,0,0.126501833344551,0,0.00359768292882809,0,0.0638719791777629,0,0.103221934532182,0.0833125244322234,0,0.10009329948256,0,0.0316154604886534,0,0.0234401638211634,0.0937045481332275,0,0,0,0,0.118683546962454,0.0689819313314207,0.0879166087107122,0.0393910746996983,0,0,0,0,0,0,0,0.10501296804969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.122110267247647,0,0,0,0.0374009462451853,0,0,0,0.518426153479239,0,0,0,-0.229021121883091,0,0.187158697566653,0,0.0790294212880433,-0.0353003712020666,0,0,0,0.00868927931743674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661215860985471,0,-0.0338969420326043,0,0,0,0,0,0,0,0.00986950709684524,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0.0824106494003934,0,0,0.132347824924349,0,0.210280632108321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183879122993163,0,0,0,0,0,0,0,0,0,0,0,0,0.0255873994554282,0,0,0.0345982948366366,0,3.46944695195361e-18,0,0,0
X601166.CH.EQUITY,0.504588533152453,0,0,0,0,0.130373666582145,0,0.268477538201879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115800234530001,0,0,0.0134902794119408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454727847807024,-0.0188626037070054
