,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.200656960910618,0,0,0,0,0,0,0,0,0.223756897795016,0,0,0,0,0,0,0,0.0609229777584538,0,-0.121016043223513,0,0,0,0.272580870353927,0,0,0,0,0,0,0,0.110228353489997,0.303352962692635,0,0,-0.257744337543639,0,0,0,0,0,0,0,0,0,0,0,-0.0319316767458895
X002142.CH.EQUITY,0.151436432854793,0,0,0,0,0,0,0.104900785014446,0.0842650597258828,0,0,0,0,0,0,0,0.145810143595514,0,0.0523373667078708,0,-0.0179634270984737,0,-0.025137277073988,0,0.0628786599826873,0,0.00471009372038324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104074237703704,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.193311412592649,0.00402745240639374,0,0,0.0885508717331543,0.170643299396706,0,0,0,0,0,0.00769595653030191,0.255070015249584,0,0.221945527717701,0,0.0370322007997727,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313916997713024,0.0942609809659237,0,0,0,0,0,0.0682880344888748,0,0,0
X600015.CH.EQUITY,0.0173649662889396,0,0,0,0,0,0,0,0,0.263586420144348,0.00195054502499872,0,0,0,0.404035008398789,0,0,0,0,0,0,0.0106036227800022,0,0,0,0,0,0,0,0,0,0,0.0442347966460011,0.129444202223793,0,0,0,0.0485111254127197,0,0,0,0.0618926942225182,-4.33680868994202e-19,0,0,0.0822196160723603,0,0,0
X600016.CH.EQUITY,0,0,0.181201405193726,0.248510804844974,0,0,0,0,0,0,0.0320698363578867,0,0.199862674225992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596999008303105,0,0,0,0,0.00765259275884619,0,0,0,0,0.126157566058947,0,8.67361737988404e-19,0,0.0828420759888622,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.237788327352144,0.0564610806627353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841391975827266,0,0.215709776097556,0,-0.0350489855870763,0,0.050057235870544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630857980320241,0.417402875125045,0,0.0143261975676994,0.0089580653659385,0,0,0,0.058620746705039,0,0
X600919.CH.EQUITY,0,0.00959212604036443,0,0,0,0,0,0.0300935208687403,0,0.223629105347236,0,0,0.193659367538359,0.139224217889008,0,0,0.0663734186074339,0,-0.0374746154177216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417661878808668,0,0,0,0,0,0,-0.0331854361754033,0,0
X601009.CH.EQUITY,0.0550336487907714,0,0,0,0,0,0.345373191746863,0,0,0,0,0,0,0.210705529028644,0.148979594698701,0.0832436947615028,0,0,-0.0522888610655608,0,0.134036577671272,0,0,-0.0714885834837652,0.0345641604845445,0,0,0,0,0,0,0,0,-0.0565856582189612,0,0,-0.0666023372841447,0,0,0,0,0,0,0,0,0.0470980754718448,0,0,-0.17429808644504
X601166.CH.EQUITY,0,0.376806117118358,0,0,0,0,0,0.0102888109585115,0,0,0,0,0,0,0,1.38777878078145e-17,0.151156150967976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11684973410579,0.377251855381246,1.38777878078145e-17,0,0,0,0,0
X601169.CH.EQUITY,0,0.0380413147199209,0.0837746204631913,0.542491763534715,0,0,0,0,0,0,0,0,0.254006937442133,-0.0834871165034631,0.0229278825192358,0,0,0,0,0,0,0,0,0.125148368984311,0,0,-0.00674656645071723,0,0,0,0,0,0.0688225842345408,0,-0.0357709684067697,0,0,0,0,0.118713168399153,0,0,0,0,0.015400437432582,0,0,0.145086683132722,0.0365224539131082
