,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.21679077820594,0.0229803406758481,0,0,0.401141486168543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197232357004465,0,0.0560567790244578,0,0,0.0445151627022499,0,0,0.0640933089132397,0.025153914560507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083871767843551,0.0497454980742732,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431026,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,-0.00870765467018783,0,0.163521455155111,0,0,0,0,0,0,0.111183296960755,0,0.069936875509586,0,0,0,0,0,0,0,0,0,0.0743430374095867,0.182848444045395,0,0,0.0745108888934241,0,0,0,0,0,0,0,0,-0.12781947805691,0,0,0,0,-0.0808244486093869,0,0,0,0,0,0,0.23400863502753,-0.0330595672180234,-0.0624690331346003,0
X601939.CH.EQUITY,0.623269666924124,0.0188842825134138,0,0,0,0,0,0,0.104843412375057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18437680983814,0,0,0,0,0,0,0,0,0.148484658324202,0,0,0,0,0,0,0,0,0,0,0,0.129075980864183,0,0,0
X601288.CH.EQUITY,0,0,0,0.0878843798236477,0,0,0,0.398389138798703,0,0,0.110507202096497,-4.33680868994202e-19,0.0296548039086194,0,0,0,0,0,0.0773652859771607,0,0,0.0436434060187774,0,0,0.171087315753,0,0,0,0.00978882220857248,0,0,0,0.159319810567259,0,0,-0.0576958682649948,0,0,0.00543791209249073,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014308437274202,0.0178117165479239
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0828621575235389,0.016714818541858,0.291541450086435,0,0,0,0,0,0.0566551264958565,0,0,0,-0.0549579794858393,0.0236256993147608,0,0,0,0,0,0,0,0,0.157188646500092,0,0,0.000716208902658527,0,0,0,0,0,0,0,0.204070576974544,0.243393476618749,0,0,0,0,0,0.153402291832782,0,0,0,0,0.18071530874754
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.145364701350443,0,0,0,0.415464454495947,0,0,0,-0.015140739779393,0,0,0.0417232055645551,-0.093658929206901,0,0,0,0,0.167944082911115,0,0.0585669512831059,0,0,0,0,0.0948595761953256,0,0,0,0,0,0,0,-0.187906178672736,0,0,0,0,0,0,0,0.0388351403317944,0,0,0,0,0,0,0,0.0785924484214496,0,0,0,0
X5.HK.EQUITY,0,0.193225926263583,0,0.0843447336796395,0,0,0,0,0,-0.145693495370563,0.0281188010145746,0.0542289443241652,0,0,0,0,0,0,0,0,0,0,0,0.166213881975581,0,0,0,0.142210863253268,0,0,0,0,0,0,0,0,0,0.282969751229507,0,0,0,0.0603610268187346,0,0,0,0,0.0199893163512723,0,0,0,0,-0.068835935048253,0
X388.HK.EQUITY,0,0,0,0,0,0.0712504189375817,0,0,0,0,0,0,0,0,-0.0424954444592089,-0.0995604243488534,0.353649471656327,0,0,0,0,0,0,-0.0504453972311077,0,0,0,0,0,0,0,0,-0.198247703990645,-0.0647845978874342,0,-0.164104667590806,0,0,0.16793182744655,0,0,0,0.0547726668758307,0,0.0682973603909898,0,0.134944228836747,0,0,0,0,-0.51549923283152,0
