,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00538866151694642,0,0.231897682506487,0,0,0,0,0,-0.216378065829559,0,0,0,0,0,0,0,0,0,0,0,0.470061034055543,0.475027262493326,0,0,0.10461934988951,0,0,0,0,0,-0.0825224174212782,0,0,-0.180865805968221,0,0,0,-0.618058618765339,0,0,-0.0944218270283096,0.0352180894235639,0.0321861367795204,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0323435817309437,0,0,0.213850299348158,0,0,0,0,0,0,0,0.25449455233095,0.223339374335698,0,0,0,0,0,0,0,0,0,0,0.0326251767606536,0,0,0,0,0,0,0,0,0,0,0,0,-0.00864350675737226,0,0,0,0,0,0,0,0,0,0.00658273669510349,0,0.23612468608673,0,0,0,-0.131013689461534
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279294083687158,0,0,0.328581492983044,0,0,0.0593530137781145,0,0,0.018652545756903,0,0.10491385815061,0,0.0643348969753785,0,0,0,0,0,0.0686580015907465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609406583253634,0,0,0,0,0,0,0,0.00589819810014392,0.0268998235536568
X601988.CH.EQUITY,0,0,0,0.287183599264897,0,0,0,0,0,0.359791082836156,0,0.145258104723232,0,0,0,0,0.200364454863694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237053059707722,0.0560765053904877,0,0,0,0,0,0,0,0,0,0,-0.15164409912659
X600036.CH.EQUITY,0,0.0870723921607985,0,0,0,0,0.0349765408614037,0.0623112371924315,0,0,0,0.114591700746987,0,0,0,0,0,0,0,0.12674231427122,0,0,0,0,0.0166649340641003,0,0.00162438341326092,0,0,0,0,0,0,0.387369891172232,0,0,0,0,0,0,0,0,0,0,0,0.0727798363907789,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.27519457342196,0,0,0,0,-0.0681358741928543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953748075269532,0.155131964547755,0.156463025310435,0,0,0,0.0747217038961403,0.0310288257534633,0,0.0344997976080915,0.0336246304120546,0,0,0,0,0,4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386685790031296,0,-0.0558433143646359,0.0410686035262514,0.040687643696298,0,0,0,0,0.187345975390608,0,0,0,0,0,0.157755825556673,0.141918143090065,0,0,0,0,0.189067684602897,0,0,0.31646672205042,0,0,0,0,0.154209319227728,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0482104928142459,0,-0.0656688363328599,0,0,-0.543686040425159,0.804263334838271,0,0,0.132053380816388,0.637170935471429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.181379870714746,0,0,0
X601658.CH.Equity,0,0,0,0.0410457130642753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294571303859917,0.0540651144315848,0,0,0,-0.006834409408062,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.21760697121992,0,0,-0.0123336657896114,0,0,0,0,0,-2.16840434497101e-19,0
