,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239053374414091,0,0,0,0,0,-0.206486972422869,0,0,0,0,0,0,0,0,0,0,0,0.45975184380938,0.45552034730916,0,0,0.111307784462461,0,0,0,0,0,-0.0830364542971462,0,-0.180456135780545,0,0,0,-0.617179802861758,0,0,-0.0895830805213532,0,0.0320226161414541,0,0,0.0317499208621052,0,0,0,0.00784160036170825,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0,0
X601939.CH.EQUITY,0.061860341376524,0,0,0.175970361393559,0,0,0,0,0.0716732896412987,0,0,0.373532446028005,0.117092905025912,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0036086859559378,0,0,-0.00695052211221224,0,0,0,-0.040434502356986,0,0,0,0,0,-0.0407408232668294,0,0,-0.0339580354827405,0,0,0,0,0,0,0.0541424028363827,0.32281182188688,0,0,0,0.0357252388701506,-0.0733727437480021
X601288.CH.EQUITY,0,0,0.21929998727314,0,0.401039436686021,0,0,0.0619949456306845,0,0,0.0169907501429796,0,0.140332116243712,0,0.0540089203937458,-0.0150788094727878,0,0,0.0593008137365942,0,0,0.0183416005062335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735611433768953,0,0,0,0,0,0.0263614603736522
X601988.CH.EQUITY,0,0,0.352950794941493,0,0,0,0,0,0,0.221652192865664,0,0,0,0,0,0,0.205906172755032,0,0.0616183080437436,0,0,0.0439931256244423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.407405797038001,0,0,0.0374225672301577,0,0,0,0,0,0,0,0,0,-0.139561438043568
X600036.CH.EQUITY,0,0.00733236820635921,0.0911114430025375,0,0,0,0.0312420807144419,0.0622828745131559,0,0,0,0.105273776582644,0,0,0,0,0,0,0,0.127929272389829,0,0,0,0,0.00973095407106624,0,1.0842021724855e-19,0,0,0,0,0,0,0.390299713528535,0,0,0,0,0,0,0,0,0,0,0,0.0782685239565387,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.293151498115181,0,0,0,0,-0.0677914587230955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698852678785,0,0,0,0,0,0,0,0,0,0,0.0820835418789768,0.189207089174859,0,0,0.140728198191716,0.0510234826338215,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0380689615407909,0,0,-0.0528169226965368,0.0409428784516891,0.0407755694772333,0,0,0,0,0.186397854673583,0,0,0,0,0,0.155861064814997,0.139915473475144,0,0,0,0.186369918320873,0,0,0,0.317114517592796,0,0,0,0,0.13541851444601,0,0
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405312180529583,0,0,0,0,-0.452889026846364,0.652313906014595,0,0,0.121505748498501,0.61440738455082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497980046937439,0,0,0,0,0,0.181870748796417,0,0,0
X601658.CH.Equity,0,0,0,0.0294872786275423,0.00542025611624215,0,0,0,0,0,0,0,0,0,0,0,0,0.254893034455805,0.120304419566413,0,-0.0850721118034424,0,-8.67361737988404e-19,0,0,0,-0.00596574700046643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270130054075459,0,0,0,-0.0321653232240272,0,0,-1.73472347597681e-18,0,0,0,0
