,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X823.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.152871381726265,0,0,0.0334508674552304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596440934077688,0,0.216218391733741,0,0.0527585773388011,0,-0.122108153009035,0,0,0,0,0,0.280284960796533,0,-0.169337105727649,0,0,0,0,0,0,0,0,0,0,-0.123647438246184,0,0,0,0.00658505236166039,0,0
X601318.CH.EQUITY,0,0,0,0,0.0878794047122649,0.0265784144668698,0.0602588461836325,0,0,0,0,0,0,0,0,0,0,0,0,0.287181115231784,0,0,0,0,0,0,0,0,0,0,0.15272488016995,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.309405369716501,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.843551782995634,0,0,0,0,0.0150077612248967,0,0,0,0,0,0,0,0,0.0204913064266532,0,0.0516761186339629,0,0,0.00510244689287642,0.0116103329368608,0,0,0,0,-0.126224597201871,0,0.0936608431845247,0.0865818335560518,0,0,0,0,0,0,-0.0165803375811019,0,0,0.042058424639485,0,-0.0740112653037872,0.0214501104734,0,0,0,0,0,0.0700255201067541,0,0
X601288.CH.EQUITY,0,0,0.765704190208726,0,0.000510579617187302,-0.0446075658942646,0,0,0,0,0,-0.0173155044910175,0,0.299140615079753,0,0,0,0.125541285624505,-0.0180007411926541,0,0,0,0,0,0,-0.0737707750119347,0.00383810451756298,0,0,0,0,0,0,0,0,-0.0922519158324295,-0.0930327352662539,0,0,0,0,-0.0215701715846279,0,0,0,0,0,0,0,0,-0.0190963456667049,-0.011686387578494,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.661298579456982,0,0,0.292730691776846,0,0,0.112483350300405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942130120669207,0,0,0,0,0,0,0,0,0.0514664382781548,0.00308622070116062,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.283559589431279,0,0,0,-0.0202157552046986,0,0,0,0,0,0,0,0,0,0,0,0.0362902662703053,0,0.053627874045281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207264213405318,0.121281328186361,0,0,0,0,0.0793116547472747,0,0.0809187983744403,0.07624075085001,0.0512703136940016,0,0
X600036.CH.EQUITY,0,0,0.257668003196298,0.186320340784451,0,0,0,0.117066095744599,0.0844871802198916,0,-0.0536825986458981,0,0,0,0.0567582617768635,0,0,0,0,0.0176847310024945,0,0,0,0,0,0,0.0285755676865397,-0.0157344875733722,0,0,0,0,0,0.261134081570505,0,0,0,0,0,0,0,-0.0131071734761223,0,0,0,0,0,0,0,0.0725535515651225,0.0326518094120233,0,0.0499944848085368
X1299.HK.EQUITY,0,0,0,0,0,0.0882457820200472,0,0,0,0,0,0,0,0,0,0,0.0321799170035016,0,0,0,0.182635835327001,0,0,-0.0610005631429393,0,0,0,0,0.165723424917258,0,0,0,0,0,0,0,0,0.023193861411955,0.039044018770976,0,0,0.174901690680984,0.117095200337336,0,0,0,0,0,0,0.443780883710631,0.0843111199985133,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.0453473943108745,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.133395980643718,0,0,0.0140434334501174,0.169030819005021,0.125737174954573,0,0,0.123318098849215,0,0,0,0.0229964782558093,0,0,0,0,0,0,0,0.165233877496495,0,0,0,0,-0.0453481002165902,0,0.248902081639562,0,0.127928468297193,0,0,0,0,0.279967135812795,0,0
X601658.CH.Equity,0,0,0,0.231621606372711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207949712781289,0.190614865619756,0,-0.0956948324929593,-0.00500009791235784,0,0,0,-0.117984602616006,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837346128255536,0,0,0,0.373548176252086,0,0,0,0,0,0,0,0,0,0
