,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.294934639128971,0,0.0288305109142811,0,0,0.431660455822768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107791787779223,0,0.023742848723083,0,0,0,0,0,0,0,0,0,0,0.0889343516295733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221376600719215,0,0,0,0,0,0.0288642786692647,0,0,0,0.0642036236716818,0,0,0.241543370692939,0.0011072295679079,0,0,0,0.102566063052442,0,0,0,0,0,0,0,0,0,0.0865053176451827,0,0.0649959405395474,0,0,0,0,0,0,0.0257688183826613,0,0.0220440594967032,0,0,0,0,0,0,0,0,0,-0.0368451104484991,-0.0736866954861096
X601939.CH.EQUITY,0.470069222929665,0.148914781031803,0,0,0,0,0,0.256226269847547,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177622762697232,0,0,0,0,0,0,-0.00283726181289217,0,0,0,0.116586058708361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137373023968316,0.19546652113305,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0233717006242974,0.493009666073476,0,-0.109834478646657,0,0.1150776060292,0,0,0,0,0,0,0,0,0,0,0.0513196237967436,0,0.0357263293165044,0,0,0,0,0,0.059402166545429,0,0.0646722291586488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498441790770365,0,3.46944695195361e-18,0,0,0,0
X600036.CH.EQUITY,0,0.109242732634418,0,0,0,0.0788611029183757,0,0.086551797622421,0,0,0,1.73472347597681e-18,0.112703890872673,0,0.00888573676376692,0,0,0.00703560667726387,0,0,0,0,0.0124145876343788,0,0.0899488402112496,0,0,0,0,0,0.0749609645190892,0,0,0,0,0,0,0.0403994985322867,0,0,0,0,0,0,0,0,0,0,0,0.344455888576057,-0.222511194047597,0,0
X1299.HK.EQUITY,0,0,-0.15279766873143,0,0,0,0,0,0,0.212503343975731,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0210991987900875,0,0,0,0,0,0,0,0,0,0.224112779517466,0,0,0,0,0.13539952563589,0,0.193764822590339,-3.46944695195361e-18,0,0,0.277515950685598,0,0,0,0.133901057929479,0,0,0,0,0
X601628.CH.EQUITY,0.150931307397923,0,0,0,0,0,0,0,0,0,0,0,-0.00293040209484696,0,-0.264824733188015,0,0,0,0,0,-0.0870206450645298,0.214308672949498,0,0.0301005911128645,0,0,-0.143132244600762,0,0,0,0,-1.73472347597681e-18,0,0,0.627426263699711,0,0,0,-1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0312173267984601,0,0,-0.00624999568216303,0
X601988.CH.EQUITY,0.0804259639888599,0,0.0909884952468744,0.343818342416738,0,0,0,0,0,0,0,0,0.232673492848265,0,0,0,0.112733821824948,0,0,0,0,0,0.016925677573741,0,0.0384503905827777,0,0,0,0,0.131080520972141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221595406758302,0.110612050907904,0,0,0,0,0,0,-0.00737675287406974,0,0,-0.0853357212053162,0,0,0,0,0,0,0,0,-0.333877928373879,0.138294030025177,0,0,0.166295289667296,0.117833130985323,0,0,0,0,0,0.0684871047944358,0,0,0,0,0,0,0,0.172135367034031,0.0599822770010101,0,0,0,0,0,0,0,-0.0812982875646912,0.10699313179255,0,0
X388.HK.EQUITY,0,0,0,0,-0.12567714725235,0.257481647324168,0,0,0,0,0,0,0,0,0,-0.085988406136996,0,0,0,-0.140148557441016,0,0.374566349988828,0.00862872600572193,0,0,0,0,0.109639194226049,0,0,0,0,-0.0448464037413114,0,0,0,0,0,0.128641057839006,0.0582243867132105,0,0,0,0,0.223039863264237,-0.138238453302583,0,0,-0.0762720200593435,0,0.179199558639877,0,0
