,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.296541701932952,0.371642791328329,0,0,0,-0.0477065848047869,0,0,0,0,0,-0.00135831863142025,0,0,0,-0.104997669618414,0.00235672125013838,0,0,0.115853552319767,0,0,0,0.168123360162578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594620222235963,-0.016539279826898,-0.131422832979316,0,0.0392929972202697
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543282,0.0607336026981271,0,0,-0.0123032760236148,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0,0
X601939.CH.EQUITY,0.366607793634188,-0.0274844954715971,0,0.117443864601937,0,0,0,0,0,0,0,0,0.225212721380952,0,0,0,-0.0277787560254765,0,0,0.0997074986554407,0.0495500724543019,0,0,0.0966948027275153,0,0,0,0,0,0,0,0,0,0.028978602300316,0,0,0,0,0.277451275465145,0,0,0,0,0,0,-0.0140414334500055,0,0,0,0,0,0.0916564034000838
X601288.CH.EQUITY,0.392716869288746,0,0.206374713655305,0,0.151946352983681,0.0740668678088427,0,0.0445493784160936,0,0,0,0,0,0,0.0213652394439562,0,0,0,0,0,0,0,0,0,0,0,0,0.0733165105030825,0,0,0,0,0,0.047680463187602,0,0,0,0.0590817803189034,0.164157668992513,0,0,0.021749478343759,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.243267004958722,0,0.00363229426549989,0,0,0,-0.044407870567658,-0.317829072887233,0,0.252833023247866,0,0,0,0.0569293911105337,0,0,0,0.147893821415074,0.0313756927565114,0,0,-0.08787872160138,0.593423230401736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448228977507973,0,0.0867874273709717,0.0504417209910774,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.314620277349659,0
X601988.CH.EQUITY,0.0223726787673412,0,0.144163673210998,0.259769489857895,0,0,0,0.0797515379201345,0,0.112565817344724,0.283776946945813,0,0,0,-0.334473504818693,0,0,0,0,0,0,0.0471177384361216,0,0,0,-0.0457603756604347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103910329385967,0,0,0,0,0.119054230628466,0,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0,0
X601628.CH.EQUITY,0,0.234709745491526,0,0,0,0,0,0,0,0.0264742566284464,0,0,0,0,0,0,0,0,0,0,0,0,0.0642884033984529,0,0,0,0,0,0,0,0,0,0,0.116311810115491,0,0,0,0,0,0,0.175479539044317,0,0,0.0979062539163459,0,0,0,-0.0306294658698293,0,0,0,0.106870464217675
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689283407043082,0,0,0,0,0.195414536540903,0.0166697790587138,0,0.112192272758417,0,0.187495976945086,0,0,0,0,0,0.342241900857178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701097332857965,0,0,0.0199146643231476,0.0229326593779487,0,0
X601166.CH.EQUITY,0.0538359524601117,1.73472347597681e-18,0,0,0,0.102425828219454,0,0,0,0,0,0,0,0.203428875132916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461108903739012,0,0,0.227382403020944,0,0,0,0,0,0.131759771843315,0,0,0,0,0,0,-0.0584762098736301,0,0,0,0,0.0545595923512468
