,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.135074816133482,0,0.0165923346087157,0,0,0,0,0,0,0.27576957703071,0.244724368640623,0,0,0,-0.0878615820956909,0,0,0,0,0,0,0.020217773846789,0,0,0,0,0,0,0,0,0.0222677514741342,0,0.261118087397274,0,0,0,0,0.0409237480327413,0,0,0.0551846726496084,0,0,0,0.0199040777132003,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0,0
X601939.CH.EQUITY,0.492558909664164,0,0,0,0,0.182862899091303,0,0,0,0,0,0,0,0.0691636275699659,0,0,0,0,0,-1.73472347597681e-18,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372934753106828,-0.113399583011442,0,0,0.0443393715870548,0,0,-0.0482305338811588,0,0,0,0,0,0
X601288.CH.EQUITY,0.612801871984617,0.0831329916560497,0.114574225535562,0,0.0467742322295092,0.0199148945704459,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00619048665310782,0,0,0,0,0,0,0,-0.0388596591650033,0,0,0,0,0,0,0,0,0,0.117977814077376,0,0.0353745600593721,0,0,0.0529531863555383,0.180780070569046,0,0,0.0314249644471305,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0392658801777929,-0.0374982145628726,0.118911368728466,0.0569617677740442,0,0,0,-0.139101202092819,0,0,0.0649013961168767,0.260001444328618,0,0,0,0,0,0.705099014051835,0,0,0,0,0,0,0,0,-0.149920988543465,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.124642371404556,0,0,0,0,0,-0.0211896882572349
X601988.CH.EQUITY,0.133281381539894,-1.73472347597681e-18,0.203855420906364,0.0663688196107473,0,0,0,0,0.0773913568396612,0.105212472935609,0.103797160290361,0,-0.277171919012326,0,0,0,0,0,-0.0165260604637071,0,0,0.2117888933057,0,0,0,0,0.163237565472842,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0100859097403239,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0668067553802954,0,0,0,0,0,0.225779217677597,0,0.15867743943564,0,0,0,0,0,0,0,0.105061496398742,0,0,0,0,0,0,0,0.14120772750831,0,0,0,0.0336159820381198,0.0957691771721065,0,0,0,0.0381764321460164,0,0,0,0,0,0.0406833540987355,0,0,0.0159180801322073,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183433002365262,0,0,0.0346674047798882,0,-0.0996786208683754,0,-0.0498603079055047,0,0,0.272198467662668,0.262996721372173,0,0,0,0,0.121475073439079,0,0,0,0.137263427172759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17851959844921,0,0,0
X601628.CH.EQUITY,0.106218187379721,0.359660989081482,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.086778931195593,0,0,0,0,0,0,0,0,0,-0.0313581644942413,0,0,0,0.0818924021460953,-0.241390144549489,0,0,0,0,0,0,0,0.236416806342254,0,0,-0.0863276311082166,0.122078524713499,0,0,0,0,0,0.149011247630507
X601166.CH.EQUITY,0.174731145110035,0,0,0,0,0.0797545537481722,0.298212056495241,0,0,0,0,0,0,0,0,0.417718809907685,0,0,0,0,0,0,0,0,0,0,0.0561908430322026,0,0,-0.093029605543298,0,0.109515200481768,0.0301964366499279,0,0,0,0,0,0,0,0.0900348971458875,0,0,0,0.106850649681384,0,0,0,0,0,0,0.0251993171333995
