,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146663959824696,0,-0.0455233647092426,0,0,0,-0.316001482078365,0,0,0.502438137471277,-0.231764681029004,0.141735491745886,0.11319255292435,0,0,0,0,0,0,0,0,0.308228526226831
X601318.CH.EQUITY,0,0,0,0,0,0,0.171496684392697,0,-6.93889390390723e-18,0.0209450101326694,0,0,-0.0430275889173155,0.0925079513423044,0,0,0,0,0,0,0,0,0,0,0.182958760131018,0,0,0,0,0.0340692495367803,0,0,0,0,0,0,0,0.439925292477207,0,0,-0.0414042229378263,0,0.0516011181760779,0,0,-0.0231096941844117,0,0,0.114305442323278,0,0.0186894411084868,0
X601939.CH.EQUITY,0.401547819361043,-0.195026775693087,0,0,0.076150249887587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129847731974139,0,0,0,0,0,0.262485054214924,0,-0.0214390122226367,0,0.0637598088706854,0,0,-0.0941372149931027,-0.354121388168609,0,0.62859392662155,0,0,0,0,0,0.0409315780061385,0,0.0842021476331603,0,0,0,0,-0.013223453207551
X601288.CH.EQUITY,0,0,0,0,0,0.0900449415875424,0,-0.196255275267845,0.0634649520632206,0,0.280712755298987,0.314681400412814,0,0,0,0,0.166891186254681,0,0,0,0,0,0,0,0,0,-0.0172577465298756,0,0,0,-0.369032243062252,0,0,0,0,0,0,0,0,0,0,0,0,0.0206871122500458,0,0.0913205165034591,0,0,0,0,-0.0578893533470063,0
X5.HK.EQUITY,-0.185942710944803,0,0,0,0,0,0,0,0,0,0.0158891252259684,0,0,0,0.211669789520454,0,-0.0127708741267593,0,0.238656545535381,0.0849909612618177,0,0,0.460484528226081,0,0,0,0,0,0,-0.244347704564031,0,0,0,0,0,0,0,0,0,0,-0.0924427466254719,0,0.201959534198376,0,0,-0.0892319278368374,0,0,-0.149808848435753,0,0,0.0403172700261762
X601988.CH.EQUITY,0.205280537731389,0,0,0.587841800780363,0,0,0,0,0,0,0.103146568210847,0,0.0330189240938374,0,0,0.145547591369603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149747028350828,0,0,0,0,0,0,0.187167649354166,0,0,0,0,0,0,0,0,0,0.100265010398891,0,-0.11951305456211,0
X600036.CH.EQUITY,0,0.706979985770752,0,0,0,0,0,0,-0.110234220208294,0.413144560299854,0,0,0,0,0,0,0,0,0,0.158909244799896,0.0479964536721597,0,0,-0.0976995475420061,0,0,0,0.0226952802954261,0,0.0933402615035606,0,0,0,0,0,0,-0.130876808608414,0,0,0,0,0,0.187226917189991,0,0,0,0,0,0,0,0,-0.213439496833817
X1299.HK.EQUITY,0,0.0437904731044092,0.00580420900866541,0,0.0761275359006539,0,0,0,0,0,-0.0618035073831609,0,-0.025702535764134,0.138078704923923,0,0,0.249731323396982,0,0,0.0545200780170002,0,0,0,0.0864061244092277,0,0,0,0,0,0,0,0,0.218093018688135,0,0,0,0,0,0,-0.0988024458345927,0,0,0,0,0,0,0.169502298769644,0.0588738640431512,0.0285145679809541,0,0,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19,0,0
X601328.CH.EQUITY,0,0.226691483992461,0.393681400214515,0.0423305587555623,0,0,0.409897895371624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049124367161504,0,0,0,0,0.220249380395138,0.389014682835418,0,0,0,0,-0.00287849955555692,1.73472347597681e-18,0,0,0,0,0,0,-0.118261588616664,-0.172415735341907,0,0,0,0,0,-0.605914434554617,0,-0.00421825426816471,0,0,0
X601166.CH.EQUITY,0,0,0,0.273890288905591,0,0.109111798693426,0,0,0,0,0,0,3.46944695195361e-18,0.400312169830111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164138959081118,0,0,0,0,0,0,0,0,0,0,0,0,0.0386355088557528
X601319.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192299407918512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140544455138846,0,0.277395411888642,0,0,0,0.0321754441571009,0,0,0,-0.124181571801947,0,0
X600000.CH.EQUITY,0.0356222485988081,0,0,0,0,0.0634468785804578,0.311953625472535,0,0,0.22328570931307,0,0,0,0.429249654724876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557182477545714,0,0.0598246326592215,0,0,0,0,0,-0.269380331153961,0,0,0,0,0,0.222179517136265,0,0,0.135989327959866,0,0,0,0,-0.0911873136745626
X601601.CH.EQUITY,0,0.338771672681108,0,0,0,-0.250223963623667,0,0,0.279760183870385,0,0.0566713380645141,0,0,0,0.198390322262683,0,0,0,0,0.026461263542465,-0.0262779707725105,0,0,0,0,0.0800624578178385,0,0,0,0,0,-0.0121752361562425,0,0,0,0,0,0,0.0778308565373163,0,0,0,0,0,0,0,0,0,0,-0.025650526030187,0,0
