,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.035839728483557,0,0.0946501816219369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953702493987292,0.453023417633843,0,0.684586155543225,-0.0684366726667669,0,0.151996256703973,0,0,0,0,0,0,0.0173446624970894,-0.250845836536362,0,0,0,0,0,0,0,0,0,0,-0.282924580793912,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.106317976872097,0.00899791201157825,0.098176788338724,0,0,0.047230500726304,0,0,0,0,0,0,0,0,0,0.267693146627556,0,0,0,0,0,0,0,0,0.140733449031376,0.037215145526778,0,0,0,0,0,0,0,0,0,0.197635306553529,0,0,0,0,0,0,0.0524293418339303,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.841505699583861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858865659041997,0.0690973134892919,0,0,0,0,0.0934453640782005,0,-0.00978470293405324,0,0,0,0,0,0,0.0562275199343283,0,0.027346630711501,0,0,0,-0.0582560544502414,0,0,0,0,0,0,0,0,-0.0639465832964023
X601288.CH.EQUITY,0.01638312384219,0,0.897128725549271,0,-0.0742967014281108,0,0,0,0,0,0,0,0,0,0.000953327567748561,0,0.0176707067276835,0.128052950604177,0,0,0,0,0,0,0,0,-0.0736933570169088,0.0265033767112867,0,0,0.03166978525052,0,0,0,0,0,0,0,0,0,-0.10063395967893,0,0,0,0,0,0,0,0,0,-0.0366535892037266,-0.0149857461894234,0
X601628.CH.EQUITY,0,0.0437500013494387,1.73472347597681e-18,0,0,0,0.290315439320308,0,0,-0.0125667326361485,0,0,0,0,0,0,0,0,0,0,0,0,0.0213778817548092,0,0,0,0,0.0227836345616047,0,0,0,0,0,0,0,0,0,0.161641789781228,0,0.17094539332696,0,0,0,-0.0261002697159601,0,0.0796544340299994,0,0.118371712592071,0,0.0778871158550864,0.102358530661275,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19677370157324,0,0,0,0,0,-0.237457161553034,-0.203663825701614,0,0,0.0275481234248858,0,0,0,0,0,-0.0618890707494466,0,0,0,-0.0682432765816622,0,0,0,0,0,0,0,0,0,0,0.0347314851639948,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.391014743671847,0,0,0,0.0641585310035116,0.0336894591857435,-0.0147779005801211,0,0,0,0,0,0.0730837984113736,0,0,0,0.0237029860852574,0,0,0,0,0,0,0,0.134098948129316,0,0,0,0,0,0.249691214599485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481453472103308,0,0,0.0533759004799091,0,0.0503028475648285
X1299.HK.EQUITY,0,0,0,0,0.111522989713452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179907131104609,0,0,-0.0572800402517411,0,0,0,0,0,0.0287032660652849,0.17760819006562,0,0,0,0,0,0.0298771562883547,0.203095769601269,0,0,0,0,0.0763324148230517,0,0,0,0,0.460640555098182,0,0,0.0594548890640061,-0.0157557894476283,0
X5.HK.EQUITY,0,0,0,0,-0.0711236304232469,0,0,0,0,0.0361741330089939,0,0,0,0,0,0,0.198202955269286,0,0,0,0,0.266925880636306,0,0,0,0.21214009297321,0,0.13139334124755,0,0,0,0,0,0,0,0,0,-0.0218915877202525,0,0,0,0,0,0.182553608648308,0.0351693897514269,0,0,0,0,0,0.196265177390466,0,0.1877529786916
X388.HK.EQUITY,0,0.198154100206987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145820138948793,0,0,0,0,0.559350335664962,0.279070370199553,0,0,0,0,0,0.158664653197316,0,-0.231725408707545,0,0,0,0.0551235409229872,0,0,0.0406780644576184,0,0,0,0.00534621556890313,0,-0.484754567247959,-0.0127518049852758,-0.14155385502926,0,0,0,0,0,0,-0.127378647948062,0
