,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.182333578423937,0.102833108319663,0,0,0.34057005412314,0,0,0.0134157673576922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22834773947349,0,0,0,0.0924990841265151,0,0,0,0.11006672731814,0.0518177405842802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392673604410971,0.00420437724616599,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259087,0,0.042793857777434,0.0125690734051453,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.063237572965882,0,0,0,0.238701484559495,0,0.00239446949985864,0,0,0,-0.0540426685266032,0,0,0,0,0,0,6.93889390390723e-18,0.010201180048371,0,0,2.16840434497101e-19
X600036.CH.EQUITY,0,0,0,0,0,0.131937514619622,0,0,0,0,0,0.228172469737736,0,0,0.0912394194744191,0,0,0,0,0,0,0,0,0,0.0479400509010891,0.119207309197602,0,0.0557149993766315,0,0,0,0,0.0768264011594956,0,0,0,0,-0.126177349976881,0,0,0,0,-0.0815787961324824,0,0,0,0,0,0,0.244028774659597,-0.144409280754974,3.46944695195361e-18,0
X601939.CH.EQUITY,0.565845679581048,0.0715986267404156,0,0,0,0,0,0,0.17122724572576,0,0,0,0,0,0,0,0,0,0.0884646313653248,0,0,0,0,0,0,0,0,0.125386045953056,0,0,0,0,0,0,0,0,0.115140489569533,0.0512318372295101,0,0,0,0,0,0,0,0,0,0,0,0.117455464699144,0.0459925966995656,0,0
X601288.CH.EQUITY,0,0,0,0.0873891996651688,0,0,0,0.396252918521195,0,0,0.111968492877298,0.030792076802134,0,0,0,0,0,0.0872688901775416,0,0,0,0,0.0431118831419686,0,0.169515044356141,0,0,0.00963567429095928,0,0,0,0,0.160059278684232,0,0,0,-0.0567257188291996,0,0.00538627570048055,0,0,0,0,0,0,0,0,0,0,0,0,-0.00142953618565433,0.0177099854030788
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0867421473703196,0.0173084840985626,0.305443715951275,0,0,0,0,0,0.059308659519537,0,0,0,-0.0562940636645013,0.0240029261151381,0,0,0,0,0,0,0,0,0.163634611039221,0,0,0.000758782209603175,0,0,0,0,0,0,0.212998202354298,0.246521704014597,0,0,0,0,0,0,0.156311142633417,0,0,0,0,0.189149379718905
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.177158570208096,0,0,0,0.407931733399101,0,0,0,-0.0270264720392755,0,0,-0.114039326940744,0.0751740865982638,0,0,-0.0170743317095132,0,0,0.158357741614392,0.10654620033089,0,0,0,0,0.0449014681883045,0.0412156746887277,0,0,0,0,0,0,-0.136094928672056,0,0,0,0,0,0,0.0842955240872236,0,0,0,0,0,0,0,0,0.0788350879686382,0,0,0,0
X5.HK.EQUITY,0,0.123975785778167,0,0.0974005765657812,0,0,0,0,0,-0.140369212894427,0.0703188824118373,0,0.0715466923406091,0,0,0,0,0,0,0,0,0,0,0.201813694904338,0,0,0.174030124219646,0,0,0,0,0,0,0,0,0,0,0.279319264023322,0,0,0,0,0,0,0,0,0.0401272230171083,0,0,0,0,-0.0517462519283721,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925224599603517,0.263320193045494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110910736998653,-0.0427638862100902,0,0,-0.159286672324326,0,0.0779973745409951,0,0,0,0,0,0.164564348444684,0,0.104555240875328,0,0,0,0,-0.479257243208117,0
