,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.37477398849848,0.0616006187169191,0.093507772863259,0,0,0,0,0,0,0.203738900945835,0,0,0,0,0,0,0,0,0,0,0.000656845115843195,-0.0102603153964868,0,0,0,0,0,0,0.063829325434315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505011723716656,0,0,0,0.105537206949982,-0.0675249231614728,0
X601939.CH.EQUITY,0.510257717624076,0,0,0.117384728080513,0,0,-0.136694906908189,0,0,0,0,0,0,0.16135584740321,-0.054853368853954,0,0,0,0,0,0,0,0,0,0,0.0278760343033096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223525794978761,0,0,-0.0838417050073126,0,0
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0,0,0
X601288.CH.EQUITY,0.372190235027441,0,0,0,0.215090459166502,0,0,0,0,0,0,0,0,0.145804595487333,0,0,0,0,0,0.0914231028373404,0.0312278030042709,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0830830159021992,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,1.73472347597681e-18,0,0.00472499225091013,0,0,0
X601988.CH.EQUITY,0,0,0,0.500434983555513,0,0,0,0,0,0.216728051455158,0,0,0,0,0,0.327166990983237,0,0.0760991338097664,0,0,0.0173944439296359,0,0,0,0,0,0,0.0215156270682009,0,0,0,0,0,0,0,0,0,-0.565611083302479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0,0,0
X1299.HK.EQUITY,0.0879303837147,0,0,0,0,0,0,0,0.186130435474213,0,0,0,0,0.0940052826921661,0,0,0.0569101532635079,0,0,0,0,0,0.0112364762108621,0,0,0,0,0,0.250940160611355,0,0,0.101227331545307,0,0,0,0.0487217348644464,0,0,0,0,0,0,0,0.0253881116079655,0,0,0.0642970599905783,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0176597318099634,0,-0.159638535779095,0,0,0,0,0,0,0,0,0,0,-0.0589031577366567,0,-0.103783483105232,0,0,0,0,0,-0.43461024175863,0.927117461555593,0,0,0.561132755773979,0,0,0,0,0,0,0,0,0,0,0,0.428883978376288,0,0,0,0,-0.132132783064335,0,0,0,0,0,0,0,-0.0816375925288091,0
X601628.CH.EQUITY,0.024425249177555,0,0.0594803656068401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200647207374331,0,0,0,0.229211017666758,0,0,0,0,0,0,0.0949455230516791,0,0,0,0,0,0,0,0,0,0,0,0,0.0768591705044537,0.0293892537826971,0,0,0,0,0,0.0278995461819898,0,0.0896894020676988,0,-0.00819692343761991
X601658.CH.Equity,0,0,0,0.177037565019784,0.0576428685639821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.111044637691736,0.282026380668996,0,0,0,0,0,0,0,0,0,0.0601700159671024,0,0,0,0,0,0,0,0,0.336642743552305,0,0,0,0,0
X601328.CH.EQUITY,0.0718937219053681,0,-3.46944695195361e-18,0.521891147606503,0,0,0,-0.0457547016239086,0,-0.110063153348739,0,0,0.0193342233113165,0,0.0377488469430377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219546360408284,0,0.0711728276355061,0,0,0.173964045333773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107536790339478,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.00209875454998596,0,0.430030545749863,0,0,0,0,0.043186487761018,0,0,0.000601240716365743,0,0,0,0.0404091507018967,0,0,0,0,0,0,0,0,0,0,0,0.214669618570723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361496396728837,0.0392854770853315,0.107364310423214,0.0432512457839469,0,0,0,0
X388.HK.EQUITY,0,0,0.383320876515917,0,0,0,0,0,0,0,0,0,0,0.00407984039706947,0,0,0.0846890802573168,0,0,0.0377497117691899,0,0,0.0518399163734138,0,0,0,0,0,0,0,0,0.0728501728702958,0,0,0,0,0,0,0,0,0,0,0,0.0432079134101285,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.210460991978717,0.0879330154740918,0,0,0.0925151884117829,0,0.0103818275961219,0,0.0272963618813798,0,0,0,0,0,0,0,0.0469649421805135,0.0833171284375012,0,0.0302036314523997,0.0222432161572582,0.0969535629293201,0,0,0,0,0,0,0.0642500417006939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558450710086345,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X000002.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106016716629245,0,0,0.383267047127047,0.0841275776721133,0.0424724210348905,0,0,0.162611711166536,0,0,0.0915960954867224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245889026955019,0,0,0,0,0.0247573728360557,0,0,0,0.0550971404504278,0.129134961214635,0,0,0,0,0.0811009648817515,0,0,0,0.102468044175609,0.256276008830389,0,0,0,0,0.105161387195693,0,-0.00624136558159901,0.020537877919155
X16.HK.EQUITY,0,0,0,0,0,0,0.000394357021545327,0,0,0,0,0,0.0853338054888315,0,0,0,0,0,0,0.198806241463196,0,0,0.109488834984116,0,0,0,0,0,0,0,-0.10300210674216,0.24130550605624,0,0,0,0.143704512885543,0.184725663412078,0,0,0,0,-0.141788753006724,0.183741494170285,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.176531176601529,0,0,0.151000242336146,0,0,0,0,0,0.224731775589196,0,0,0,0,0,0,0,0,0,0,0,-0.103371588637184,0.113755122793147,0,0,0,-3.46944695195361e-18,0,0,0.122275652040896,0.27861312976982,0,0,0,0,0,0.00308158761974679,0,0,0,0,0,0,0,0,0,0,0,0,-0.11967189641523,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0562235133873923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283553533337652,1.73472347597681e-18,0,0,0.168311647723639,0,0,0,0,0.572168312394148,0,0.0474645526428562,0,0,0,-0.163715614829508,0,0,0,0.0531022158230254,0,0,0,0,0,-0.0952309503485716,0
X600016.CH.EQUITY,0,0.0370654995260904,0,0.112797183147851,0.135917071003099,0,0,0,0,0.0692001219568462,0.125110695204013,0.175088494389885,0,0.141137108090565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528149046910655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926962638333663,0,0.0137065932526747,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.101758137790186,0,0,0,0,0,0,0,0,0,0,0.184219886582181,0,0,0,0,0.0143282308995375,0,0.0155727832690787,0,0,0,0,0,0.232949727441085,0,0,0,0,0,0,0,0.10686437829442,0,0,0,0,0,0,0.148754393896197,0,0,0
X601601.CH.EQUITY,0.0134464986162395,0,0.734217067527886,0,0,0,1.38777878078145e-17,0,0,-0.09882657786791,0,-6.93889390390723e-18,0,0,0,0,0.102676877206014,0,0,0,0,0,0,0,0,0,0,0.00451258413823451,0,0,0,0,0,0,0,0,0.027150311856687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0339188783967377,0,0.225954878798264,0,0,0,-0.0412571332533554,0,0.150347910387319,0,0,0,0,0,0,0,0,0,0,0.398091538734491,-0.0120283021845509,0,-0.0425313001135213,0,0,0,0,0.0130672190262659,0,0,0,0.208714898961093,0,0,0,0,0,0,0,0,0.0746844525452048,-1.73472347597681e-18,0,0,0,0,0.0928143524185804,0,0.0250141194922308
X11.HK.EQUITY,0,0,0,0,0,0,0.0460558894136106,0.327043459922537,0,0.0829315514404161,0,0,0,0,0,0,0,0,0,0,0,0.199230632816558,0.507234797530804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597650998750082,-0.112400520613566,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.121633762874403
X601066.CH.EQUITY,0,0,-0.153945503751924,-0.104638305740504,0,0,0,0,0,0,0,0,0,0,0,0.743821337226869,0.202660912384422,0,0,0,0,0,0,0,0,0.0922743701236337,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0159838482579045,0.201762623344902,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0271760440894142,0,0.0400512072573846
X601998.CH.EQUITY,0,0.0794077665341674,0,0,0.113963254577814,0,0,0,0.0239535896564886,0,0.115732715526796,0,0,0.119252775803727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199520946975927,0,0,0.0538258199017169,0,0,0,-0.029833806513317,0,0,-0.0458285771232489,0,0,0.0459898541914383,0,0,0.413867615508039,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.229626499063516,0,-0.053004962925131,-0.00242888841319882,-0.0855238568056922,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.488124856664089,0,0,0,0,0,0,0.0483374943102788,0,0,0.12123132682922,-0.000834644595010703,0,0,0,0,0,0,0,0,0,0,0,0.0875399934787059,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.141685067522448,0,0,0,0.00679620537343264,0,0.11440674266145,0,0,0,0,0,0.266799964064178,0,0,0,0,0,0,0,0,0.355186819919507,0,0.1078385131886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0122841148631957,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726244136545304,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0606539983797367,0,0,0,0,0,0,0,0,0.191841590597311,0,0.012831554123495,0,-0.0214711979648093
X601818.CH.EQUITY,0.225728020853424,0.00540984723250618,0,0.166651366172973,0.0219643015242197,0,0,0,0,0,0.084242191904696,0.268492901972814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135841327199868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679323261835316,0.0304934530448146,0
