,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.152701223139242,0,0,0.00385961274463195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994303192116598,0.358699128607923,0.0892316012497825,0,0,0,0,-0.111934311723391,0,0,0,0.190903950199902,-0.205996673511981,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170008895472922,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.876239646636353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605019620535561,0,0,0,0.0306802577939204,0,0,0,0,-0.102804138229666,0,0.0878983310189828,0,0,0,0,0,0,-0.0126515444422418,0,0,0,0.0552504708623606,0,-0.0636948614619415,0,0,0.0403217520941675,0,0,0,0.0702732107607841,0,-0.0095614514831595
X601288.CH.EQUITY,0,0,0.759330663061133,0,0.00481853789923103,-0.0228138484225903,0,0,0,0,0,-0.0286976486536319,0,0.309923345493427,0,0,0,0.113031402653731,-0.00362707358972206,0,0,0,0,0,-0.111848963152412,0,0,0,0,0,0,0,0,0,-0.0870991528604535,0,-0.103818863238947,0,0,0,0,-0.0441425605907535,0,0,0,0,0,0,0,0,-0.0225295489798867,-0.0170415111787947,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.652087586216435,0,0.277543299598455,0,0,0.102380677562078,0,0,0.0326049069073291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118511680832805,0,0,0,0,0,0,0,0.0546031935618115,0,0,0,0,0,0,0,-0.0192797607055769
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0,0
X600036.CH.EQUITY,0,0,0.37380920649854,0.0571921627696404,0,0,0,0.0923968484028119,0.0717445238779808,-0.0505175730407687,0,0,0,0,0.120309314903304,0,0,0,0,0.0247350041884626,0,0,0,0,0,0,0.0652619591525561,0,0,-0.023921975669248,0,0,0,0.243924456335242,0,0,0,0,0,0,0,-0.0621851442825423,0,0,0,0,0,0.0507230569274856,0,0,0.0880656970048582,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857342071061903,0,0,0,0,0,0,0,0,0,0,0.0348756931115563,0,0,0,0,0.183296230787498,0,-0.061334228821777,0,0,0,0,0.16533481454959,0,0,0,0,0,0,0,0,0.0383008106436622,0.0229922310487877,0,0,0.175750769759089,0.116692861764115,0,0,0,0,0.44376487614688,0,0,0.084004619836639,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.146836922034975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415858832167461,0,-3.46944695195361e-18,0,0,0,0.93619949038603,-0.452524205673753,0,0,0,0.676573296566806,0,0,0,0,0,0.13756097323078,-0.229674671039529,0,0,0,0,0,0.0548100200201811,0.104081532798107,0,0,0,0.121094487679232,0,0.219077572060316,0,0.103904379212649
X388.HK.EQUITY,0,0.130973271887925,0,0,0,0,0,0,0,0,0,0,0,0,0.0850364002390904,0,0,0,0,0,0,0,0.323446225699952,0,0,0,0.157076865229336,0,0,0,0,0,0,0,0,0,0.111135759987028,0,0,0,0,0,0,-0.0676865682665794,-0.14976318180197,0,0,0,0,0,0,0,0
