,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.347799743683697,0.0821832375980486,0,0,0,0.128461390190471,0,0,0,0,0,0,0.263235034263415,0,0,0,-0.0310735393749752,0,0,0,0,0.0367136377523617,0,0,0,0.0763910575406836,0,0,0,0,0,0,0,0.0132122465610896,0,0,0,0,0,0,0,0,0,0,0.0199885543968869,0.0358292422474575,0,0,0,0
X601939.CH.EQUITY,0.0414931680358313,0,0,0.0546219465724082,0,0,0,0,0,0,0,0.0474001568935304,0,0.193017449792976,0,0.405976964219584,0,0,0,0,0,0,0,0,0,0,0,0,0.000814636254672058,0,0,0,0,0.10688514606469,0,0,0,0,0,0,0,0,0,0,0,0,0.136892519119236,0,0,0,0,0,0
X601318.CH.EQUITY,0.0486136538135002,0,0,0,0,0,0.164205039749672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120749396216597,0,0,0,0,0,0,0,0,0.131921166047403,0,0.076147991578191,0.0272632991382138,0,0,0,0,0.119788971942488,0.033948696188245,0.259302155934028,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.371272571301653,0,0,0,0.372347622518784,0,0,0,0,0,0.0910651793786368,0.0113312892456167,0,0,0,0.052870133056381,0.0554366007431239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123744265397549,0,0,-0.0207532495497069
X601988.CH.EQUITY,0,0,0,0.226758833282329,0,0,0,0,0,0,0.0919322071662968,0,0,0.187712772799838,0,0,0,0,0,0,0.104238656563116,0,0,0,0,0.0232190185046013,0,0,0,0.0954559168124249,0,0,0,0,0.108255484580726,0,0,0.093705905435195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.221673996936063,0,0,0,6.93889390390723e-18,0,0,0.291023383789215,0,0,0,0,0.157188461012761,0.721942213389686,-0.383009160979376,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.40955500985574,0,0,0,0,0,0,-0.173184482713624,0,-0.193606845403997,-0.00024971493325694
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.145667482393048,0.174136692665379,0,0.00298343822619866,0,0,0,0,0,0,0,0.279472456540351,0,0,0.266624513202427,0,0,0.217155297576782,0,0,1.0842021724855e-19,0,0,0,0.143500779978845,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.161716454062948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384883293359662,0,-0.309854682438952,0,0,-0.201967121392596,0,0.206083712639607,-0.0524290216323719,-0.27926801493935,0,0,0,1.42681563142536,0,0,0,0,0,-0.0967720421073899
