,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.0886396990998302,0,0.415651000301562,0,0,0.0463184688600673,0,0.240236552645093,0,0,0.147178505800314,0,0,0,0,0,0.0265299146891039,0,0.0082076461384602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599650297514786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369710990241322,0,0,0.155620671932479,0,0,0,-0.0620689583417031,0,0.0276707127422819,0,0,0.36683703939246,-0.0548263628263715,0,0,0,0,0,0,0,0,0,-0.0187123947484261,0,-0.115217329422294,0,0,0,0,0,0,0.149203061780759,0,0,0,0,0.040129853019932,0,0,0,0,0,0,0,0,0,0,0,0.0100140095593885,-0.0158430258904627,0,0
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.393433262276878,0,0,0,0.345965698366111,0,0,0,0,0,0.0998621358266378,0,0,0,0.05644577537869,0,0,0.0650987337397849,0,0,0,0,0,0,0,0,0,0,0,0,0.0136899477635948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364177357926219
X601988.CH.EQUITY,0,0,0,0.279256348306623,0,0,0,0,0,0.00144870133835928,0,0,0,0,0,0,0,0.136270944731251,0.13550989640418,0,0,0,0,0,0,0,0,0,0.00149963991925726,0.0667649961663475,0,0,0,0.0119188270174627,0,0,0.0472476298692012,0,0,0,0,0,0,0.165930618951571,0,0,0.147641919184044,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.19157362120891,0,0,0,0,0.110307908923134,0,0,0,0,0,0.362420011248674,0,0,0,0,0,0.31796017001464,-0.187598029370766,0,0,0,0,0,0,0,0,0,0,0,0,0.353694362059287,0,0,0,0,0,0,0,0,-0.103099286565118,0,-0.0950136164763334,-0.0265209790759352
X600036.CH.EQUITY,0,0,0.0292321436587126,0,0,0.0196283039001268,0,0,0,0,0,0.446205437946768,0,0,0,0,0,0,0,0,0,0,0,0.0301826718669012,0,0.116527878805163,0,0,0,0,0,0,0,0,0.089694946416686,0,0,0,0.0145308892852691,0,0,0.0499148735487239,0,0,0,0,0,0,0,0.239578814613989,-0.0156447918040442,0,0.0141479176012012
X1299.HK.EQUITY,0.000860022155056332,0,0,0,0,0,0.104331801086727,0,0,0,0,0,0,0,0.107442765323571,0,0,0,0,0,0.228741763855586,0,0,0.0995953497899927,0,0,0,0.103639006581825,0,0,0,0,0,0,0,0,0.178991410862312,0,0,0,0.185062978763884,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0,0
X601658.CH.Equity,0,0,0,0,0.277825203651696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430459843943592,0,0,0,0,0,0.499920771162262,0,0,0,0,0,0,0,0,0,0.268820789708765,-0.267180486364068,0.0141923520756638,-0.426983080071231,0,0,0,0.652782379763559,0,0,0,-0.173645784495597,0,-0.234469918104188
X601328.CH.EQUITY,0,0,0,0.264125252712287,0,0,0,0,0,-0.0189060002244712,0,0,0.257992322314988,0,0,0,0,0,0.305505692917702,0,0,0,0,0,0,0,0,0,0,0,0.0139540763325461,0,0,0,0,0.0916649024968309,0,0.0716777649654737,0,0,0.0603905381829999,0,0,0,0,0,0,0,0,0.010798496527205,0,0.0231150542902075,0
X601166.CH.EQUITY,0,0.00528805626019622,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,0,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.31913472851416,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0,0
X600000.CH.EQUITY,0,0,0,0.0185098676365903,0,0,0,0,6.93889390390723e-18,0,0.385238204204782,0,0,0,0,0,0,0,0.197674226975359,0,0,0,0.152198364740353,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.118389355934531,0,0,0,0,0.118836364322799,6.93889390390723e-18,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.108975867887871,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.127627309595157,0,0,0,0,0.521946861260805,0,0,0,0.160956055170694,0,0,0.126813778036741,0.185904983798481,0,0,0,0,0,0,-0.0518205157654546,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.210518000065769,0,0,0,0,0.325851070293001,0,0,0.0212362923505103,0,0,0.0226932103410378,0,0,0.0999199322323433,0.133096392207375,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100008538450538,0,0,0,0,0,0,0,0,0,0,0,0
