,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.219121618591419,0,0.406418093166232,0,0,0,-0.0117926668173219,0.162456457100308,0,-3.46944695195361e-18,0.0731548668722374,0,0,0,0,0,0,0,0,0,0,-0.078088933436319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567700764125756,0,0.00658494326053236,0,0.122293614368566,0,0
X601939.CH.EQUITY,0.352681052563066,0,0,0.285820481427695,0,0,-0.0959242506896496,0,0,0,0.00277392619803274,0,0.139761914187121,-0.0642841514165637,0,0,0,0,0,0,0,0,0,0,0,0.0315890737645343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.201211042092137,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0,0
X601288.CH.EQUITY,0.463481063886143,0,0,0,0.251217861934983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099418393685158,0,0,0,0,0,0,0,0,0,0,0.0244266303420451,0,0.0318250228213201,0,0,0,0,0,0.0135937455926454,0,0.0720842137927527,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0870780184686297,0,0.414277734095386,0,0,0,0,0,0.266492144348464,0,0,0,0,0,0.111637124069421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152943172833746,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026861271292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471600804864571,0.203736220313161,0,0,0.0586810033030342,0,0,0,0.195132837370393,0,0,0,0,0,0,0,0,0,0,0,0.197601722713262,0,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0,0
X601658.CH.Equity,0,0,0,0.0984754194861155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324943880186485,0,0,0,0,0,0,0.364280040609045,0,0,0,0.132485931526937,0.0594027735437851,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
