,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.155313785174519,0,0.0816562386083472,0,0,0,0,0,0,0,0.33378959460345,0.143143402777859,0,0,-0.168015150733949,0,0,0,0,0,0,0,0,0,0,0,0,0.0313891012764724,0,0,0,0,0,0,0,0.153525920288462,0,0,0,0,0,0.136780733684582,0,0,0,0.0520177379650359,0,0,0,0,0,-0.013764848474657
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0,0
X601939.CH.EQUITY,0.165854530080312,0,0,0.294800214560272,0,0.138136615233969,0,-0.0570581936270032,-0.0388799264195592,0,0,0,0,0,0.0414702071955391,0,0,0,0,0,-0.0135581080307763,0.0855451182017643,0,0,-0.0370208995777341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490283141053367,-0.0710840013690281,0,0,0,0,-0.0222935110444035,0,0,0.0367813209357846,0,0,0,0
X601288.CH.EQUITY,0.517346250527549,0,0.191283057533803,0,0.0730098642287034,0.16127795101516,0,0,0,0,0,0,0,0,-0.166153540327767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128603464164189,0,0.0836162700464833,0,0,0,0,0.0768696878124218,0,0,0,0,0,0,0,0,0,0.186878781147079,0,0,0.0781432322989671
X5.HK.EQUITY,0.0117512822564139,-0.0559921822267888,0.0876232700297114,0.0601723844048744,0,0.130886153083585,0,-0.0495716287457318,0,0,0,-1.73472347597681e-18,0.297341223609587,0,0,0,0,0,0,0.663498118119712,0,0,0,0,0,0,0,-0.187249679191242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798852724720173,0,0,0,0,0,-4.0734511883243e-05
X601988.CH.EQUITY,0.20574219933251,0,0.019753562655561,0.0443462757365987,0,0,0,0,0.047896016243331,0,0.0545931515897328,0.113876450904552,0,-0.401114984382773,0,0,0,0,0,0,0,0,0.513857893429324,0.0338347425629013,0,0,0,0.0292258043942547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538563815892942,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163540518949859,0.0160037297235668,0,0,0,0.213325800682463,0,0,0,-0.151601279163582,0,0,0,0.311779572481188,0.255654358263168,0,0,0,0.0510451564858299,0,0,0,0.119331677001521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031439352849238,0,0.125780569626653,0,0,-0.023144425316681,0,0,0
X601628.CH.EQUITY,0.13996131960982,0.359908299662054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138469399713003,0,-0.10686817501611,0,0,0,0,0,0,0,0,0,-0.0918319730164785,0,0,0,0,0.0667126082405125,-0.0448812616217794,-0.148587185518961,0,0,0,0,0,0.319002066727483,0,0,-0.054646970352516,0.00854812092417487,0,0,0,0,0,0.177259812570414
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
