,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.412969125807639,0.0327899549725833,0.0634415268686421,0,0,0,0,0,0,0.191128397126011,0,0,0,0,0,0,0,0,0,0,0.0593346697861609,0,-0.0255185829853061,0.0599110573644674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000579127075693539,0,0.00972329942971845,0.00196951292396912,0,0,0,0,0.0622150738068599,0.0507813314985944,-0.101025346565045,0
X601939.CH.EQUITY,0.177611456487236,0,0,0.206370231501699,0,0,0,0,-0.0956257327533779,0,0.131146082880769,0,0,0.217645422802668,-0.0714561557532063,0,0,0,0,0,0,0,0,0,0.19681868284154,0,0,0,-0.025746410499696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270942282400809,0,0,0.161385914240237,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376184514736993,0,0,0,0.214652926533957,0,0,0,0,0,0,0,0,0.14642249104526,0,0,0,0.0916324501508728,0,0,0.0341438418019916,0,0,0,0,0,0,0,0,0,0,0,0.0843006159103054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545483875997713,0,0,0,0,0,0.269332825354463,0,0,0,0,0,0.0901785077164165,0.0815769759023595,0,0,0,0.0496010398349442,0,0,0,0,0,0.068727727415801,0,0,0,0,0,0,0,0,-0.547252714372561,0,0,0,0,0,0,0,0.157224380269881,-0.0586601765742568,0,-0.0767371516209824,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00134679169994868,0,0,0,0,5.42101086242752e-20,0,0,0,0.273995325937876,0,0,0,0,0.0921084874894942,0,0,0,0,0,0,0.0111469813570712,0,0,0,0,0,0.1784210420553,0.0424753635630053,0.0889907647172449,0,0,0,0,0,0,0.0189543610575246,0,0,0,0.173386162995737,0,0,0,0.104886667496872,0.0155099640159681,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0326545032986381,0,0,0,0,0,0,0,0,0.203592999666274,0,0,0.0437068559655394,0,0.479684702815504,0,0,0,0,0.13567246359238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864803185915773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142315829835389,0,-0.16941505363803,0,0,0,0,0,-0.218883240493849,0.476224426505901,0,0,0,0.709702594895112,0,0,0,0,0,0,0,0,0,0.373196531396203,0,0,0,0,0,0,0,-0.23267972146627,0,0,0,0,0,-0.0165768544280497,0
X601628.CH.EQUITY,0.0414272263790982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12535187963242,0,0,0,0,0.280414474489852,0,0,0,0,0,0,0.131743496821698,0,0,0,0,0,0,0,0,0,0,0,0,0.0600947258268587,0,0,0.0341784056707068,0,0,0.037275282320532,0.0240466959860267,-6.93889390390723e-18,0.0650094078640361,0,0
X601658.CH.Equity,0,0,0,0.0581103348913543,0.154815076763945,0,0,0,0,0,0,0,0,0.15260327262552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223122256501572,0,0,0,0,0,0,0,0,0.146505596016894,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.312047946849415,0,0,0,0
