,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,3.46944695195361e-18,0,0,0,0,0,0,-0.189590022126977,0,0,0,0,0,0,0,0,0,-0.182688465562391,0.620765966167343,0,0.715308998269203,0,0,0.0684127390386403,0,-0.109366099268931,0,-0.0668769947351321,0,0.00845462402846588,0,-0.33312356431719,0,0,-0.124613314164907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320142088853481
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.8125824332305,0,0.060781808794653,-1.73472347597681e-18,0,0,0,0,0,0.032132892881103,0,0,0,0.0213810777344809,0,0,0,0,0,0.010095048210227,0.00682697554039612,0,0,0,0,0,0,0,0.0413791804816836,0,0,0,0,0,0,0.00988518040351262,0,0,0,-0.0155216794433719,0.024914643649966,0,0,0,0,0.0558429336248488,0,0,0,0
X601288.CH.EQUITY,0.0574296025069215,0,0.889223859495801,0,0,0,-0.0575748003338269,0,0,0,0,0,0,0,0,0,0.0261312144529266,0,0.117613938286444,0,0,0,0,0,0,0.0262179496220085,-0.0797628520598777,0,0,0,0.00492744331758182,0,0,0,-0.0230061545259515,0,0,-0.0940130119691274,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610126343144202,-0.0218279682333998,0
X601988.CH.EQUITY,0.0819775492099442,0,0,0,0,0,0,0,0,0,0,0,1.22552739159974,0,0,0,0,0,0,-0.230135462280522,-0.0415105337968888,0,0,0,0,0.0506455887101352,0,0,0,-0.118580660789558,0,0,-0.0906375500553009,0.0012933442093667,0,0,-0.156722434682438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122063312105229,0
X600036.CH.EQUITY,0,0,0.374376579460528,0.0398712940882882,0,0,0,0,0.100726203530927,0,0,0,0,0,0,0,0,0,0,0.0045062254962207,0,0,0,0,0,0,0,0,0,0,0,0,0.396214418167105,0,0,0,0,0,0,0,0,0,0,-0.00261483761192351,0.0433421876776203,0.108620160296,0,0,0,0,0,0,0.0468998447164863
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.108843269501986,0.00723556645247305,0.827590641692583,0,0,0,0,0,0,0,0,0,0,0.0711517604695631,0,0,0,0,0,0,0,-0.0467217835972421,0,0,0,0,0,0.0669806929855446,0,0.118138221510154,0,0,0,0,0.0137092967393381,0,8.67361737988404e-19,0,0,0.129249519058819,0,0.181916392245296,0.174048376866158,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.264856867732641,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.216184841562962,0,0.0501047891154582,0.045737841779503,0,0,0.0706325187529034,0.260163165099433,0,0,0.0747635748515163,0,0,0,0,0,0,0,0,0,0,0,0.451584649028756,0,0,0.0153429424336087,0.0252182609569759,0,-0.0797137517603496,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.108306921733672,0,0,0,0,-0.0522269617112467,0,0,0,0,0.306844421964531,0,0,0,0,0.152736100560865,0,0,0.232028097086459,0.203517303533681,0,0,0,0,0,0.087724649402268,0,0,0,0,0,0,0,0,0,0,0.165987997339728,0,0,0,0,0,0,0.0223550014024268,0.157300573895555,0,0.20133356730666
X601658.CH.Equity,0,0,0,0.20038506777258,0,0,0,0,0,0,0,0,0,0,0.0734980913612458,0,0,0.152513074535604,0.205080594637797,0,-0.221493522877706,0,0,0,0,0,-0.137966801127906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459261542853541,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X388.HK.EQUITY,0,0,0,0,0,0,0.278381543041386,0,0,-0.0889233896857188,0,0,0,0.078746010896812,0,0,0,0,-0.122909774154391,0,0.0451722861401993,0.0701624490650943,0,0,0,0,0,0,0.494711297401981,0,0.122828152677548,0,0,0,0,0,0,0.260123785658198,0,0,0,0,0,0,-0.307777729084375,0.0185291447113192,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120087170962936,0,0,0,0.0322837071083161,0,0,0.0557994968627271,0,0.211190566782001,0,0,0,0,0,0,0,0,0,0,0,0,0.0234421028086075,0,0,0,-0.0304625328372274,0.542428082602706,-0.0739392669261222,0.0414233526392285,0,0,0,0.0169799423927113,0,0,0,0.0299900832632511,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.00533526837883158,0,0.582942571529551,0,0,0,0,0.0391142687810978,0,0,0,0,0.10340548651925,0,0.082025408882345,0,0,0,0,0,0.0286886596483956,0,0,-4.33680868994202e-19,0.0319205912561737,0,0,0,0,0,0.0624823740643868,0,0,0,0,0,0.0305569792158281,0,0,0,0,-0.0263866625073193,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.125150017146962,0,0,0.17479093548437,0.0396520595042152,0,0,0,0,0,0,0.0583163621874243,0,0,0.0345087197517683,0,0,0,0,0,0,0,0.259242256089129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748858112910338,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0176703307238179,0,0.0500319872425584,0,0,0,0.0529320511545715,0,0,0,0,0.491503279081922,0.172355905366957,0,0,0,0,0,0,0,0,0,0,0,0,0.00514343362993015,0,0,0.0613185807495206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0553183667186914,0,0,0.489786871621039,0,0,0,0,0,0,0,-0.0596419353675431,0,0,0,0,0.0272099461420849,0,0,0,0.170939735148103,0,0,0,-0.0770633438628146,0,0,0.211199414469103,0,-0.0238657773421222,0,0,0,0,0,0,0,0,0,0.040748658639166,0,0,0,0,0
