,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.236259438763429,0,0,0.0871218663891731,0,0.238980695871015,0,0,0,0,0,0.128013378713469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038154779579392,0,0,0,0.0939242235927982,0,0,0,0,0,0.0225490737513303,0,0,0,0,0,0,0,0.106406685900175,0,0,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.282516541522865,0,0.0747227374911485,0,0,0,0,0,0,0,0.416036250320824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558664846399326,0,0,0.073578166425338,0,0,0.00942496454866804,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354603056176804,0,0.0265188538084039,0,0,0.487139158052653,0,0,0,0,0,0,0,0,0.0301589246025076,0,0,0,0,0,0,0.0175750680305507,-0.028614878225369,0,0,0,0,0,-0.000284944973612897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104901411493049,0,0,0,0.00350447403847682,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.066808729870145,0,0,0,0,0,0,0,0,0,0,0,0,0.612871004740293,0,0,0,0,0,0.403624170276385,0.0847822563649869,0,0,0.155494594542238,0,0,-0.0734647586131143,0,0,0,0,0.00385817310588407,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375577413635603,0,0.000246565941975875,0,0,0,0,0,0,0,0,0.0950819943877334,0,0,0,6.93889390390723e-18,0,0,0.0251864379111041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15978722414276,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.29732058959439,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37850968078721,0,0,0.070166730695518,0.171052124281419,0.0133311196562242,0,0,0,0,0,0,0,0.273547334015258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.255772038420028,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969180906660006,0,0,0,0,0,0,0,0,-0.0901334467073592,0,0,0,0,0.525315656151344,-0.723229041606704,0,0,-0.232730768271948,0,0.869304326998728,0,-0.10605759286857,0,0,0,-0.339800717465419
