,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.40990370508811,0.0323010442862793,0.0634047197269376,0,0,0,0,0,0,0.188092135475526,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0593644653933836,-0.0266274555091568,0.0590414923159772,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926592112211042,0,0,0.00281283540601591,0,0,0.0628971108315476,0.0507823641238339,-0.10067743330118,0
X601939.CH.EQUITY,0.39634768499196,0,0,0.186442043917378,0,0,0,0,-0.0372843837267199,0,0.14319496605916,0,0,0,-0.080341827484847,0,0,0,0,0,0,0,0,0.178533633477421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598861387290823,0,0,0,0.0969432458516051,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377100097560196,0,0,0,0.214131829507429,0,0,0,0,0,0,0,0,0.146978153609915,0,0,0,0,0,0.0914050682938293,0.0343391724851452,0,0,0,0,0,0,0,0,0,0,0,0.0843378877761001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.53507744431141,0,0,0,0,0,0.268500012276266,0,0,0,0,0,0.0912432310942384,0.110721236007395,0,0,0,0.0325589343047183,0,0,0,0,0,0.0788437650657334,0,0,0,0,0,0,0,0,-0.538705076369894,0,0,0,0,0,0,0,0.176718720925625,-6.93889390390723e-18,-0.0588488857700662,-0.0828868345925859,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0,0
X1299.HK.EQUITY,0,0,0,0,0.0353272739176745,0,0,0,0,0,0.0348070122171318,0,0,0.187237139449616,0,0,0.0341616051836477,0.50205886514178,0,0,0,0,0.115532268365631,0,0,0,0,0,0,0.0173683492523223,0,0,0,0,0,0,0,0,0,0.0849993533933018,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371587,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,0,0,0,0,0,-0.263940869978742,0,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130761763773701,0,0,0,0.00502838264127674,0,0,0,0,0.36809015579816,0,0,0,0,0,0,0,0,0,0,0,0.0300207592158383,0,0,0.0741465724132545,0,0,0,0,0.247531450156193,0.0491748909932798,0,0,0,0,0.039064431061778,0,0,0.165099990337198,0,-0.0276910085071227
X601658.CH.Equity,0,0,0,0.13581806664998,0.154329497497687,0,0,0,0,0,0,0,0,0.125615090413468,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.175543358523401,0,0,0,0,0,0,0,0,0.219608834801512,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.352431987411013,0,0,0.0285808073207841,0
X601328.CH.EQUITY,0.0645977304240548,0,0,0.577918192905738,0,0,0,0,0,-0.0225745049979472,0,0,0.0319401530507888,0,0.0258779429095264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419978571866023,0.123876775924215,0,0,0,0.0944860193651578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117700575401055,0,0,0
X601166.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0.395661679037333,0,0,0,0,0.0500152568315673,0,0,0,0,0,0.0726721469263187,0,0,0.0191489100436233,0,0,0,0,0,0,0,0,0,0.00919161275417872,0.22504932559115,0,0,0,0,0,0,0,0,0,0.00537170666718507,0,0,0,0,0.0341109179108408,0,0.0490516157692936,0.100323495800959,0,0,0,0
X388.HK.EQUITY,0,0,0.309599341812943,0,0,0,0,0,0,0,0,0.0319442498878895,0,0,0,0,0,0.0267995897242271,0,0,0,0,0,0,0.0407137364205298,0,0,0,0,0,0,0,0,0.126046031775897,0,0,0,0,0,0,0,0,0,0,0.0531921121025424,0,0,0.00801623875004384,0,0,0,0,0
X600000.CH.EQUITY,0.288625528104114,0.0470057936474881,0,6.93889390390723e-18,0.124132815381322,0,0,0,0.104020958394244,0,0,0,0,0,0,0,0.0296300428534203,0,0,0.0483710082204534,0.0784760349221449,0,0,0,0,0,0,0,0.0244847789699416,0,0,0,0.0250684553169447,0,0,0,0,0,0,0,0.0530919616264302,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.02155640380447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114002751778658,3.46944695195361e-18,0,0.426843297316254,0,0.0774097365844736,0,0.119395924101082,0,0,0.223276018480429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
