,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.235776939804068,0,0,0.0873022035852854,0,0.241268618854299,0,0,0,0,0,0.128015485145804,0,0,0,0,0,0,0,0,0,0,0,0,0.0383285260900039,0,0,0,0,0.0942222987600439,0,0,0,0,0,0.0226193751360889,0,0,0,0,0,0,0.107200022389754,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13176921947467,0,0,0,0,0,0,0,0.184579513764486,0,0,0,0,0,0,0,0.241286563728763,0.0451868166611919,0,0,0,0,0,0,0.0316428580697162,0,0,0,0,0,-0.0596682287944291,0.148664724594469,0,0,0,0.122615450889343,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0557397824783551,0,0.048694567287873,0,0.0893002267379703,0,0,0,0
X601939.CH.EQUITY,0.0607667094407378,0,0,0.268662201622027,0,0.0503345357392764,0,0,0,0,0,0,0,0.422960243794173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437568465760615,0,0.0660266742703781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299788497092434,0,0.102310472411671,0,0,0.35227704021208,0,0,0,0,0,3.46944695195361e-18,0,0,0.0250642186219561,0,0,0,0,0,0,0.0056804688336367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462307046052062,0,0,0,0.0596839667518998,0,0,0,0.106439763948179,0.00772611053099752,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0749915509177844,0,0,0,0.0683252207706725,0,0,0,0,0,0.0971307675796147,0.144944169934172,0,0,0.554000274475111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352166262550961,0,0,0
X601988.CH.EQUITY,0.223777459994049,0,0.0103322111362803,0,0,0,0,0,0,0,0,0.195690074607027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168211780462651,0,0,0,0,0,0.0548758703248722,0,0,0,0,0,0,0,0,0.286680940861376,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37870049540914,0,0,0.170818042417311,0.013332239942916,0.0714958911238801,0,0,0,0,0,0,0,0,0.272648769093994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.13607947557448,0,0,0,0,0,0.36409411050707,0,0,-0.252878788634194,0,0,0,0,0,0,0,0,0,0,0,-0.127287155805495,0,0,0.0636818086629912,0,0,0,0,0,0,0,0,0,0.277196857579647,-0.703456758454631,0,0,-0.274335599555722,1.01147923507962,0.348256795206356,0,-0.225676289844491,-0.0433464295621973,0,0,-0.424979019979644
