,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.295421774005205,0.0273545454041674,0,0,0,0.447056976938946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105015475772029,0.0519768248819453,0,0,0,0,0,0,0,0,0,0,0.0796388198460327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.222337038193079,0,0,0,0,0,0.157611551804503,0,0,0,0.0544537355126071,0,0.0741228800110257,0,0,0,0,0,0.188685394899801,0,0,0,0,0,0,0,0,0,0.0686078585907829,0,0.0040623070732646,0,0,0,0,0.0941861646446459,0,0,0,0,0,0,0,0,0,0.0253576680294392,0,0,0,-0.0297690033802193,-0.115554083044348
X601939.CH.EQUITY,0.455160005843868,0.133280584241192,0,0,0,0,0,0.244164350960707,0,0,0,0,0,0,0,0,0.0117357967489942,0,0,0,0,-0.139384230597857,0,0,0,0,0,0,0.160634016997516,0,0,0,0.118900541539013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117169367358147,0.156789992809286,0,0
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.562247819384504,0,0,-0.0818937260886702,0.0379680676656762,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0597454541845428,0.0757429532073384,0,0,0.105268188751121,0,0,0.112941824359039,0,0,0,0.0554362419331215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053057194147812,0,0,0.00566440373348379,0,0
X601628.CH.EQUITY,0.00564106271978088,0,0,-0.0201369921485469,0,0,0,0,0,0,0,0,-0.0884443646811386,0,0,-0.240255724457033,0,0,0,0,0,0.23002651144102,0,0.138771464526898,0,0,-0.0438567226987204,0,0,0,0,0,0,0.575020183068587,0.109122916596379,0,0,0.0315222083108752,0,0,0,0,0,0,0,0.0322937528670737,0,0,0,0,0,-0.0840424614858424,0
X1299.HK.EQUITY,0,0,-0.0532485861391839,0.0366537060125275,0,0,0,0,0,0,0.149343544026963,-8.67361737988404e-19,0,0,0,0,0,0,0,0.165929400418283,0,0,0.21263731879686,0,0,0,0,0,0,0,0,0,0,0,0,0.0605985837819302,0,0,0,0.160546536142188,0.0342796792779435,0,0.149703725107295,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138375321034758,0,0.0944039847850127,0,0.372658482038713,0,0,0,0,0,0,0,0.218471354041665,0,0,0,0.110922441437395,0,-8.67361737988404e-19,0,0,0,0.0172399816396542,0,0,0,0,0,0,0,0.120457961460433,0,0,0,0,0,0.0109116792657987,0,0,0,0,0,0.00595252620187297,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.12982106306824,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0647302182579935,0,0,0,0,0,0,0.226716801039062,0,0.182077787137176,0,0.143965383470561,0,0,0,0,0,8.67361737988404e-19,0,0.0564805667222872,0,0,0,0,0,-0.0784713327255549,0.182874781469959,0.0422444618263857,0,0.2844160581089,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707161117937291,0.165758560670278,0,0,0.104113828343919,0,0,0,0,0,0,0,0,0,0,0.138456830987625,0,0.422526647208303,0,0,0,0,0.0486663479449237,0,0,0.0062344463186376,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0216789197312048
