,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.134447788201381,0,0.111011369963076,0,0.0699431384949921,0,0,0.335545754957379,0.0501800053496532,0,0,0,0,0,0,0,0,0,0.122935108353961,0,-0.0724637384234863,0,0,0,0,0,0,0,0,0.1965942169705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.294953279697615,0,0,0.0204542708071706,0.188054208640968,0,-0.0951372787690725,0,0,0,0,0,0.379224019407677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528333033817166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133388973780589,0,0,0,-0.00603318417693034
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0,0
X601288.CH.EQUITY,0.343625748205739,0.0713006712338339,0,0,0.380463647451292,0,0,-0.0185196124879652,0,0,0.0798762604971585,0,0,0,0,0.107748070612615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103176400114769,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.397959696797645,0,0,0,0.0222231671417202,0,0,0.156305585341755,0,0,0.132469854606418,0,0,0,0,0,0.183536783511257,0,0,0,0,0.0636127063567214,0,-0.0362489575508116,0.0301695917229623,0,0,0,0,0,1.38777878078145e-17,0,-0.0439559447204614,0,0,0,0,0.0641628296379994,0,0,0,0,0,0,0,0,0.0561893664957675,0,-0.00844249505743716,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.146657732499018,0,0,0.00218304317874895,0,0.475226092759975,0,0,0,0,0,0,0,0,0,0.0168386728040996,0,0,0,0,0,0.139363250871756,0,0.132887494635279,0,0,0.0201178290988642,0,0,0,6.93889390390723e-18,0,0.182461521149687,0,0,0,0,0,0,0,0,0,0.0105756778921945,0,0,0,0
X1299.HK.EQUITY,0,0,0,0.0534174538552927,0.0303812793441204,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.187556309039812,0,0.0202090492954366,0,0.0650178696624577,0,0,0,0.102071314815475,0,0,0,0,0,0.26344957399864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298506829742801,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.184082122834242,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.236209939165099,0,1.15581890900301,0,-0.76330292249985,0,0,0.528555402070737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350247133420513,0,0,0,0,0,0,0,0.133587931033824,0.064313639874764,-0.0471407239510227,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0,0
X601658.CH.Equity,0,0.0913116100263097,0,0.221891186291443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537502368259024,0,0.362015474483834,0.514868405820537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26877719878293,0,0,-0.638816987355608,0,0,0
