,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.171151470880963,0,0.18773148244713,0,0,0,0,0.220164449787528,0.0141546241921461,0,0,0,0,0,0,0,-0.022890884941808,0.300079346836485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615871859908079,0,0,0,0,0,0
X601939.CH.EQUITY,0.485058448237346,0,0,0,0,0,-0.0489354074505976,0,0,0.016250326017491,0.192064711969427,0,0.229675060135452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150132380021433,0,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0,0
X601288.CH.EQUITY,0.385356162331847,0.108986804811062,0.084490670801983,0,0.130249165219013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554214770202242,0.0290002331092039,0,0,0,0,0,0,0,0,0.0912672995850245,0,0.0219594610918565,0.00617847514987277,0,0,0,0,0,0,0,0.0493915766144913,0.0019329166838443,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.307378882773258,0,0,0,0,0,0,0.295770647340657,0.239076322750336,0,0.0481825785978045,0.0668005925210387,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208214942399659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281358763132071,0,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0,0
X5.HK.EQUITY,0,-0.250035523260406,0,-0.0697152319283869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23687637092857,0.0852635209947032,-0.808904448082158,0,0.441874562504309,-0.0196094978347288,0,0,0,0,0,0,0,0,0,0,0,0,0.42230552502437,0,0,0,0,0,0,0,0,0,0,-0.102569033684317,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853149289526916,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250385918608451,6.93889390390723e-18,0,0,0,0.348015287026387,0,0,0.0649049708316603,0,0,0,0,0,0,0,0.00769500825442026,0,0,0,0,0,0,0.0144692020444848,0,0,0,0,0,0,0.0723418985741991,0,0
X601658.CH.Equity,0,0,0,0.271182163868066,0,0,0,0.0912680269581806,0,0,0,0,0,0,-0.230431287755971,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.120781890888662,0,0.896211455287309,-0.086745173679733,0,0,-0.153390349621849,0,0,0,0,0,0,0,-0.148599348708981,0,0,0,0,0.781981461486757,0,0,0,-0.156431282826459,0,0,0.215616731454902
X601328.CH.EQUITY,0,0,0,0.225408647732308,0,0,0,0,0,-0.0315414657021468,0,0,0.230272460649142,0,0,0,0,0,0,0,0,0.213256819236291,0,0,0,0,0,0,0,0.0289195312664101,0.220200917815912,0.022700968249409,0,0.102223123501102,0,0,0.0495357706381271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677613096595911,0.0475912597585062
X601166.CH.EQUITY,0,0.114980585095992,0,0,0,0.212274371409503,0,0,0.0208518180500982,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0923592921658841,0,0,0,0,0,0,0,0.0429900805981157,0.205638457302205,0,0,0,0,0,0,0.0118769160661591,0,0.0204862249893092,0,0.0420766453234564,0.0709843075957262,0,0,0.0416972990765669,0.0952906319460633,0,0,0.0650994059376381,0.0108267838028046,0,0
