,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.282535764386103,0.0432642565627903,0.0108558595657914,0,0,0.431392064702024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102315666256327,0,0,0,0.0488206658073161,0,0,0,0.0184666986992461,0,0,0,0,0,0,0.0747091613291268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.229056856813903,0,0,0,0,0,0.178108510288138,0,0,0,0.0125380847584893,0,0.125174534501295,0,0,0,0,0.139620150707603,0,0,0,0,0,0,0,0,0.0317532881371222,0,0,0,0,0,0,0.0873631435053888,0,0.0850595472661144,0,0,0,0,0,0,0,0,0,0.0189502559244252,0,0,0,-0.0337131775730735,-0.0777344701702118
X601939.CH.EQUITY,0.447062742379266,0.172025167618476,0,0,0,0,0,0.235657699298315,0,0,0,0,0,0,0,0,0.0123662594099573,0,0,0,0,-0.115519954418906,0,0,0,0,0,0,0.14352615028834,0,-0.0413304440447359,0,0.13939104754067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112492066068962,0.126939525594585,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.568189084370009,0,-0.0831849540455886,0,0.0386560235699729,0,0,0,0,0,0,0,0,0,0.0615535104389833,0.105218551634579,0.0759089251662316,0,0,0,0,0.114718502816844,0,0,0,0.055517802024341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532458917834714,0,0,0.00560648740731427,0,0
X600036.CH.EQUITY,0,0.143191566274485,0,0,0,0.0256517573544533,0,0.00407619294735548,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0,0
X1299.HK.EQUITY,0,0,-0.161861670810053,0,0,0,0,0,0,0.167491788065821,0,0,0,0,0,0,0,0,0,0,0,0,0.0451247244819973,0.169356776281961,0,0,0,0,0,0,0,0,0.173585738952807,0,0,0.0966526086865087,0,0,0.0891895056547739,0,0,0.055337014196853,0.311758515282445,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.115886381513408,0,0,0,0,0,0,0,0,0,0,0,-0.0191553938768611,0,0,-0.127119990846038,0,0,0,0,-0.0161762072670726,0.161293970674746,0,0,0,0,-0.120760438960436,0,0,0,0,1.73472347597681e-18,0,0,0.571608940009156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100056308474078,0
X601988.CH.EQUITY,0.0791959773722563,0,0.0900854143039075,0.341760424101433,0,0,0,0,0,0,0,0,0.23192618312061,0,0,0,0.112639446752524,0,0,0,0,0,0.0384402496828927,0.01678381451927,0,0,0,0,0,0.128810279674733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.318299494555267,0,0,0,0,0,0,0,0,0,0,0,-0.223819629784401,0,0,0,0,0,0,0,0,0,0.27630651676547,0,0.135603272473251,0,0.0457201763860006,0,0,-0.00546743428094804,0,0,0,0,0,0,0,0,0,0.23119785600422,0,0.140238732940111,0,0,0,0,0.128139626014389,0,0,0.037338534400881,0,0
X388.HK.EQUITY,0,0,0,0,-0.123646778230949,0.260218604802113,0,0,0,0,0,0,0.0485537573389417,0,-0.0489711047311612,0,0,0,0,0,-0.138279228172704,0.457458884477647,0,0,0,0,0,0.0737687585438591,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0473111316337309,0.136885180124681,0,-0.0656185896808378,0,0.144176075490196,0,-0.347836865804918,0,0.0237398160801463,0,0,0.179139770038341,0,0
