,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.232863222663738,0,0.12956777115689,0,0,0,0,0.252010498959586,0.0618520785638498,0,0.132401457684201,0,0,0,0,0,0,0.0959803026541733,0,0,0,-0.077581767950635,0,0,0,0,0,0,0,0.00234521627676619,0,0,0,0,0.073109280141269,0,0,0,0,0,0,0,0,0,0.0180443812632528,0.0265632253693454,0,0,0,0,0,0
X601939.CH.EQUITY,0.457669226592067,0,0,0.0182306633055841,0,0,-0.0318918519660174,0,0,0,0.192606881427562,0,0.226729213790297,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085212697401484,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0,0
X601288.CH.EQUITY,0.472544227324348,0.0317521044121605,0,0,0.171241767898819,0,0,0,0,0,0,0,0.072237193916817,0,0,0,0,0,0,0,0.0672539974558245,0.0535887475010682,0,0,0,0,0,0,0,0,0.0365905201419797,0,0,0,0,0,0,0,0,0,0,0.046562319305003,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.342449338242873,0,0,0,0,0,0,0,0,0,0,0,0,0.165344192379969,0,0.0104135576418776,0,0,0,0,0,0,0.387908814634443,0,0,0.0988686725844695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105035978346696,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0,0
X5.HK.EQUITY,0,-0.256043101592183,0,0,0,0,0,0,0,0,0,0,0,-0.0294866068994378,0,0,0,0,0,0,0,0,1.17102927503676,-3.46944695195361e-18,-0.765211618104692,0,0,0.49513515261413,0,0,0,0,0,0,0,0,0,0,0,0,0.402803389915169,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0719674388534628,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118907033623948,-6.93889390390723e-18,0,0,0,0,0,0.0904443934287624,0,0.148683835773218,0.158787135434685,0,0,0,0.196262374553129,0,0,0,0.0500833493801204,0,0,0,0,0,0.0222982639613478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516608835051528,0,0
X601658.CH.Equity,0,0,0,0.50537491461235,0,0,0,0,0,0,0,0,0,0,-0.395572668253501,0,0,0,0,0,0,0,0.103157823385581,0.0037879379837282,0,0,0,6.93889390390723e-18,0,0.907042386470984,0,0,0,0,0,0,0,0,0,0,-0.134914754644181,0,0,0,0,0.243769058549293,0,0,0,-0.126156895198284,0,0,0.0664638924685584
X601328.CH.EQUITY,0,0,0,0.230238947459552,0,0,0,0,0,-0.0789216074401802,0,0,0.246907715979558,0.00616233344432738,0,0,0.0419162162157446,0,0,0.191656753924355,0,0,0,0,0,0,0,0,0.0188586435334804,0,0.221214576427039,0,0,0.112587216826199,0,0.0151450008502154,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0168958784806028,0
X601166.CH.EQUITY,0,0.0887587925476126,0,0,0,0.276310844833434,0,0,0.0456685019917352,0,0.0416465583740731,0,0,0,0,0,0,0,0.0141941667974662,0.0201712519728686,0,0,0,0,0,0,0,0,0,0,0.198429710033445,0,0,0,0,0,0,0.0274270402566307,0,0.00986582328098134,0,0,0.0148805535000631,0,0,0.186518769684783,0.0671226946399901,0,0,0.048055157025671,0.00690473820891468,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.321537719143434,0,0,0,0,0,0,0,0,0.221660400855064,0,0,0,0,0.0178190478006269,0.208638698365457,0,0,0,0,0,0,0.0476118068337521,0,0,0,0,0,0.0232543876143441,0,0,0.0298097801912672,0,0,0.0632174180608097,0.0687234124465558,0,0,0,0,0,0,0.0126612616971799
X000002.CH.EQUITY,0,0,0.182457849706411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262636468665406,0,0,0.00115142355836538,0,0.492876588959236,0,0,0.207073814571864,0,0,0.167686325961614,0,0.0019320966823723,0,0,0,0,0,0,-0.065962515075249,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.214259853901858,0,0,0.00778867148160493,0.469160099994775,0,0,0,0,0,0,0,0,0.0145258634071444,0,0,0.0312580114269556,0,0,0,0,0.0342576689197503,0,0,0,0,0,0,0,0,0.00493781776150855,0,0,0,0,0,0,0,0,0,0,0.00172243587958286,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0296919860224251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103979564695835,0,0,0,0,0.0102323092090979,0,0.000926339176336329,0,0.208042049698289,0.247000076647564,0,0,0,0,0,0,0,0,0,0.0166029976896619,0.340284125430146,0,0,0,0.12180966716267,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0374906637375463,0,0,0,0,0,0,0.436447824963356,0,0,0,0,0.174088980283305,0,0,0,0,0,0,0,0,0,0.0732811111515704,0,0,0,0,0.223987245641081,0,-0.198795603390117,0.159443419782533,0,0,0,0.0964363576731271,0,0,0,0,0.0312235483895742,0,0,0,0,0,-0.0211173904470671
X688.HK.EQUITY,0,0,0,0,0,0,0.147885807939262,0,0,0.0359876350516769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257101855386811,0,0,0.268634694001025,0,0,0,0,0,0.0655385687144783,0,0,0,0,0,0,0,0,0,0,0.119776015724386,0,0,0,0,0,-0.103009338907878
