,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.14719733300027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107205740451509,0.321458206529904,0.416753048682841,0.216119952633531,-0.231413283063691,0,0,-0.0502295644475618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444916414075962,0
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799786899337966,0,0,0,0,0,0,0.00100408547417785,0,-0.0394104483128817,0,0,0,0.0419153340493474,0.121115711476444,0.0503469040594211,0,0,0,0,0,0,0,0,0,0.0361502167788549,0,0,0,0,0,0,0,0,0.0453847822877969,0,0,-1.0842021724855e-19,0,0,0,0,0,0.00491193293256711,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961741288790742,0,-0.0497207595205757,0,0,0,0,0,0,0,0,0,0.0065675232805437,0.0427908420536554,0,0,0,0,0,0,0,0,0,0,0,0,0.0299327311198551,0,0,0,0,0,0,0,0,0,0,0.0366887746022739,0,0,-0.0987860920535627,0,0,0.0241496157827607,-0.00415000782454579,0,0,0,-0.0945144383783082,-0.0453409819898842,0
X601628.CH.EQUITY,0.0082946879153424,0,0,0,0,0,0,0,0,0.31127613445951,0,0.148242051718971,0,0,0,0,0,0,0,0.478878212728998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242779208830894,0,0,0,0,0,0,0,0,0,0,0,0,0.297543503817934,0,0,0,0,0.011437721689135,-0.0315246425845148
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131425703795726,0.0759946774219609,0,0.0529030599227984,0,0,0,-0.0146395884771436,0,0,0,0,0,0,0,0,-0.0273528542788068,0,-0.0147436546656466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111568234869925,0,0,0,0,0,0,1.05412370767031,0,0.0235872562321284,0
X1299.HK.EQUITY,0,0.0009759033126221,0,0,0.121920420751904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312746507123705,-0.0327186127337813,0,0,0,0.0200677458185769,0,0,0,0.287361747509829,0,0.112477022623271,0,0,0,0,0,0,0,0.0408230641712916,0,0,0,0,0,0,0,0,0,0,-0.0991852997818412
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687295273607407,0,0,0,0,0,0,0,-0.0774390148720542,0.468107512025096,0.219232529195057,0,0,0,0,0,0,0,0,-0.115841794091182,0,0.080448230709207,0,0,0,0.0466260709383504,0.0574529503091997,0,-0.143189658798602,0,0.0260364430263593,0,0.148324459475513,0,0.0108936319069436
X388.HK.EQUITY,0,0,0,0,0.197586569289877,0,0,0.112697744396265,0.0746229731667233,0,0,0,0,0,0.0282424717995314,0,0,-0.191824541075028,0,0,0.0284924271956169,0,0.474040546508895,0,0,0,0.237807817863028,0,0,0.0410174654953149,0,0,0,0,-0.0412064136940413,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235461985131068,0,0,0.105353420260699,0
