,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.454094329590132,0,0.104391820591875,0.08397487804397,0,0.0438948831869284,0,0,0,0,0,0.0398366825000052,-0.00874622718176318,0,0,0,0.066533254839348,0.0442606734702355,0,0,0,0,0,0,0.105430319421777,0,0,0,0,0,0.0171042227118369,0,0,0,0,0,0,0.00984980625668394,0,0,0,0,0,0,0,0,0,0,0.0131223594571386,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.253423037165822,0,0,0.368515686609753,0,0.149031745020435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315506282836558,0.0469255065315842,0,0,0,0,0,0.0814377530895108,0,0,0,-0.0124083644101709,0,0,0.00857723318176221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109463227653301,0
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.126903738237244,0.319677679690275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882202517693617,0,0,0,0.0620659544194522,0,0,0.0236754345445462,0,0,0.0945092207195684,0,0,0,0,0,0,0,0,0,0,0.0697645918450186,0,0,0,0,0,0,0.125323782312005,0,0,0,0,0,0,-0.100039260095968
X5.HK.EQUITY,0,0,0,0,0,0.135855198290324,0,0.0409811518927116,0,0.250429114112381,0.0814205520882601,0,0,0,0.376759320604783,0,0,-0.189347906251108,0,0,0,0,0,0,0,0,0,0,0,0.101339214544863,0,0,0,5.55111512312578e-17,0,-6.93889390390723e-18,-0.267141451091133,0,0,0,0,0,0,0,-0.497562428731396,0,0,0,0,0,-0.322071988106757,0,0
X601988.CH.EQUITY,0.0129548309851555,0.271207465157996,0,0,0,0,0,0,0.0265627794716908,0,0,0,0.109319118082464,0,0,0,0,0,0,0,0,0,0.607821587067178,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.029673588133655,0.0494699588957701,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100057428955183,0,0,-0.110266768417852,0,0,0.169918924720762,0,0,0,0,0,-0.0850897694675133,0,0.2824175997893,0,0,0,0.014066382085225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524678930622288,0,-0.00369544971978335,0,0,0,0,0,0,0.28944942459005,0,0,0.123140413918547,0
X601628.CH.EQUITY,0,0,0.144568505882993,0.0728686354626856,0,-6.93889390390723e-18,0,0,0,0,0.0492324320739378,0,0,0,0,0,0.0666296989086086,0.094183258005425,0,0,0,0,0,0,0,0.0812961132929512,0,0,0,0,0,0,0,0.0349397026432014,0,0.230249905419163,0,0,0,0,0,0,0.133128288800887,0,-0.0404758113376006,0.0848481614985703,0,0,0,0,0,0,-0.00172757905029915
X601328.CH.EQUITY,0,0,0.0665045777388447,0,0.000896322109050114,0,0.0468422772880406,0.00578508879306369,0,0,0,0.1160528016009,0,0,0,0,0,0,0,0,0.0128725784768183,0.200597243882048,0,0,0,0,0,0,0,0,0,0.150604107250284,0,0,0,0,0,0,0.170694217320365,0.267142122887618,0,0,0,0,0,0,0,0,0,0,0,0,0
