,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0327486397221091,0,0,0,0,0,0,0,0,0,0,-0.0505394416636985,0.56522016999387,0,0.859044298823007,0.0697896602646073,0,0,-0.121678815621722,0,0,-0.195042474976776,0,0,0,0,0,-0.00298801327854888,0,0,-0.314358607835742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0716896538497363,0,0,0,0,0,0,0,0,0,0,0,0,0.40387536654293,0,0,0,0,0,0,0,0,0.00879594507347599,0.10445754428021,0,0,0,0,0,0.223356291998792,0,0,0,0,0,0,0,0,0,0,0.0354557874511844,0,0,0,0,0,0.115249517171096,0
X601939.CH.EQUITY,0,0,0,0.805222517884435,0.00994881071221414,0,0.0583718465215702,0,0,0,0,0,0.0218863508424112,0,0,0,0.00644012310469191,0,0,0,0,0,0.0161298732689466,0.00162328683923522,0,0,0,0,0,0,0,0.0757221189384674,0,0,0,0.0158234729906772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445577603365752,0,0,0.0174118278428446,0
X601288.CH.EQUITY,0,0,0.910947219577545,0,-0.0667927723371683,0,0,0,0,0,0,0,0,0,0,0,0,0.114327982753231,0,0,0,0,0,0,-0.0144852643436506,0,0.0597336921534914,0,0,0,0,0,0,0,0,0,-0.0929210893121576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485956995333231,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766189153213295,0,0,0,0.0484760325559741,0,0,0,0,0,0,0.120030376788142,0,0,0,0,0,0,0,-0.0318694397522957,0,0,0,0,0,0,0,0,0,0,0,0,0.044870956246203,0,0,0,0,0,0,0.104459990328494,0,0.151714926980374,0
X601988.CH.EQUITY,0,0,0,0,-0.0851792906158164,0,0,0,0,0,0,0,1.05639629383992,0,0,0,0,0,0,-0.259380132861344,-0.158938094021966,0,0,0.149635908491897,0,0,0,0,0,-0.00356003115504823,0,0,-0.0378534767761328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030092376036054,0.127641542167139,0
X600036.CH.EQUITY,0,0,0.388438996504836,0,0,0,0,0,0.0387881139408957,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0668993248193282,0,0.0665891213471034,0,0,0,0.400298858695011,0,0,0,0,0.0112612835551263,0,0,0,0,0,-0.00395139917348121,0.0521330641315933,0.0274327805666748,0,0,0,0,0,0,0,0.0660264682140584
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.347114981818982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197364062182752,0.00339667734131153,0,0,0,0.0454429492637138,0,0.225864404049157,0,0,0.124162512062051,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.475075303180664,0,0,0,0.0211102593592855,0.0770807423110793,-0.0488069312854961,0,0
X5.HK.EQUITY,0,0,0,0,-0.083339926082039,0,0,0,0,0,0,0,0,0,0,0,0.201523501904619,0,0,0,0,0.126447545533119,0,0,0,0.202156919476601,0.256904480420206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167057474902581,-0.00444452587047262,0,0,0,0,0,0,0.119960071124449,0,-0.0603563383678463,0.25182543496901
X388.HK.EQUITY,0,0,0,0,0.216720282413925,0,0,0,0,0,-0.124905133591185,0,0,0,0.0776952017213125,0,0,-0.0518355314247256,-6.93889390390723e-18,0,0.0245502435209115,0.0457536064608919,0,0,0,0,0,0.446163165121918,0,0,0,0,0,0,0,0,0.210146731888173,0,0,0,0,0,0,0,-0.222998130641147,0.045721591098507,0,0,0,0,0,0,0.0721402618536346,0
